id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Sooner Manor,1000 Main Street,Stilwell,Adair,OK,73001,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90001,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.adair-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.8264,-94.67540000000001
250,Pioneer Village,1100 Oklahoma Avenue,Guthrie,Logan,OK,73250,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90250,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.logan-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.8364,-97.4654
251,Oil Country Commons,1200 Sooner Boulevard,Guthrie,Logan,OK,73251,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90251,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.logan-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.846399999999996,-97.4554
252,Red River Village,1300 Pioneer Drive,Guthrie,Logan,OK,73252,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90252,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.logan-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.856399999999994,-97.4454
253,Oklahoma City Commons,1400 Oil Country Street,Guthrie,Logan,OK,73253,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90253,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.logan-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.8664,-97.4354
254,Sooner Manor,1000 Main Street,Marietta,Love,OK,73254,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90254,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.love-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,33.7764,-97.2754
255,Pioneer Village,1100 Oklahoma Avenue,Marietta,Love,OK,73255,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90255,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.love-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,33.7864,-97.2654
256,Oil Country Commons,1200 Sooner Boulevard,Marietta,Love,OK,73256,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90256,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.love-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,33.7964,-97.2554
257,Red River Village,1300 Pioneer Drive,Marietta,Love,OK,73257,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90257,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.love-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,33.8064,-97.2454
258,Oklahoma City Commons,1400 Oil Country Street,Marietta,Love,OK,73258,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90258,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.love-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,33.8164,-97.2354
259,Sooner Manor,1000 Main Street,Fairview,Major,OK,73259,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90259,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.major-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.2764,-98.47540000000001
260,Pioneer Village,1100 Oklahoma Avenue,Fairview,Major,OK,73260,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90260,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.major-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.2864,-98.4654
261,Oil Country Commons,1200 Sooner Boulevard,Fairview,Major,OK,73261,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90261,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.major-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.2964,-98.4554
262,Red River Village,1300 Pioneer Drive,Fairview,Major,OK,73262,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90262,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.major-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.3064,-98.4454
263,Oklahoma City Commons,1400 Oil Country Street,Fairview,Major,OK,73263,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90263,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.major-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.3164,-98.4354
264,Sooner Manor,1000 Main Street,Madill,Marshall,OK,73264,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90264,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.marshall-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,33.876400000000004,-96.7754
265,Pioneer Village,1100 Oklahoma Avenue,Madill,Marshall,OK,73265,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90265,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.marshall-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,33.8864,-96.7654
266,Oil Country Commons,1200 Sooner Boulevard,Madill,Marshall,OK,73266,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90266,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.marshall-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,33.8964,-96.7554
267,Red River Village,1300 Pioneer Drive,Madill,Marshall,OK,73267,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90267,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.marshall-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,33.9064,-96.7454
268,Oklahoma City Commons,1400 Oil Country Street,Madill,Marshall,OK,73268,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90268,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.marshall-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,33.9164,-96.7354
269,Sooner Manor,1000 Main Street,Pryor,Mayes,OK,73269,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90269,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.mayes-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.2764,-95.37540000000001
270,Pioneer Village,1100 Oklahoma Avenue,Pryor,Mayes,OK,73270,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90270,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.mayes-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.2864,-95.36540000000001
271,Oil Country Commons,1200 Sooner Boulevard,Pryor,Mayes,OK,73271,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90271,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.mayes-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.2964,-95.3554
272,Red River Village,1300 Pioneer Drive,Pryor,Mayes,OK,73272,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90272,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.mayes-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.3064,-95.34540000000001
273,Oklahoma City Commons,1400 Oil Country Street,Pryor,Mayes,OK,73273,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90273,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.mayes-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.3164,-95.3354
274,Sooner Manor,1000 Main Street,Purcell,McClain,OK,73274,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90274,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.mcclain-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.0764,-97.37540000000001
275,Pioneer Village,1100 Oklahoma Avenue,Purcell,McClain,OK,73275,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90275,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.mcclain-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.0864,-97.36540000000001
276,Oil Country Commons,1200 Sooner Boulevard,Purcell,McClain,OK,73276,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90276,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.mcclain-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.096399999999996,-97.3554
277,Red River Village,1300 Pioneer Drive,Purcell,McClain,OK,73277,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90277,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.mcclain-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.106399999999994,-97.34540000000001
278,Oklahoma City Commons,1400 Oil Country Street,Purcell,McClain,OK,73278,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90278,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.mcclain-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.1164,-97.3354
279,Tulsa Manor,1500 Red River Avenue,Purcell,McClain,OK,73279,(410) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,OK-ALF-90279,Oklahoma Department of Health,2024-08-06,80,False,False,False,https://www.mcclain-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.1264,-97.3254
280,Norman Village,1600 Oklahoma City Boulevard,Purcell,McClain,OK,73280,(411) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,OK-ALF-90280,Oklahoma Department of Health,2024-09-07,81,True,True,False,https://www.mcclain-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.136399999999995,-97.31540000000001
281,Broken Arrow Commons,1700 Tulsa Drive,Purcell,McClain,OK,73281,(412) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,OK-ALF-90281,Oklahoma Department of Health,2024-10-08,82,False,False,False,https://www.mcclain-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.1464,-97.3054
282,Sooner Manor,1000 Main Street,Idabel,McCurtain,OK,73282,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90282,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.mccurtain-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,33.976400000000005,-94.67540000000001
283,Pioneer Village,1100 Oklahoma Avenue,Idabel,McCurtain,OK,73283,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90283,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.mccurtain-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,33.9864,-94.6654
284,Oil Country Commons,1200 Sooner Boulevard,Idabel,McCurtain,OK,73284,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90284,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.mccurtain-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,33.9964,-94.6554
285,Red River Village,1300 Pioneer Drive,Idabel,McCurtain,OK,73285,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90285,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.mccurtain-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.0064,-94.64540000000001
286,Oklahoma City Commons,1400 Oil Country Street,Idabel,McCurtain,OK,73286,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90286,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.mccurtain-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.016400000000004,-94.6354
287,Sooner Manor,1000 Main Street,Eufaula,McIntosh,OK,73287,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90287,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.mcintosh-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.376400000000004,-95.67540000000001
288,Pioneer Village,1100 Oklahoma Avenue,Eufaula,McIntosh,OK,73288,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90288,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.mcintosh-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.3864,-95.6654
289,Oil Country Commons,1200 Sooner Boulevard,Eufaula,McIntosh,OK,73289,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90289,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.mcintosh-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.3964,-95.6554
290,Red River Village,1300 Pioneer Drive,Eufaula,McIntosh,OK,73290,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90290,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.mcintosh-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.4064,-95.64540000000001
291,Oklahoma City Commons,1400 Oil Country Street,Eufaula,McIntosh,OK,73291,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90291,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.mcintosh-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.4164,-95.6354
292,Sooner Manor,1000 Main Street,Sulphur,Murray,OK,73292,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90292,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.murray-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.476400000000005,-97.0754
293,Pioneer Village,1100 Oklahoma Avenue,Sulphur,Murray,OK,73293,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90293,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.murray-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.4864,-97.0654
294,Oil Country Commons,1200 Sooner Boulevard,Sulphur,Murray,OK,73294,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90294,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.murray-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.4964,-97.05539999999999
295,Red River Village,1300 Pioneer Drive,Sulphur,Murray,OK,73295,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90295,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.murray-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.5064,-97.0454
296,Oklahoma City Commons,1400 Oil Country Street,Sulphur,Murray,OK,73296,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90296,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.murray-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.516400000000004,-97.0354
297,Sooner Manor,1000 Main Street,Muskogee,Muskogee,OK,73297,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90297,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.muskogee-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.697700000000005,-95.40950000000001
298,Pioneer Village,1100 Oklahoma Avenue,Muskogee,Muskogee,OK,73298,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90298,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.muskogee-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.7077,-95.3995
299,Oil Country Commons,1200 Sooner Boulevard,Muskogee,Muskogee,OK,73299,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90299,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.muskogee-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.7177,-95.3895
300,Red River Village,1300 Pioneer Drive,Muskogee,Muskogee,OK,73300,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90300,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.muskogee-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.7277,-95.37950000000001
301,Oklahoma City Commons,1400 Oil Country Street,Muskogee,Muskogee,OK,73301,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90301,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.muskogee-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.737700000000004,-95.3695
302,Tulsa Manor,1500 Red River Avenue,Muskogee,Muskogee,OK,73302,(410) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,OK-ALF-90302,Oklahoma Department of Health,2024-08-06,80,False,False,False,https://www.muskogee-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.7477,-95.3595
303,Norman Village,1600 Oklahoma City Boulevard,Muskogee,Muskogee,OK,73303,(411) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,OK-ALF-90303,Oklahoma Department of Health,2024-09-07,81,True,True,False,https://www.muskogee-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.7577,-95.3495
304,Broken Arrow Commons,1700 Tulsa Drive,Muskogee,Muskogee,OK,73304,(412) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,OK-ALF-90304,Oklahoma Department of Health,2024-10-08,82,False,False,False,https://www.muskogee-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.767700000000005,-95.3395
305,Sooner Manor,1000 Main Street,Perry,Noble,OK,73305,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90305,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.noble-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.226400000000005,-97.2754
306,Pioneer Village,1100 Oklahoma Avenue,Perry,Noble,OK,73306,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90306,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.noble-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.2364,-97.2654
307,Oil Country Commons,1200 Sooner Boulevard,Perry,Noble,OK,73307,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90307,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.noble-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.2464,-97.2554
308,Red River Village,1300 Pioneer Drive,Perry,Noble,OK,73308,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90308,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.noble-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.2564,-97.2454
309,Oklahoma City Commons,1400 Oil Country Street,Perry,Noble,OK,73309,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90309,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.noble-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.266400000000004,-97.2354
310,Sooner Manor,1000 Main Street,Nowata,Nowata,OK,73310,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90310,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.nowata-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.6764,-95.67540000000001
311,Pioneer Village,1100 Oklahoma Avenue,Nowata,Nowata,OK,73311,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90311,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.nowata-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.6864,-95.6654
312,Oil Country Commons,1200 Sooner Boulevard,Nowata,Nowata,OK,73312,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90312,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.nowata-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.6964,-95.6554
313,Red River Village,1300 Pioneer Drive,Nowata,Nowata,OK,73313,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90313,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.nowata-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.706399999999995,-95.64540000000001
314,Oklahoma City Commons,1400 Oil Country Street,Nowata,Nowata,OK,73314,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90314,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.nowata-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.7164,-95.6354
315,Sooner Manor,1000 Main Street,Okemah,Okfuskee,OK,73315,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90315,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.okfuskee-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.376400000000004,-96.37540000000001
316,Pioneer Village,1100 Oklahoma Avenue,Okemah,Okfuskee,OK,73316,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90316,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.okfuskee-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.3864,-96.36540000000001
317,Oil Country Commons,1200 Sooner Boulevard,Okemah,Okfuskee,OK,73317,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90317,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.okfuskee-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.3964,-96.3554
318,Red River Village,1300 Pioneer Drive,Okemah,Okfuskee,OK,73318,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90318,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.okfuskee-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.4064,-96.34540000000001
319,Oklahoma City Commons,1400 Oil Country Street,Okemah,Okfuskee,OK,73319,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90319,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.okfuskee-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.4164,-96.3354
320,Sooner Manor,1000 Main Street,Oklahoma City,Oklahoma,OK,73320,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90320,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.oklahoma-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.4176,-97.55640000000001
321,Pioneer Village,1100 Oklahoma Avenue,Oklahoma City,Oklahoma,OK,73321,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90321,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.oklahoma-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.4276,-97.5464
322,Oil Country Commons,1200 Sooner Boulevard,Oklahoma City,Oklahoma,OK,73322,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90322,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.oklahoma-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.437599999999996,-97.5364
323,Red River Village,1300 Pioneer Drive,Oklahoma City,Oklahoma,OK,73323,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90323,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.oklahoma-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.447599999999994,-97.52640000000001
324,Oklahoma City Commons,1400 Oil Country Street,Oklahoma City,Oklahoma,OK,73324,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90324,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.oklahoma-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.4576,-97.5164
325,Tulsa Manor,1500 Red River Avenue,Oklahoma City,Oklahoma,OK,73325,(410) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,OK-ALF-90325,Oklahoma Department of Health,2024-08-06,80,False,False,False,https://www.oklahoma-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.4676,-97.5064
326,Norman Village,1600 Oklahoma City Boulevard,Oklahoma City,Oklahoma,OK,73326,(411) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,OK-ALF-90326,Oklahoma Department of Health,2024-09-07,81,True,True,False,https://www.oklahoma-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.477599999999995,-97.49640000000001
327,Broken Arrow Commons,1700 Tulsa Drive,Oklahoma City,Oklahoma,OK,73327,(412) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,OK-ALF-90327,Oklahoma Department of Health,2024-10-08,82,False,False,False,https://www.oklahoma-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.4876,-97.4864
328,Lawton Manor,1800 Norman Street,Oklahoma City,Oklahoma,OK,73328,(413) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,OK-ALF-90328,Oklahoma Department of Health,2024-11-09,83,False,True,True,https://www.oklahoma-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.4976,-97.55640000000001
329,Edmond Village,1900 Broken Arrow Avenue,Oklahoma City,Oklahoma,OK,73329,(414) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,OK-ALF-90329,Oklahoma Department of Health,2024-03-10,84,True,False,False,https://www.oklahoma-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.5076,-97.5464
330,Moore Commons,2000 Lawton Boulevard,Oklahoma City,Oklahoma,OK,73330,(415) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,45,OK-ALF-90330,Oklahoma Department of Health,2024-04-11,85,False,True,False,https://www.oklahoma-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.4176,-97.5364
331,Midwest City Manor,2100 Edmond Drive,Oklahoma City,Oklahoma,OK,73331,(416) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,46,OK-ALF-90331,Oklahoma Department of Health,2024-05-12,86,False,False,False,https://www.oklahoma-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.4276,-97.52640000000001
332,Stillwater Village,2200 Moore Street,Oklahoma City,Oklahoma,OK,73332,(417) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,47,OK-ALF-90332,Oklahoma Department of Health,2024-06-13,87,True,True,True,https://www.oklahoma-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.437599999999996,-97.5164
