id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,North Star Manor,1000 Main Street,Aitkin,Aitkin,MN,55001,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50001,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.aitkin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
561,Boundary Waters Commons,1500 Maple Avenue,Gaylord,Sibley,MN,55561,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50561,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.sibley-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
562,Iron Range Care,1600 Pine Street,Gaylord,Sibley,MN,55562,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50562,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.sibley-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
563,North Star Manor,1000 Main Street,Saint Cloud,Stearns,MN,55563,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50563,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.stearns-senior-living.com,Active,Minnesota Department of Health,2025-07-17,45.5108,-94.20320000000001
564,Land of Lakes Commons,1100 Minnesota Avenue,Saint Cloud,Stearns,MN,55564,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50564,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.stearns-senior-living.com,Active,Minnesota Department of Health,2025-07-17,45.5208,-94.1932
565,Prairie View Care,1200 State Street,Saint Cloud,Stearns,MN,55565,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50565,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.stearns-senior-living.com,Active,Minnesota Department of Health,2025-07-17,45.5308,-94.1832
566,Gopher State Village,1300 Lake Street,Saint Cloud,Stearns,MN,55566,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50566,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.stearns-senior-living.com,Active,Minnesota Department of Health,2025-07-17,45.5408,-94.17320000000001
567,Twin Cities Manor,1400 Oak Street,Saint Cloud,Stearns,MN,55567,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50567,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.stearns-senior-living.com,Active,Minnesota Department of Health,2025-07-17,45.5508,-94.1632
568,Boundary Waters Commons,1500 Maple Avenue,Saint Cloud,Stearns,MN,55568,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50568,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.stearns-senior-living.com,Active,Minnesota Department of Health,2025-07-17,45.5608,-94.1532
569,Iron Range Care,1600 Pine Street,Saint Cloud,Stearns,MN,55569,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50569,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.stearns-senior-living.com,Active,Minnesota Department of Health,2025-07-17,45.5708,-94.14320000000001
570,Mississippi River Manor,1700 Cedar Avenue,Saint Cloud,Stearns,MN,55570,(619) 307-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,MN-ALF-50570,Minnesota Department of Health,2024-10-08,82,False,False,False,https://www.stearns-senior-living.com,Active,Minnesota Department of Health,2025-07-17,45.5808,-94.1332
571,Northwoods Village,1800 First Street,Saint Cloud,Stearns,MN,55571,(620) 308-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,MN-ALF-50571,Minnesota Department of Health,2024-11-09,83,False,True,True,https://www.stearns-senior-living.com,Active,Minnesota Department of Health,2025-07-17,45.5908,-94.20320000000001
572,Lakeshore Commons,1900 Second Street,Saint Cloud,Stearns,MN,55572,(621) 309-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,MN-ALF-50572,Minnesota Department of Health,2024-03-10,84,True,False,False,https://www.stearns-senior-living.com,Active,Minnesota Department of Health,2025-07-17,45.6008,-94.1932
573,Pineview Manor,2000 Third Street,Saint Cloud,Stearns,MN,55573,(622) 310-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,45,MN-ALF-50573,Minnesota Department of Health,2024-04-11,85,False,True,False,https://www.stearns-senior-living.com,Active,Minnesota Department of Health,2025-07-17,45.5108,-94.1832
574,Birchwood Village,2100 Fourth Street,Saint Cloud,Stearns,MN,55574,(623) 311-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,46,MN-ALF-50574,Minnesota Department of Health,2024-05-12,86,False,False,False,https://www.stearns-senior-living.com,Active,Minnesota Department of Health,2025-07-17,45.5208,-94.17320000000001
575,Timber Creek Commons,2200 Lincoln Avenue,Saint Cloud,Stearns,MN,55575,(624) 312-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,47,MN-ALF-50575,Minnesota Department of Health,2024-06-13,87,True,True,True,https://www.stearns-senior-living.com,Active,Minnesota Department of Health,2025-07-17,45.5308,-94.1632
576,Wildwood Manor,2300 Washington Street,Saint Cloud,Stearns,MN,55576,(625) 313-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,48,MN-ALF-50576,Minnesota Department of Health,2024-07-14,88,False,False,False,https://www.stearns-senior-living.com,Active,Minnesota Department of Health,2025-07-17,45.5408,-94.1532
577,Maple Grove Village,2400 Jefferson Street,Saint Cloud,Stearns,MN,55577,(626) 314-1014,Senior Living,Assisted Living; Memory Care; Independent Living,49,MN-ALF-50577,Minnesota Department of Health,2024-08-15,89,False,True,False,https://www.stearns-senior-living.com,Active,Minnesota Department of Health,2025-07-17,45.5508,-94.14320000000001
578,North Star Manor,1000 Main Street,Owatonna,Steele,MN,55578,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50578,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.steele-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
579,Land of Lakes Commons,1100 Minnesota Avenue,Owatonna,Steele,MN,55579,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50579,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.steele-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
580,Prairie View Care,1200 State Street,Owatonna,Steele,MN,55580,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50580,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.steele-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
581,Gopher State Village,1300 Lake Street,Owatonna,Steele,MN,55581,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50581,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.steele-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
582,Twin Cities Manor,1400 Oak Street,Owatonna,Steele,MN,55582,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50582,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.steele-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
583,Boundary Waters Commons,1500 Maple Avenue,Owatonna,Steele,MN,55583,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50583,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.steele-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
584,Iron Range Care,1600 Pine Street,Owatonna,Steele,MN,55584,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50584,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.steele-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
585,North Star Manor,1000 Main Street,Morris,Stevens,MN,55585,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50585,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.stevens-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
586,Land of Lakes Commons,1100 Minnesota Avenue,Morris,Stevens,MN,55586,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50586,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.stevens-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
587,Prairie View Care,1200 State Street,Morris,Stevens,MN,55587,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50587,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.stevens-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
588,Gopher State Village,1300 Lake Street,Morris,Stevens,MN,55588,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50588,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.stevens-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
589,Twin Cities Manor,1400 Oak Street,Morris,Stevens,MN,55589,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50589,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.stevens-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
590,Boundary Waters Commons,1500 Maple Avenue,Morris,Stevens,MN,55590,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50590,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.stevens-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
591,Iron Range Care,1600 Pine Street,Morris,Stevens,MN,55591,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50591,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.stevens-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
592,North Star Manor,1000 Main Street,Duluth,St. Louis,MN,55592,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50592,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.stlouis-senior-living.com,Active,Minnesota Department of Health,2025-07-17,47.2378,-92.1405
593,Land of Lakes Commons,1100 Minnesota Avenue,Duluth,St. Louis,MN,55593,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50593,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.stlouis-senior-living.com,Active,Minnesota Department of Health,2025-07-17,47.2478,-92.1305
594,Prairie View Care,1200 State Street,Duluth,St. Louis,MN,55594,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50594,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.stlouis-senior-living.com,Active,Minnesota Department of Health,2025-07-17,47.257799999999996,-92.12049999999999
595,Gopher State Village,1300 Lake Street,Duluth,St. Louis,MN,55595,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50595,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.stlouis-senior-living.com,Active,Minnesota Department of Health,2025-07-17,47.267799999999994,-92.1105
596,Twin Cities Manor,1400 Oak Street,Duluth,St. Louis,MN,55596,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50596,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.stlouis-senior-living.com,Active,Minnesota Department of Health,2025-07-17,47.2778,-92.1005
597,Boundary Waters Commons,1500 Maple Avenue,Duluth,St. Louis,MN,55597,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50597,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.stlouis-senior-living.com,Active,Minnesota Department of Health,2025-07-17,47.2878,-92.09049999999999
598,Iron Range Care,1600 Pine Street,Duluth,St. Louis,MN,55598,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50598,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.stlouis-senior-living.com,Active,Minnesota Department of Health,2025-07-17,47.297799999999995,-92.0805
599,Mississippi River Manor,1700 Cedar Avenue,Duluth,St. Louis,MN,55599,(619) 307-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,MN-ALF-50599,Minnesota Department of Health,2024-10-08,82,False,False,False,https://www.stlouis-senior-living.com,Active,Minnesota Department of Health,2025-07-17,47.3078,-92.0705
600,Northwoods Village,1800 First Street,Duluth,St. Louis,MN,55600,(620) 308-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,MN-ALF-50600,Minnesota Department of Health,2024-11-09,83,False,True,True,https://www.stlouis-senior-living.com,Active,Minnesota Department of Health,2025-07-17,47.3178,-92.1405
601,Lakeshore Commons,1900 Second Street,Duluth,St. Louis,MN,55601,(621) 309-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,MN-ALF-50601,Minnesota Department of Health,2024-03-10,84,True,False,False,https://www.stlouis-senior-living.com,Active,Minnesota Department of Health,2025-07-17,47.327799999999996,-92.1305
602,Pineview Manor,2000 Third Street,Duluth,St. Louis,MN,55602,(622) 310-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,45,MN-ALF-50602,Minnesota Department of Health,2024-04-11,85,False,True,False,https://www.stlouis-senior-living.com,Active,Minnesota Department of Health,2025-07-17,47.2378,-92.12049999999999
603,Birchwood Village,2100 Fourth Street,Duluth,St. Louis,MN,55603,(623) 311-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,46,MN-ALF-50603,Minnesota Department of Health,2024-05-12,86,False,False,False,https://www.stlouis-senior-living.com,Active,Minnesota Department of Health,2025-07-17,47.2478,-92.1105
604,Timber Creek Commons,2200 Lincoln Avenue,Duluth,St. Louis,MN,55604,(624) 312-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,47,MN-ALF-50604,Minnesota Department of Health,2024-06-13,87,True,True,True,https://www.stlouis-senior-living.com,Active,Minnesota Department of Health,2025-07-17,47.257799999999996,-92.1005
605,Wildwood Manor,2300 Washington Street,Duluth,St. Louis,MN,55605,(625) 313-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,48,MN-ALF-50605,Minnesota Department of Health,2024-07-14,88,False,False,False,https://www.stlouis-senior-living.com,Active,Minnesota Department of Health,2025-07-17,47.267799999999994,-92.09049999999999
606,Maple Grove Village,2400 Jefferson Street,Duluth,St. Louis,MN,55606,(626) 314-1014,Senior Living,Assisted Living; Memory Care; Independent Living,49,MN-ALF-50606,Minnesota Department of Health,2024-08-15,89,False,True,False,https://www.stlouis-senior-living.com,Active,Minnesota Department of Health,2025-07-17,47.2778,-92.0805
607,North Star Manor,1000 Main Street,Benson,Swift,MN,55607,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50607,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.swift-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
608,Land of Lakes Commons,1100 Minnesota Avenue,Benson,Swift,MN,55608,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50608,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.swift-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
609,Prairie View Care,1200 State Street,Benson,Swift,MN,55609,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50609,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.swift-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
610,Gopher State Village,1300 Lake Street,Benson,Swift,MN,55610,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50610,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.swift-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
611,Twin Cities Manor,1400 Oak Street,Benson,Swift,MN,55611,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50611,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.swift-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
612,Boundary Waters Commons,1500 Maple Avenue,Benson,Swift,MN,55612,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50612,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.swift-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
613,Iron Range Care,1600 Pine Street,Benson,Swift,MN,55613,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50613,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.swift-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
614,North Star Manor,1000 Main Street,Long Prairie,Todd,MN,55614,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50614,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.todd-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
615,Land of Lakes Commons,1100 Minnesota Avenue,Long Prairie,Todd,MN,55615,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50615,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.todd-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
616,Prairie View Care,1200 State Street,Long Prairie,Todd,MN,55616,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50616,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.todd-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
617,Gopher State Village,1300 Lake Street,Long Prairie,Todd,MN,55617,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50617,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.todd-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
618,Twin Cities Manor,1400 Oak Street,Long Prairie,Todd,MN,55618,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50618,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.todd-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
619,Boundary Waters Commons,1500 Maple Avenue,Long Prairie,Todd,MN,55619,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50619,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.todd-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
620,Iron Range Care,1600 Pine Street,Long Prairie,Todd,MN,55620,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50620,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.todd-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
621,North Star Manor,1000 Main Street,Wheaton,Traverse,MN,55621,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50621,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.traverse-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
622,Land of Lakes Commons,1100 Minnesota Avenue,Wheaton,Traverse,MN,55622,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50622,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.traverse-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
623,Prairie View Care,1200 State Street,Wheaton,Traverse,MN,55623,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50623,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.traverse-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
624,Gopher State Village,1300 Lake Street,Wheaton,Traverse,MN,55624,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50624,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.traverse-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
625,Twin Cities Manor,1400 Oak Street,Wheaton,Traverse,MN,55625,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50625,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.traverse-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
626,Boundary Waters Commons,1500 Maple Avenue,Wheaton,Traverse,MN,55626,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50626,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.traverse-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
627,Iron Range Care,1600 Pine Street,Wheaton,Traverse,MN,55627,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50627,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.traverse-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
628,North Star Manor,1000 Main Street,Wabasha,Wabasha,MN,55628,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50628,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.wabasha-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.333600000000004,-92.0724
629,Land of Lakes Commons,1100 Minnesota Avenue,Wabasha,Wabasha,MN,55629,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50629,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.wabasha-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.3436,-92.0624
630,Prairie View Care,1200 State Street,Wabasha,Wabasha,MN,55630,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50630,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.wabasha-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.3536,-92.05239999999999
631,Gopher State Village,1300 Lake Street,Wabasha,Wabasha,MN,55631,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50631,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.wabasha-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.3636,-92.0424
632,Twin Cities Manor,1400 Oak Street,Wabasha,Wabasha,MN,55632,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50632,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.wabasha-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.3736,-92.0324
633,Boundary Waters Commons,1500 Maple Avenue,Wabasha,Wabasha,MN,55633,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50633,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.wabasha-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.3836,-92.02239999999999
634,Iron Range Care,1600 Pine Street,Wabasha,Wabasha,MN,55634,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50634,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.wabasha-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.3936,-92.0124
635,North Star Manor,1000 Main Street,Wadena,Wadena,MN,55635,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50635,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.wadena-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
636,Land of Lakes Commons,1100 Minnesota Avenue,Wadena,Wadena,MN,55636,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50636,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.wadena-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
637,Prairie View Care,1200 State Street,Wadena,Wadena,MN,55637,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50637,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.wadena-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
638,Gopher State Village,1300 Lake Street,Wadena,Wadena,MN,55638,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50638,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.wadena-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
639,Twin Cities Manor,1400 Oak Street,Wadena,Wadena,MN,55639,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50639,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.wadena-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
640,Boundary Waters Commons,1500 Maple Avenue,Wadena,Wadena,MN,55640,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50640,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.wadena-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
641,Iron Range Care,1600 Pine Street,Wadena,Wadena,MN,55641,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50641,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.wadena-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
642,North Star Manor,1000 Main Street,Waseca,Waseca,MN,55642,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50642,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.waseca-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
643,Land of Lakes Commons,1100 Minnesota Avenue,Waseca,Waseca,MN,55643,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50643,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.waseca-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
644,Prairie View Care,1200 State Street,Waseca,Waseca,MN,55644,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50644,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.waseca-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
645,Gopher State Village,1300 Lake Street,Waseca,Waseca,MN,55645,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50645,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.waseca-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
