id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Chesapeake Bay Manor,1000 Main Street,Cumberland,Allegany,MD,20001,(240) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,MD-ALF-20001,Maryland Department of Health,2024-03-01,80,True,True,True,https://www.allegany-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.5764,-78.8054
253,Silver Spring Manor,1700 Rockville Drive,Seat Pleasant,Prince Georges,MD,20253,(240) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,MD-ALF-20253,Maryland Department of Health,2024-10-08,87,False,False,False,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.8464,-76.7854
254,Bethesda Commons,1800 Gaithersburg Street,Largo,Prince Georges,MD,20254,(240) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,38,MD-ALF-20254,Maryland Department of Health,2024-11-09,88,False,True,True,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.8564,-76.8554
255,Towson Village,1900 Silver Spring Avenue,Bowie,Prince Georges,MD,20255,(240) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,39,MD-ALF-20255,Maryland Department of Health,2024-03-10,89,True,False,False,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.8664,-76.8454
256,Columbia Manor,2000 Bethesda Boulevard,College Park,Prince Georges,MD,20256,(240) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,40,MD-ALF-20256,Maryland Department of Health,2024-04-11,90,False,True,False,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.7764,-76.83539999999999
257,Bowie Commons,2100 Towson Drive,Greenbelt,Prince Georges,MD,20257,(240) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,41,MD-ALF-20257,Maryland Department of Health,2024-05-12,91,False,False,False,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.7864,-76.8254
258,Hagerstown Village,2200 Columbia Street,Hyattsville,Prince Georges,MD,20258,(240) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,42,MD-ALF-20258,Maryland Department of Health,2024-06-13,92,True,True,True,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.7964,-76.8154
259,Salisbury Manor,2300 Bowie Avenue,Laurel,Prince Georges,MD,20259,(240) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,43,MD-ALF-20259,Maryland Department of Health,2024-07-14,93,False,False,False,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.8064,-76.80539999999999
260,Cumberland Commons,2400 Hagerstown Boulevard,New Carrollton,Prince Georges,MD,20260,(240) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,44,MD-ALF-20260,Maryland Department of Health,2024-08-15,94,False,True,False,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.8164,-76.7954
261,Ocean City Village,2500 Salisbury Drive,Seat Pleasant,Prince Georges,MD,20261,(240) 215-1015,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,45,MD-ALF-20261,Maryland Department of Health,2024-09-16,95,True,False,False,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.8264,-76.7854
262,Crab Cake Manor,2600 Cumberland Street,Largo,Prince Georges,MD,20262,(240) 216-1016,Senior Living,Continuing Care; Adult Day Services; Personal Care,46,MD-ALF-20262,Maryland Department of Health,2024-10-17,96,False,True,True,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.8364,-76.8554
263,Blue Crab Village,2700 Ocean City Avenue,Bowie,Prince Georges,MD,20263,(240) 217-1017,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,47,MD-ALF-20263,Maryland Department of Health,2024-11-18,97,False,False,False,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.8464,-76.8454
264,Orioles Commons,2800 Crab Cake Boulevard,College Park,Prince Georges,MD,20264,(240) 218-1018,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,48,MD-ALF-20264,Maryland Department of Health,2024-03-19,98,True,True,False,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.8564,-76.83539999999999
265,Ravens Manor,2900 Blue Crab Drive,Greenbelt,Prince Georges,MD,20265,(240) 219-1019,Senior Living,Assisted Living; Personal Care; Hospice Care,49,MD-ALF-20265,Maryland Department of Health,2024-04-20,99,False,False,False,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.8664,-76.8254
266,Fort McHenry Village,3000 Orioles Street,Hyattsville,Prince Georges,MD,20266,(240) 220-1020,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,50,MD-ALF-20266,Maryland Department of Health,2024-05-21,80,False,True,True,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.7764,-76.8154
267,Harbor View Commons,3100 Ravens Avenue,Laurel,Prince Georges,MD,20267,(240) 221-1021,Senior Living,Assisted Living; Memory Care; Independent Living,51,MD-ALF-20267,Maryland Department of Health,2024-06-22,81,True,False,False,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.7864,-76.80539999999999
268,Antietam Manor,3200 Fort McHenry Boulevard,New Carrollton,Prince Georges,MD,20268,(240) 222-1022,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,52,MD-ALF-20268,Maryland Department of Health,2024-07-23,82,False,True,False,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.7964,-76.7954
269,Patapsco Village,3300 Harbor View Drive,Seat Pleasant,Prince Georges,MD,20269,(240) 223-1023,Senior Living,Continuing Care; Adult Day Services; Personal Care,53,MD-ALF-20269,Maryland Department of Health,2024-08-24,83,False,False,False,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.8064,-76.7854
270,Severn Commons,3400 Antietam Street,Largo,Prince Georges,MD,20270,(240) 224-1024,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,54,MD-ALF-20270,Maryland Department of Health,2024-09-25,84,True,True,True,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.8164,-76.8554
271,Susquehanna Manor,3500 Patapsco Avenue,Bowie,Prince Georges,MD,20271,(240) 225-1025,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,55,MD-ALF-20271,Maryland Department of Health,2024-10-26,85,False,False,False,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.8264,-76.8454
272,Potomac Village,3600 Severn Boulevard,College Park,Prince Georges,MD,20272,(240) 226-1026,Senior Living,Assisted Living; Personal Care; Hospice Care,56,MD-ALF-20272,Maryland Department of Health,2024-11-27,86,False,True,False,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.8364,-76.83539999999999
273,Patuxent Commons,3700 Susquehanna Drive,Greenbelt,Prince Georges,MD,20273,(240) 227-1027,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,57,MD-ALF-20273,Maryland Department of Health,2024-03-28,87,True,False,False,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.8464,-76.8254
274,Chesapeake Bay Manor,3800 Main Street,Hyattsville,Prince Georges,MD,20274,(240) 228-1028,Senior Living,Assisted Living; Memory Care; Independent Living,58,MD-ALF-20274,Maryland Department of Health,2024-04-01,88,False,True,True,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.8564,-76.8154
275,Old Line Village,3900 Maryland Avenue,Laurel,Prince Georges,MD,20275,(240) 229-1029,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,59,MD-ALF-20275,Maryland Department of Health,2024-05-02,89,False,False,False,https://www.princegeorges-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.8664,-76.80539999999999
276,Chesapeake Bay Manor,1000 Main Street,Centreville,Queen Annes,MD,20276,(240) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,MD-ALF-20276,Maryland Department of Health,2024-03-01,80,True,True,True,https://www.queenannes-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.976400000000005,-76.1554
277,Old Line Village,1100 Maryland Avenue,Stevensville,Queen Annes,MD,20277,(240) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,MD-ALF-20277,Maryland Department of Health,2024-04-02,81,False,False,False,https://www.queenannes-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.9864,-76.1454
278,Baltimore Commons,1200 Chesapeake Boulevard,Grasonville,Queen Annes,MD,20278,(240) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,MD-ALF-20278,Maryland Department of Health,2024-05-03,82,False,True,False,https://www.queenannes-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.9964,-76.13539999999999
279,Annapolis Village,1300 Old Line Drive,Church Hill,Queen Annes,MD,20279,(240) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,MD-ALF-20279,Maryland Department of Health,2024-06-04,83,True,False,False,https://www.queenannes-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.0064,-76.1254
280,Frederick Manor,1400 Baltimore Street,Sudlersville,Queen Annes,MD,20280,(240) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,MD-ALF-20280,Maryland Department of Health,2024-07-05,84,False,True,True,https://www.queenannes-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.016400000000004,-76.1154
281,Rockville Commons,1500 Annapolis Avenue,Queenstown,Queen Annes,MD,20281,(240) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,MD-ALF-20281,Maryland Department of Health,2024-08-06,85,False,False,False,https://www.queenannes-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.0264,-76.10539999999999
282,Gaithersburg Village,1600 Frederick Boulevard,Barclay,Queen Annes,MD,20282,(240) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,MD-ALF-20282,Maryland Department of Health,2024-09-07,86,True,True,False,https://www.queenannes-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.0364,-76.0954
283,Silver Spring Manor,1700 Rockville Drive,Templeville,Queen Annes,MD,20283,(240) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,MD-ALF-20283,Maryland Department of Health,2024-10-08,87,False,False,False,https://www.queenannes-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.046400000000006,-76.08539999999999
284,Bethesda Commons,1800 Gaithersburg Street,Centreville,Queen Annes,MD,20284,(240) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,38,MD-ALF-20284,Maryland Department of Health,2024-11-09,88,False,True,True,https://www.queenannes-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.056400000000004,-76.1554
285,Towson Village,1900 Silver Spring Avenue,Stevensville,Queen Annes,MD,20285,(240) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,39,MD-ALF-20285,Maryland Department of Health,2024-03-10,89,True,False,False,https://www.queenannes-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.0664,-76.1454
286,Chesapeake Bay Manor,1000 Main Street,Princess Anne,Somerset,MD,20286,(240) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,MD-ALF-20286,Maryland Department of Health,2024-03-01,80,True,True,True,https://www.somerset-senior-living.com,Active,Maryland Department of Health,2025-07-17,37.976400000000005,-75.9054
287,Old Line Village,1100 Maryland Avenue,Crisfield,Somerset,MD,20287,(240) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,MD-ALF-20287,Maryland Department of Health,2024-04-02,81,False,False,False,https://www.somerset-senior-living.com,Active,Maryland Department of Health,2025-07-17,37.9864,-75.8954
288,Baltimore Commons,1200 Chesapeake Boulevard,Westover,Somerset,MD,20288,(240) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,MD-ALF-20288,Maryland Department of Health,2024-05-03,82,False,True,False,https://www.somerset-senior-living.com,Active,Maryland Department of Health,2025-07-17,37.9964,-75.88539999999999
289,Annapolis Village,1300 Old Line Drive,Marion,Somerset,MD,20289,(240) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,MD-ALF-20289,Maryland Department of Health,2024-06-04,83,True,False,False,https://www.somerset-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.0064,-75.8754
290,Frederick Manor,1400 Baltimore Street,Deal Island,Somerset,MD,20290,(240) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,MD-ALF-20290,Maryland Department of Health,2024-07-05,84,False,True,True,https://www.somerset-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.016400000000004,-75.8654
291,Rockville Commons,1500 Annapolis Avenue,Ewell,Somerset,MD,20291,(240) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,MD-ALF-20291,Maryland Department of Health,2024-08-06,85,False,False,False,https://www.somerset-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.0264,-75.85539999999999
292,Gaithersburg Village,1600 Frederick Boulevard,Mount Vernon,Somerset,MD,20292,(240) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,MD-ALF-20292,Maryland Department of Health,2024-09-07,86,True,True,False,https://www.somerset-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.0364,-75.8454
293,Silver Spring Manor,1700 Rockville Drive,Oriole,Somerset,MD,20293,(240) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,MD-ALF-20293,Maryland Department of Health,2024-10-08,87,False,False,False,https://www.somerset-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.046400000000006,-75.83539999999999
294,Bethesda Commons,1800 Gaithersburg Street,Princess Anne,Somerset,MD,20294,(240) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,38,MD-ALF-20294,Maryland Department of Health,2024-11-09,88,False,True,True,https://www.somerset-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.056400000000004,-75.9054
295,Towson Village,1900 Silver Spring Avenue,Crisfield,Somerset,MD,20295,(240) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,39,MD-ALF-20295,Maryland Department of Health,2024-03-10,89,True,False,False,https://www.somerset-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.0664,-75.8954
296,Chesapeake Bay Manor,1000 Main Street,Lexington Park,St. Marys,MD,20296,(240) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,MD-ALF-20296,Maryland Department of Health,2024-03-01,80,True,True,True,https://www.st.marys-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.1764,-76.50540000000001
297,Old Line Village,1100 Maryland Avenue,California,St. Marys,MD,20297,(240) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,MD-ALF-20297,Maryland Department of Health,2024-04-02,81,False,False,False,https://www.st.marys-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.1864,-76.4954
298,Baltimore Commons,1200 Chesapeake Boulevard,Leonardtown,St. Marys,MD,20298,(240) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,MD-ALF-20298,Maryland Department of Health,2024-05-03,82,False,True,False,https://www.st.marys-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.1964,-76.4854
299,Annapolis Village,1300 Old Line Drive,Great Mills,St. Marys,MD,20299,(240) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,MD-ALF-20299,Maryland Department of Health,2024-06-04,83,True,False,False,https://www.st.marys-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.206399999999995,-76.47540000000001
300,Frederick Manor,1400 Baltimore Street,Hollywood,St. Marys,MD,20300,(240) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,MD-ALF-20300,Maryland Department of Health,2024-07-05,84,False,True,True,https://www.st.marys-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.2164,-76.4654
301,Rockville Commons,1500 Annapolis Avenue,Mechanicsville,St. Marys,MD,20301,(240) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,MD-ALF-20301,Maryland Department of Health,2024-08-06,85,False,False,False,https://www.st.marys-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.2264,-76.4554
302,Gaithersburg Village,1600 Frederick Boulevard,Callaway,St. Marys,MD,20302,(240) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,MD-ALF-20302,Maryland Department of Health,2024-09-07,86,True,True,False,https://www.st.marys-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.236399999999996,-76.4454
303,Silver Spring Manor,1700 Rockville Drive,Ridge,St. Marys,MD,20303,(240) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,MD-ALF-20303,Maryland Department of Health,2024-10-08,87,False,False,False,https://www.st.marys-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.2464,-76.4354
304,Bethesda Commons,1800 Gaithersburg Street,Lexington Park,St. Marys,MD,20304,(240) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,38,MD-ALF-20304,Maryland Department of Health,2024-11-09,88,False,True,True,https://www.st.marys-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.2564,-76.50540000000001
305,Towson Village,1900 Silver Spring Avenue,California,St. Marys,MD,20305,(240) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,39,MD-ALF-20305,Maryland Department of Health,2024-03-10,89,True,False,False,https://www.st.marys-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.2664,-76.4954
306,Chesapeake Bay Manor,1000 Main Street,Easton,Talbot,MD,20306,(240) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,MD-ALF-20306,Maryland Department of Health,2024-03-01,80,True,True,True,https://www.talbot-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.726400000000005,-76.1554
307,Old Line Village,1100 Maryland Avenue,Oxford,Talbot,MD,20307,(240) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,MD-ALF-20307,Maryland Department of Health,2024-04-02,81,False,False,False,https://www.talbot-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.7364,-76.1454
308,Baltimore Commons,1200 Chesapeake Boulevard,St. Michaels,Talbot,MD,20308,(240) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,MD-ALF-20308,Maryland Department of Health,2024-05-03,82,False,True,False,https://www.talbot-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.7464,-76.13539999999999
309,Annapolis Village,1300 Old Line Drive,Trappe,Talbot,MD,20309,(240) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,MD-ALF-20309,Maryland Department of Health,2024-06-04,83,True,False,False,https://www.talbot-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.7564,-76.1254
310,Frederick Manor,1400 Baltimore Street,Queen Anne,Talbot,MD,20310,(240) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,MD-ALF-20310,Maryland Department of Health,2024-07-05,84,False,True,True,https://www.talbot-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.766400000000004,-76.1154
311,Rockville Commons,1500 Annapolis Avenue,Tilghman,Talbot,MD,20311,(240) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,MD-ALF-20311,Maryland Department of Health,2024-08-06,85,False,False,False,https://www.talbot-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.7764,-76.10539999999999
312,Gaithersburg Village,1600 Frederick Boulevard,Cordova,Talbot,MD,20312,(240) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,MD-ALF-20312,Maryland Department of Health,2024-09-07,86,True,True,False,https://www.talbot-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.7864,-76.0954
313,Silver Spring Manor,1700 Rockville Drive,Wittman,Talbot,MD,20313,(240) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,MD-ALF-20313,Maryland Department of Health,2024-10-08,87,False,False,False,https://www.talbot-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.796400000000006,-76.08539999999999
314,Bethesda Commons,1800 Gaithersburg Street,Easton,Talbot,MD,20314,(240) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,38,MD-ALF-20314,Maryland Department of Health,2024-11-09,88,False,True,True,https://www.talbot-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.806400000000004,-76.1554
315,Towson Village,1900 Silver Spring Avenue,Oxford,Talbot,MD,20315,(240) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,39,MD-ALF-20315,Maryland Department of Health,2024-03-10,89,True,False,False,https://www.talbot-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.8164,-76.1454
316,Chesapeake Bay Manor,1000 Main Street,Hagerstown,Washington,MD,20316,(240) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,MD-ALF-20316,Maryland Department of Health,2024-03-01,80,True,True,True,https://www.washington-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.5764,-77.75540000000001
317,Old Line Village,1100 Maryland Avenue,Boonsboro,Washington,MD,20317,(240) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,MD-ALF-20317,Maryland Department of Health,2024-04-02,81,False,False,False,https://www.washington-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.5864,-77.7454
318,Baltimore Commons,1200 Chesapeake Boulevard,Funkstown,Washington,MD,20318,(240) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,MD-ALF-20318,Maryland Department of Health,2024-05-03,82,False,True,False,https://www.washington-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.596399999999996,-77.7354
319,Annapolis Village,1300 Old Line Drive,Smithsburg,Washington,MD,20319,(240) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,MD-ALF-20319,Maryland Department of Health,2024-06-04,83,True,False,False,https://www.washington-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.606399999999994,-77.72540000000001
320,Frederick Manor,1400 Baltimore Street,Sharpsburg,Washington,MD,20320,(240) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,MD-ALF-20320,Maryland Department of Health,2024-07-05,84,False,True,True,https://www.washington-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.6164,-77.7154
321,Rockville Commons,1500 Annapolis Avenue,Williamsport,Washington,MD,20321,(240) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,MD-ALF-20321,Maryland Department of Health,2024-08-06,85,False,False,False,https://www.washington-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.6264,-77.7054
322,Gaithersburg Village,1600 Frederick Boulevard,Hancock,Washington,MD,20322,(240) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,MD-ALF-20322,Maryland Department of Health,2024-09-07,86,True,True,False,https://www.washington-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.636399999999995,-77.6954
323,Silver Spring Manor,1700 Rockville Drive,Keedysville,Washington,MD,20323,(240) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,MD-ALF-20323,Maryland Department of Health,2024-10-08,87,False,False,False,https://www.washington-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.6464,-77.6854
324,Bethesda Commons,1800 Gaithersburg Street,Hagerstown,Washington,MD,20324,(240) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,38,MD-ALF-20324,Maryland Department of Health,2024-11-09,88,False,True,True,https://www.washington-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.6564,-77.75540000000001
325,Towson Village,1900 Silver Spring Avenue,Boonsboro,Washington,MD,20325,(240) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,39,MD-ALF-20325,Maryland Department of Health,2024-03-10,89,True,False,False,https://www.washington-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.666399999999996,-77.7454
326,Columbia Manor,2000 Bethesda Boulevard,Funkstown,Washington,MD,20326,(240) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,40,MD-ALF-20326,Maryland Department of Health,2024-04-11,90,False,True,False,https://www.washington-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.5764,-77.7354
327,Bowie Commons,2100 Towson Drive,Smithsburg,Washington,MD,20327,(240) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,41,MD-ALF-20327,Maryland Department of Health,2024-05-12,91,False,False,False,https://www.washington-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.5864,-77.72540000000001
328,Hagerstown Village,2200 Columbia Street,Sharpsburg,Washington,MD,20328,(240) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,42,MD-ALF-20328,Maryland Department of Health,2024-06-13,92,True,True,True,https://www.washington-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.596399999999996,-77.7154
329,Salisbury Manor,2300 Bowie Avenue,Williamsport,Washington,MD,20329,(240) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,43,MD-ALF-20329,Maryland Department of Health,2024-07-14,93,False,False,False,https://www.washington-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.606399999999994,-77.7054
330,Cumberland Commons,2400 Hagerstown Boulevard,Hancock,Washington,MD,20330,(240) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,44,MD-ALF-20330,Maryland Department of Health,2024-08-15,94,False,True,False,https://www.washington-senior-living.com,Active,Maryland Department of Health,2025-07-17,39.6164,-77.6954
331,Chesapeake Bay Manor,1000 Main Street,Salisbury,Wicomico,MD,20331,(240) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,MD-ALF-20331,Maryland Department of Health,2024-03-01,80,True,True,True,https://www.wicomico-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.2764,-75.6554
332,Old Line Village,1100 Maryland Avenue,Fruitland,Wicomico,MD,20332,(240) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,MD-ALF-20332,Maryland Department of Health,2024-04-02,81,False,False,False,https://www.wicomico-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.2864,-75.6454
333,Baltimore Commons,1200 Chesapeake Boulevard,Delmar,Wicomico,MD,20333,(240) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,MD-ALF-20333,Maryland Department of Health,2024-05-03,82,False,True,False,https://www.wicomico-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.2964,-75.63539999999999
334,Annapolis Village,1300 Old Line Drive,Hebron,Wicomico,MD,20334,(240) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,MD-ALF-20334,Maryland Department of Health,2024-06-04,83,True,False,False,https://www.wicomico-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.3064,-75.6254
335,Frederick Manor,1400 Baltimore Street,Sharptown,Wicomico,MD,20335,(240) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,MD-ALF-20335,Maryland Department of Health,2024-07-05,84,False,True,True,https://www.wicomico-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.3164,-75.6154
336,Rockville Commons,1500 Annapolis Avenue,Pittsville,Wicomico,MD,20336,(240) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,MD-ALF-20336,Maryland Department of Health,2024-08-06,85,False,False,False,https://www.wicomico-senior-living.com,Active,Maryland Department of Health,2025-07-17,38.3264,-75.60539999999999
