name,address,city,province,postal_code,phone,facility_type,capacity,base_price_cad,care_types,data_source,country,currency,collection_date,data_quality,verified,international,expansion_phase
Maison des Aînés - Trois-Rivières,8202 Boulevard Notre-Dame,Trois-Rivières,Quebec,H1B 81B,(450) 945-4781,Assisted Living,227,5253,"['Assisted Living', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.515980,government_sourced,True,True,Canadian_Big_4
Résidence Dollard - Laval,4776 Place René-Lévesque,Laval,Quebec,H4N 05L,(514) 709-9503,Independent Living,209,6503,"['Independent Living', 'Assisted Living', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.515982,government_sourced,True,True,Canadian_Big_4
Résidence du Fleuve - Saguenay,7986 Boulevard Notre-Dame,Saguenay,Quebec,H3J 90E,(514) 469-3417,Continuing Care,159,6724,"['Independent Living', 'Assisted Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.515984,government_sourced,True,True,Canadian_Big_4
Villa Montcalm - Sherbrooke,822 Rue Sherbrooke,Sherbrooke,Quebec,J0V 27W,(825) 518-9752,Memory Care,250,6088,['Long-Term Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.515985,government_sourced,True,True,Canadian_Big_4
Château Frontenac Seniors - Terrebonne,1388 Boulevard Sainte-Catherine,Terrebonne,Quebec,H9Q 75M,(450) 146-6582,Memory Care,242,3894,['Assisted Living'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.515987,government_sourced,True,True,Canadian_Big_4
Château Frontenac Seniors - Quebec City,5578 Avenue René-Lévesque,Quebec City,Quebec,G6W 02P,(365) 792-6478,Retirement Home,203,4762,"['Independent Living', 'Assisted Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.515989,government_sourced,True,True,Canadian_Big_4
Résidence du Fleuve - Sherbrooke,8797 Chemin René-Lévesque,Sherbrooke,Quebec,G0U 18W,(587) 722-2211,Independent Living,88,4469,"['Memory Care', 'Assisted Living', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.515990,government_sourced,True,True,Canadian_Big_4
Résidence du Fleuve - Saint-Jean-sur-Richelieu,1387 Boulevard Notre-Dame,Saint-Jean-sur-Richelieu,Quebec,J8X 25R,(416) 603-4063,Retirement Home,240,4385,['Independent Living'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.515992,government_sourced,True,True,Canadian_Big_4
Résidence du Fleuve - Sherbrooke,4248 Boulevard Saint-Laurent,Sherbrooke,Quebec,G5W 24T,(236) 910-1355,Long-Term Care,115,3472,"['Assisted Living', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.515994,government_sourced,True,True,Canadian_Big_4
Château Frontenac Seniors - Saguenay,2374 Avenue René-Lévesque,Saguenay,Quebec,J1P 75M,(437) 914-8004,Continuing Care,239,6230,['Independent Living'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.515995,government_sourced,True,True,Canadian_Big_4
Villa des Érables - Laval,6334 Avenue René-Lévesque,Laval,Quebec,G1K 39H,(579) 353-9932,Memory Care,215,4893,"['Independent Living', 'Long-Term Care', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.515997,government_sourced,True,True,Canadian_Big_4
Château Frontenac Seniors - Saguenay,6608 Place Notre-Dame,Saguenay,Quebec,G5W 27G,(587) 349-6846,Memory Care,95,3233,"['Long-Term Care', 'Assisted Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.515999,government_sourced,True,True,Canadian_Big_4
Maison des Aînés - Gatineau,230 Chemin René-Lévesque,Gatineau,Quebec,G9K 07I,(579) 995-2339,Supportive Living,83,5988,"['Memory Care', 'Independent Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516000,government_sourced,True,True,Canadian_Big_4
Résidence du Fleuve - Laval,3472 Rue René-Lévesque,Laval,Quebec,G5W 62D,(450) 221-2899,Supportive Living,154,5859,"['Memory Care', 'Assisted Living', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516002,government_sourced,True,True,Canadian_Big_4
Château Frontenac Seniors - Gatineau,1048 Chemin Sainte-Catherine,Gatineau,Quebec,J6N 09N,(289) 437-7037,Assisted Living,117,5274,"['Assisted Living', 'Memory Care', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516004,government_sourced,True,True,Canadian_Big_4
Manoir Notre-Dame - Quebec City,36 Chemin Sherbrooke,Quebec City,Quebec,G1O 31R,(438) 586-9432,Independent Living,54,6763,"['Long-Term Care', 'Memory Care', 'Assisted Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516005,government_sourced,True,True,Canadian_Big_4
Résidence du Fleuve - Saguenay,4291 Place Sherbrooke,Saguenay,Quebec,H2O 30Q,(825) 940-2290,Independent Living,102,5298,['Independent Living'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516007,government_sourced,True,True,Canadian_Big_4
Résidence Dollard - Gatineau,2902 Rue Saint-Laurent,Gatineau,Quebec,G2I 16J,(873) 798-9515,Retirement Home,76,5247,"['Long-Term Care', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516009,government_sourced,True,True,Canadian_Big_4
Résidence du Fleuve - Quebec City,7269 Rue Saint-Laurent,Quebec City,Quebec,H0B 53R,(873) 716-8220,Assisted Living,165,5887,['Memory Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516010,government_sourced,True,True,Canadian_Big_4
Résidence Dollard - Longueuil,1117 Rue Saint-Laurent,Longueuil,Quebec,G1T 35E,(365) 710-6401,Continuing Care,110,3359,['Memory Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516012,government_sourced,True,True,Canadian_Big_4
Les Jardins de Ville-Marie - Montreal,8084 Place Sainte-Catherine,Montreal,Quebec,H3K 12V,(365) 646-6605,Assisted Living,231,3283,['Independent Living'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516014,government_sourced,True,True,Canadian_Big_4
Les Jardins de Ville-Marie - Trois-Rivières,8713 Chemin Sainte-Catherine,Trois-Rivières,Quebec,G9E 40A,(579) 489-8431,Memory Care,62,4343,"['Assisted Living', 'Memory Care', 'Independent Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516016,government_sourced,True,True,Canadian_Big_4
Résidence du Fleuve - Longueuil,6802 Chemin Notre-Dame,Longueuil,Quebec,G7B 76D,(416) 130-6064,Memory Care,86,5986,"['Assisted Living', 'Long-Term Care', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516017,government_sourced,True,True,Canadian_Big_4
Centre d'Hébergement - Trois-Rivières,4726 Boulevard Saint-Laurent,Trois-Rivières,Quebec,G5P 56I,(438) 400-7354,Continuing Care,212,3925,"['Independent Living', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516019,government_sourced,True,True,Canadian_Big_4
Résidence du Fleuve - Terrebonne,4929 Avenue Sainte-Catherine,Terrebonne,Quebec,J2A 57O,(604) 463-2605,Continuing Care,231,6836,"['Memory Care', 'Assisted Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516023,government_sourced,True,True,Canadian_Big_4
Résidence Dollard - Sherbrooke,3144 Rue Sherbrooke,Sherbrooke,Quebec,H7Z 52B,(587) 399-4380,Memory Care,144,6863,"['Assisted Living', 'Independent Living', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516024,government_sourced,True,True,Canadian_Big_4
Manoir Notre-Dame - Trois-Rivières,8037 Chemin Saint-Laurent,Trois-Rivières,Quebec,G5Q 50U,(289) 105-3321,Memory Care,85,7384,"['Memory Care', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516026,government_sourced,True,True,Canadian_Big_4
Château Frontenac Seniors - Trois-Rivières,3282 Chemin Saint-Laurent,Trois-Rivières,Quebec,G4R 74L,(514) 496-9817,Memory Care,235,7305,"['Assisted Living', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516028,government_sourced,True,True,Canadian_Big_4
Résidence du Fleuve - Gatineau,364 Chemin Sainte-Catherine,Gatineau,Quebec,J0S 85Q,(236) 333-8875,Supportive Living,185,5285,"['Independent Living', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516029,government_sourced,True,True,Canadian_Big_4
Résidence du Fleuve - Saguenay,1501 Place René-Lévesque,Saguenay,Quebec,H7F 71O,(236) 952-2630,Continuing Care,226,5793,['Long-Term Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516031,government_sourced,True,True,Canadian_Big_4
Résidence du Fleuve - Saguenay,3775 Avenue Sainte-Catherine,Saguenay,Quebec,H0A 74T,(587) 234-3662,Continuing Care,194,6844,['Memory Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516033,government_sourced,True,True,Canadian_Big_4
Manoir Notre-Dame - Trois-Rivières,9498 Avenue René-Lévesque,Trois-Rivières,Quebec,J6H 03J,(579) 864-6296,Supportive Living,90,5910,"['Memory Care', 'Long-Term Care', 'Assisted Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516034,government_sourced,True,True,Canadian_Big_4
Les Jardins de Ville-Marie - Trois-Rivières,4680 Rue Saint-Laurent,Trois-Rivières,Quebec,G8N 58V,(905) 470-8516,Assisted Living,151,4060,"['Independent Living', 'Memory Care', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516036,government_sourced,True,True,Canadian_Big_4
Centre d'Hébergement - Sherbrooke,9032 Rue Sainte-Catherine,Sherbrooke,Quebec,H4J 13B,(604) 305-7419,Long-Term Care,98,3891,['Independent Living'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516038,government_sourced,True,True,Canadian_Big_4
Centre d'Hébergement - Quebec City,253 Boulevard Saint-Laurent,Quebec City,Quebec,J6D 16E,(437) 368-9037,Independent Living,53,6996,"['Memory Care', 'Independent Living', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516040,government_sourced,True,True,Canadian_Big_4
Maison des Aînés - Longueuil,9735 Place Saint-Laurent,Longueuil,Quebec,J6N 07Y,(365) 506-6237,Memory Care,160,6333,"['Assisted Living', 'Long-Term Care', 'Independent Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516041,government_sourced,True,True,Canadian_Big_4
Villa des Érables - Sherbrooke,812 Avenue Saint-Laurent,Sherbrooke,Quebec,G4G 28X,(647) 842-2632,Continuing Care,71,6719,"['Long-Term Care', 'Independent Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516043,government_sourced,True,True,Canadian_Big_4
Résidence du Fleuve - Saint-Jean-sur-Richelieu,2259 Rue Sherbrooke,Saint-Jean-sur-Richelieu,Quebec,G0A 77F,(514) 414-2827,Long-Term Care,161,4830,"['Independent Living', 'Long-Term Care', 'Assisted Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516045,government_sourced,True,True,Canadian_Big_4
Centre d'Hébergement - Saguenay,6407 Place Notre-Dame,Saguenay,Quebec,H3R 73G,(579) 749-8616,Long-Term Care,89,6420,"['Independent Living', 'Memory Care', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516046,government_sourced,True,True,Canadian_Big_4
Maison des Aînés - Gatineau,6801 Boulevard René-Lévesque,Gatineau,Quebec,H4U 51Y,(437) 981-6119,Independent Living,161,5919,['Long-Term Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516048,government_sourced,True,True,Canadian_Big_4
Les Jardins de Ville-Marie - Saint-Jean-sur-Richelieu,5068 Boulevard Sainte-Catherine,Saint-Jean-sur-Richelieu,Quebec,H1E 65L,(579) 934-7675,Long-Term Care,122,3767,['Assisted Living'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516050,government_sourced,True,True,Canadian_Big_4
Les Jardins de Ville-Marie - Montreal,414 Avenue Saint-Laurent,Montreal,Quebec,H5H 54P,(438) 422-6912,Supportive Living,158,3666,"['Assisted Living', 'Independent Living', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516051,government_sourced,True,True,Canadian_Big_4
Les Jardins de Ville-Marie - Longueuil,2812 Place Sherbrooke,Longueuil,Quebec,G9W 68T,(579) 986-2654,Memory Care,188,4307,"['Assisted Living', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516053,government_sourced,True,True,Canadian_Big_4
Centre d'Hébergement - Quebec City,3973 Place Notre-Dame,Quebec City,Quebec,G3F 97E,(604) 644-2144,Continuing Care,226,7126,['Long-Term Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516055,government_sourced,True,True,Canadian_Big_4
Résidence Dollard - Montreal,2033 Chemin René-Lévesque,Montreal,Quebec,H5O 48U,(647) 124-3622,Memory Care,203,5416,"['Assisted Living', 'Long-Term Care', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516056,government_sourced,True,True,Canadian_Big_4
Centre d'Hébergement - Terrebonne,3320 Place Notre-Dame,Terrebonne,Quebec,J3O 11T,(403) 768-3414,Memory Care,98,4805,"['Long-Term Care', 'Memory Care', 'Assisted Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516058,government_sourced,True,True,Canadian_Big_4
Château Frontenac Seniors - Laval,2912 Chemin René-Lévesque,Laval,Quebec,J7V 70Z,(905) 514-2600,Memory Care,114,7279,['Memory Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516060,government_sourced,True,True,Canadian_Big_4
Résidence Dollard - Quebec City,2190 Chemin René-Lévesque,Quebec City,Quebec,H9O 33A,(437) 807-4992,Memory Care,79,6362,"['Long-Term Care', 'Memory Care', 'Assisted Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516061,government_sourced,True,True,Canadian_Big_4
Manoir Notre-Dame - Saint-Jean-sur-Richelieu,2100 Rue Sherbrooke,Saint-Jean-sur-Richelieu,Quebec,J3N 29D,(416) 608-5874,Assisted Living,241,6394,['Assisted Living'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516063,government_sourced,True,True,Canadian_Big_4
Maison des Aînés - Trois-Rivières,3766 Avenue Saint-Laurent,Trois-Rivières,Quebec,J1B 51L,(289) 643-2442,Memory Care,61,7412,['Memory Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516065,government_sourced,True,True,Canadian_Big_4
Les Jardins de Ville-Marie - Saguenay,59 Boulevard Sainte-Catherine,Saguenay,Quebec,G8V 44B,(450) 923-5785,Retirement Home,55,3656,"['Long-Term Care', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516066,government_sourced,True,True,Canadian_Big_4
Manoir Notre-Dame - Longueuil,1648 Chemin Sainte-Catherine,Longueuil,Quebec,H7Z 14F,(403) 215-7156,Memory Care,49,4628,"['Independent Living', 'Memory Care', 'Assisted Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516068,government_sourced,True,True,Canadian_Big_4
Centre d'Hébergement - Saint-Jean-sur-Richelieu,7887 Avenue René-Lévesque,Saint-Jean-sur-Richelieu,Quebec,H1O 09F,(587) 426-7866,Supportive Living,220,5149,['Long-Term Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516070,government_sourced,True,True,Canadian_Big_4
Château Frontenac Seniors - Gatineau,2912 Avenue Saint-Laurent,Gatineau,Quebec,G6X 85N,(514) 845-7196,Memory Care,80,5270,"['Memory Care', 'Long-Term Care', 'Assisted Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516072,government_sourced,True,True,Canadian_Big_4
Villa des Érables - Sherbrooke,6730 Avenue Notre-Dame,Sherbrooke,Quebec,H0N 62U,(819) 205-7966,Long-Term Care,211,6183,"['Long-Term Care', 'Assisted Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516073,government_sourced,True,True,Canadian_Big_4
Maison des Aînés - Montreal,3963 Boulevard René-Lévesque,Montreal,Quebec,H0L 50B,(365) 828-5809,Independent Living,232,7099,['Independent Living'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516075,government_sourced,True,True,Canadian_Big_4
Centre d'Hébergement - Laval,2439 Place René-Lévesque,Laval,Quebec,J9U 70R,(403) 940-4068,Independent Living,65,5172,"['Independent Living', 'Assisted Living', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516076,government_sourced,True,True,Canadian_Big_4
Centre d'Hébergement - Quebec City,4250 Chemin René-Lévesque,Quebec City,Quebec,H5T 10F,(450) 525-7603,Supportive Living,181,5362,"['Assisted Living', 'Independent Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516078,government_sourced,True,True,Canadian_Big_4
Résidence du Fleuve - Saguenay,5835 Avenue René-Lévesque,Saguenay,Quebec,J1D 71E,(778) 137-4288,Supportive Living,194,3836,"['Long-Term Care', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516080,government_sourced,True,True,Canadian_Big_4
Maison des Aînés - Terrebonne,3005 Rue René-Lévesque,Terrebonne,Quebec,G3F 63X,(236) 612-1249,Retirement Home,71,4201,"['Assisted Living', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516082,government_sourced,True,True,Canadian_Big_4
Résidence Dollard - Terrebonne,6732 Place Sherbrooke,Terrebonne,Quebec,J0I 96X,(514) 786-3643,Independent Living,99,3651,['Memory Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516084,government_sourced,True,True,Canadian_Big_4
Château Frontenac Seniors - Trois-Rivières,470 Place Sherbrooke,Trois-Rivières,Quebec,J2E 80M,(587) 895-1154,Memory Care,174,5785,['Assisted Living'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516085,government_sourced,True,True,Canadian_Big_4
Résidence Dollard - Sherbrooke,4026 Chemin Saint-Laurent,Sherbrooke,Quebec,H0E 53H,(416) 258-3563,Continuing Care,200,5273,['Independent Living'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516087,government_sourced,True,True,Canadian_Big_4
Villa des Érables - Gatineau,1388 Place Notre-Dame,Gatineau,Quebec,J5V 25X,(437) 495-9821,Independent Living,114,4555,"['Memory Care', 'Assisted Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516089,government_sourced,True,True,Canadian_Big_4
Manoir Notre-Dame - Trois-Rivières,5612 Rue Notre-Dame,Trois-Rivières,Quebec,J0Z 96S,(365) 283-1998,Memory Care,153,7197,"['Assisted Living', 'Independent Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516090,government_sourced,True,True,Canadian_Big_4
Manoir Notre-Dame - Saguenay,5605 Chemin René-Lévesque,Saguenay,Quebec,G5Q 29H,(825) 815-9572,Assisted Living,150,4160,"['Independent Living', 'Long-Term Care', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516092,government_sourced,True,True,Canadian_Big_4
Résidence Saint-Laurent - Trois-Rivières,5651 Chemin Notre-Dame,Trois-Rivières,Quebec,G6Z 39U,(905) 561-1637,Continuing Care,97,6648,"['Assisted Living', 'Memory Care', 'Independent Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516094,government_sourced,True,True,Canadian_Big_4
Résidence Dollard - Laval,7791 Place Notre-Dame,Laval,Quebec,G8R 25H,(825) 882-7420,Long-Term Care,66,6552,"['Memory Care', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516095,government_sourced,True,True,Canadian_Big_4
Manoir Notre-Dame - Terrebonne,6009 Chemin Sainte-Catherine,Terrebonne,Quebec,G3T 92Z,(403) 691-8053,Continuing Care,174,5963,['Memory Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516097,government_sourced,True,True,Canadian_Big_4
Résidence du Fleuve - Sherbrooke,3320 Chemin Notre-Dame,Sherbrooke,Quebec,J3R 88K,(437) 641-9661,Assisted Living,136,3368,"['Memory Care', 'Independent Living', 'Assisted Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516099,government_sourced,True,True,Canadian_Big_4
Château Frontenac Seniors - Saint-Jean-sur-Richelieu,9123 Chemin René-Lévesque,Saint-Jean-sur-Richelieu,Quebec,G2M 33L,(403) 878-8367,Retirement Home,91,7214,"['Independent Living', 'Assisted Living', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516100,government_sourced,True,True,Canadian_Big_4
Villa Montcalm - Sherbrooke,9029 Chemin Sainte-Catherine,Sherbrooke,Quebec,G7N 39P,(819) 437-3854,Independent Living,148,4295,['Independent Living'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516102,government_sourced,True,True,Canadian_Big_4
Les Jardins de Ville-Marie - Montreal,9927 Boulevard Notre-Dame,Montreal,Quebec,J5Y 68L,(514) 358-2538,Independent Living,211,6833,"['Assisted Living', 'Independent Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516104,government_sourced,True,True,Canadian_Big_4
Villa Montcalm - Longueuil,9001 Chemin Saint-Laurent,Longueuil,Quebec,J7I 83R,(778) 304-2390,Supportive Living,187,3560,"['Memory Care', 'Assisted Living', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516106,government_sourced,True,True,Canadian_Big_4
Les Jardins de Ville-Marie - Montreal,9519 Boulevard Notre-Dame,Montreal,Quebec,J1B 50U,(825) 655-1921,Continuing Care,106,6473,"['Independent Living', 'Long-Term Care', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516107,government_sourced,True,True,Canadian_Big_4
Villa des Érables - Montreal,8586 Boulevard René-Lévesque,Montreal,Quebec,H4D 43L,(819) 640-3180,Supportive Living,108,6891,"['Long-Term Care', 'Independent Living', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516111,government_sourced,True,True,Canadian_Big_4
Château Frontenac Seniors - Gatineau,5179 Place Notre-Dame,Gatineau,Quebec,G7W 34D,(403) 624-8214,Long-Term Care,88,3930,"['Long-Term Care', 'Assisted Living', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516113,government_sourced,True,True,Canadian_Big_4
Maison des Aînés - Saint-Jean-sur-Richelieu,8822 Place Notre-Dame,Saint-Jean-sur-Richelieu,Quebec,H4X 27M,(905) 787-2046,Continuing Care,179,7376,"['Assisted Living', 'Memory Care', 'Independent Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516114,government_sourced,True,True,Canadian_Big_4
Centre d'Hébergement - Montreal,255 Boulevard Sainte-Catherine,Montreal,Quebec,J4V 92V,(365) 533-9866,Assisted Living,209,3404,['Assisted Living'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516116,government_sourced,True,True,Canadian_Big_4
Château Frontenac Seniors - Longueuil,3954 Rue Sainte-Catherine,Longueuil,Quebec,J6Q 85R,(647) 967-3974,Independent Living,60,6003,['Assisted Living'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516118,government_sourced,True,True,Canadian_Big_4
Maison des Aînés - Laval,8445 Place Sainte-Catherine,Laval,Quebec,J8S 77C,(514) 616-6495,Assisted Living,189,3357,"['Memory Care', 'Assisted Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516120,government_sourced,True,True,Canadian_Big_4
Villa Montcalm - Saint-Jean-sur-Richelieu,5755 Chemin Notre-Dame,Saint-Jean-sur-Richelieu,Quebec,J2A 20Q,(873) 279-1821,Retirement Home,206,3497,"['Independent Living', 'Long-Term Care', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516121,government_sourced,True,True,Canadian_Big_4
Manoir Notre-Dame - Trois-Rivières,4075 Place Sainte-Catherine,Trois-Rivières,Quebec,H7R 65Z,(873) 392-1351,Long-Term Care,86,3789,"['Independent Living', 'Long-Term Care', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516123,government_sourced,True,True,Canadian_Big_4
Villa Montcalm - Sherbrooke,7049 Boulevard Sainte-Catherine,Sherbrooke,Quebec,G8T 18Q,(438) 181-4525,Assisted Living,92,3363,"['Assisted Living', 'Long-Term Care', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516125,government_sourced,True,True,Canadian_Big_4
Manoir Notre-Dame - Gatineau,4984 Boulevard Saint-Laurent,Gatineau,Quebec,J2V 57U,(647) 152-5521,Assisted Living,191,6581,"['Long-Term Care', 'Assisted Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516126,government_sourced,True,True,Canadian_Big_4
Maison des Aînés - Longueuil,654 Boulevard Saint-Laurent,Longueuil,Quebec,H3E 32W,(365) 867-1605,Supportive Living,224,4970,['Assisted Living'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516128,government_sourced,True,True,Canadian_Big_4
Maison des Aînés - Gatineau,7204 Rue Sainte-Catherine,Gatineau,Quebec,G3N 19M,(236) 937-4409,Independent Living,228,3590,['Independent Living'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516130,government_sourced,True,True,Canadian_Big_4
Villa des Érables - Gatineau,4321 Avenue Notre-Dame,Gatineau,Quebec,J5W 48F,(450) 500-1691,Assisted Living,49,4431,"['Long-Term Care', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516131,government_sourced,True,True,Canadian_Big_4
Les Jardins de Ville-Marie - Saint-Jean-sur-Richelieu,588 Rue Saint-Laurent,Saint-Jean-sur-Richelieu,Quebec,G4V 11H,(450) 285-2971,Continuing Care,187,6868,"['Independent Living', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516133,government_sourced,True,True,Canadian_Big_4
