provider_name,facility_type,address,city,state,phone,license_number,license_status,ownership_type,services,care_category,county,source_url,scraped_date
River Assisted Care,Senior Care Home,157 Country Lane,Bogata,TX,(361) 709-2876,ALF62590,Active - Good Standing,Non-Profit,"Senior Care, Meal Services",Assisted Living,Red River,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.291937
Deport Care Home,Community Care Center,860 Rural Route,Deport,TX,(281) 431-2977,PCH25683,Licensed,Private,"Senior Care, Meal Services",Assisted Living,Red River,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.291947
River Red River Assisted Care,Community Care Center,781 Creek Road,Detroit,TX,(972) 261-9085,ALF25394,Active - Good Standing,Non-Profit,"Residential Care, Companionship",Assisted Living,Red River,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.291955
Bogata Hometown Care Home,Personal Care Home,696 Oak Street,Bogata,TX,(832) 545-7546,RC42495,Active,Non-Profit,"Senior Care, Meal Services",Assisted Living,Red River,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.291965
Frontier Red River Residential Care,Residential Care Facility,606 Oak Street,Bogata,TX,(713) 268-3849,RC68437,Licensed,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Red River,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.291973
Country Red River Assisted Care,Residential Care Facility,662 Hill Road,Bogata,TX,(940) 607-8920,ASL69947,Licensed,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Red River,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.291984
Bogata Assisted Living,Personal Care Home,659 Country Lane,Bogata,TX,(281) 675-8399,RC54210,Active,Community-Owned,"Residential Care, Companionship",Assisted Living,Red River,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.291992
Pecos Heritage Community Care,Assisted Living Facility,325 Rural Route,Pecos,TX,(830) 973-5136,ASL92989,Licensed,Private,"Personal Care, Transportation",Assisted Living,Reeves,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292001
Peaceful Senior Services,Assisted Living Facility,771 Oak Street,Balmorhea,TX,(806) 251-1162,RC66690,Licensed,Private,"Assisted Living, Medication Management",Assisted Living,Reeves,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292009
Ridge Reeves Care Home,Personal Care Home,707 Third Street,Toyah,TX,(254) 443-8440,CCH10516,Licensed,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Reeves,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292016
Orla Care Services,Senior Care Home,529 Mill Street,Orla,TX,(281) 240-8919,PCH86819,Active - Good Standing,Community-Owned,"Senior Care, Meal Services",Assisted Living,Reeves,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292024
Refugio County Care Facility,Family Care Home,338 Country Lane,Refugio,TX,(972) 310-2189,ALF99351,Active - Good Standing,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Refugio,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292041
Woodsboro Lake Care Services,Family Care Home,709 County Road,Woodsboro,TX,(956) 699-7023,ASL12972,Active - Good Standing,Family-Owned,"Personal Care, Transportation",Assisted Living,Refugio,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292049
Local Care Home,Assisted Living Facility,899 State Highway,Bayside,TX,(432) 484-6943,ASL83795,Licensed,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Refugio,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292059
Refugio Care Services,Community Care Center,704 Elm Street,Refugio,TX,(409) 590-1888,ALF63757,Active,Family-Owned,"Residential Care, Companionship",Assisted Living,Refugio,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292067
Woodsboro Family Care,Personal Care Home,851 Pine Street,Woodsboro,TX,(737) 359-8957,ASL32710,Active,Private,"Assisted Living, Personal Care",Assisted Living,Refugio,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292075
Austwell Community Care,Personal Care Home,416 Rural Route,Austwell,TX,(915) 838-1544,CCH32373,Active,Private,"Senior Care, Meal Services",Assisted Living,Refugio,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292082
Meadow Home Care,Community Care Center,328 Second Street,Bowers City,TX,(409) 273-6754,ASL82955,Active,Non-Profit,"Personal Care, Transportation",Assisted Living,Roberts,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292090
Neighborhood Roberts Care Facility,Residential Care Facility,102 Mill Street,Miami,TX,(903) 753-2168,CCH85743,Active - Good Standing,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Roberts,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292098
Frontier Roberts Senior Care,Family Care Home,963 Pine Street,Bowers City,TX,(214) 569-7569,PCH83378,Active,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Roberts,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292106
Codman Prairie Assisted Care,Residential Care Facility,721 Creek Road,Codman,TX,(346) 814-4501,PCH89863,Active - Good Standing,Non-Profit,"Senior Care, Meal Services",Assisted Living,Roberts,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292113
Meadow Roberts Senior Services,Community Care Center,160 Third Street,Kingsmill,TX,(830) 922-3610,ASL67258,Active,Non-Profit,"Senior Care, Meal Services",Assisted Living,Roberts,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292121
Lake Care Home,Assisted Living Facility,610 Elm Street,Kingsmill,TX,(346) 349-4411,PCH86465,Active,Family-Owned,"Residential Care, Companionship",Assisted Living,Roberts,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292129
Pioneer Family Care,Senior Care Home,879 Elm Street,Miami,TX,(361) 205-3490,PCH98399,Active,Private,"Assisted Living, Medication Management",Assisted Living,Roberts,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292138
River Care Center,Senior Care Home,604 Mill Street,Franklin,TX,(512) 794-1296,ASL44634,Active - Good Standing,Community-Owned,"Personal Care, Transportation",Assisted Living,Robertson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292146
Robertson County Community Care,Residential Care Facility,562 Third Street,Calvert,TX,(361) 832-6744,CCH72880,Active - Good Standing,Family-Owned,"Senior Care, Meal Services",Assisted Living,Robertson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292154
Franklin Residential Care,Senior Care Home,520 Farm Road,Franklin,TX,(972) 517-4624,PCH89677,Active,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Robertson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292162
Mumford Peaceful Care Home,Senior Care Home,495 Third Street,Mumford,TX,(214) 537-8234,LTC56375,Licensed,Non-Profit,"Residential Care, Companionship",Assisted Living,Robertson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292169
Calvert Family Residential Care,Personal Care Home,163 Mill Street,Calvert,TX,(915) 298-2819,ASL80620,Active,Community-Owned,"Personal Care, Transportation",Assisted Living,Robertson,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292177
Heritage Care Home,Personal Care Home,932 Old Town Road,McLendon-Chisholm,TX,(830) 849-6794,RC29655,Active - Good Standing,Family-Owned,"Personal Care, Transportation",Assisted Living,Rockwall,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292186
Rockwall County Care Center,Family Care Home,973 Old Town Road,McLendon-Chisholm,TX,(346) 309-4329,ALF45854,Licensed,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Rockwall,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292195
Prairie Rockwall Senior Living,Residential Care Facility,491 Pine Street,Heath,TX,(945) 763-4778,ASL91282,Active - Good Standing,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Rockwall,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292202
Peaceful Home Care,Senior Care Home,323 Church Street,Winters,TX,(214) 842-1387,RC79584,Licensed,Non-Profit,"Residential Care, Companionship",Assisted Living,Runnels,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292211
Runnels County Assisted Care,Assisted Living Facility,540 Old Town Road,Miles,TX,(409) 924-3631,RC90673,Active - Good Standing,Community-Owned,"Personal Care, Transportation",Assisted Living,Runnels,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292221
Rowena Assisted Care,Family Care Home,606 Highway,Rowena,TX,(806) 236-2091,RC30304,Active,Family-Owned,"Residential Care, Companionship",Assisted Living,Runnels,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292229
Settlement Family Care,Senior Care Home,720 Oak Street,Norton,TX,(409) 660-1733,LTC25296,Active - Good Standing,Non-Profit,"Residential Care, Companionship",Assisted Living,Runnels,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292236
Homestead Home Care,Residential Care Facility,420 Highway,Ballinger,TX,(361) 492-8515,ALF64633,Active - Good Standing,Family-Owned,"Personal Care, Transportation",Assisted Living,Runnels,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292244
Rusk County Care Services,Family Care Home,796 Country Lane,Henderson,TX,(903) 680-9043,ASL65903,Active,Private,"Residential Care, Companionship",Assisted Living,Rusk,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292252
Tatum Senior Home,Residential Care Facility,800 Market Street,Tatum,TX,(945) 891-2345,PCH15378,Active - Good Standing,Private,"Residential Care, Companionship",Assisted Living,Rusk,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292260
Overton Living Center,Personal Care Home,275 Creek Road,Overton,TX,(281) 309-3616,ALF97879,Licensed,Family-Owned,"Residential Care, Companionship",Assisted Living,Rusk,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292267
Small Town Senior Care,Community Care Center,541 Farm Road,Milam,TX,(979) 384-1089,ASL11504,Licensed,Non-Profit,"Residential Care, Companionship",Assisted Living,Sabine,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292276
Tranquil Residential Care,Family Care Home,318 Second Street,Milam,TX,(979) 464-2919,ALF28297,Licensed,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Sabine,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292283
Bronson Ridge Assisted Living,Community Care Center,774 County Road,Bronson,TX,(512) 433-2049,ASL97740,Active - Good Standing,Private,"Senior Care, Meal Services",Assisted Living,Sabine,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292291
Pioneer Sabine Senior Living,Senior Care Home,785 Ranch Road,Bronson,TX,(945) 321-8803,ALF12930,Licensed,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Sabine,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292304
Local Sabine Senior Services,Senior Care Home,371 Pine Street,Bronson,TX,(806) 542-8309,RC37241,Active - Good Standing,Private,"Personal Care, Transportation",Assisted Living,Sabine,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292316
San Augustine County Senior Living,Community Care Center,195 Country Lane,Chireno,TX,(346) 673-8479,CCH38402,Active - Good Standing,Community-Owned,"Senior Care, Meal Services",Assisted Living,San Augustine,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292325
San Augustine County Care Center,Family Care Home,957 Second Street,Broaddus,TX,(254) 807-9779,ASL88807,Licensed,Family-Owned,"Residential Care, Companionship",Assisted Living,San Augustine,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292333
San Augustine County Assisted Living,Senior Care Home,775 Old Town Road,Bland Lake,TX,(832) 299-3483,RC78648,Active,Private,"Residential Care, Companionship",Assisted Living,San Augustine,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292341
San Augustine Valley Home Care,Personal Care Home,640 Church Street,San Augustine,TX,(432) 887-4257,RC90226,Active - Good Standing,Non-Profit,"Senior Care, Meal Services",Assisted Living,San Augustine,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292351
Country Living Center,Personal Care Home,320 State Highway,San Augustine,TX,(346) 283-9241,PCH52606,Licensed,Non-Profit,"Personal Care, Transportation",Assisted Living,San Augustine,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292359
Peaceful Care Home,Assisted Living Facility,537 Church Street,Chireno,TX,(940) 379-5986,RC89970,Active - Good Standing,Non-Profit,"Personal Care, Transportation",Assisted Living,San Augustine,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292366
Chireno Senior Care,Personal Care Home,932 Rural Route,Chireno,TX,(940) 295-2628,RC22804,Active - Good Standing,Non-Profit,"Assisted Living, Personal Care",Assisted Living,San Augustine,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292374
Broaddus Senior Home,Residential Care Facility,653 First Street,Broaddus,TX,(830) 470-9010,PCH98893,Licensed,Non-Profit,"Senior Care, Meal Services",Assisted Living,San Augustine,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292382
San Jacinto County Community Care,Residential Care Facility,303 Pine Street,Shepherd,TX,(361) 759-9268,ASL78278,Active,Non-Profit,"Assisted Living, Personal Care",Assisted Living,San Jacinto,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292392
Ridge Assisted Living,Community Care Center,787 Main Street,Pointblank,TX,(469) 761-8399,ALF33872,Licensed,Community-Owned,"Residential Care, Companionship",Assisted Living,San Jacinto,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292400
Pointblank Community Care Center,Community Care Center,211 Old Town Road,Pointblank,TX,(430) 722-7797,CCH80076,Active,Private,"Residential Care, Companionship",Assisted Living,San Jacinto,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292407
Shepherd Care Facility,Residential Care Facility,861 Mill Street,Shepherd,TX,(361) 929-4160,CCH61387,Active,Family-Owned,"Senior Care, Meal Services",Assisted Living,San Jacinto,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292424
San Jacinto County Senior Home,Assisted Living Facility,918 Ranch Road,Coldspring,TX,(832) 212-5325,RC40521,Licensed,Community-Owned,"Assisted Living, Personal Care",Assisted Living,San Jacinto,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292432
Hometown Care Home,Residential Care Facility,671 Hill Road,Oakhurst,TX,(940) 345-5571,RC31937,Active,Private,"Personal Care, Transportation",Assisted Living,San Jacinto,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292440
Tranquil San Jacinto Care Facility,Community Care Center,249 Market Street,Coldspring,TX,(346) 387-1321,PCH32371,Active,Private,"Assisted Living, Medication Management",Assisted Living,San Jacinto,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292448
San Jacinto County Assisted Care,Residential Care Facility,876 Highway,Oakhurst,TX,(945) 810-8419,RC95795,Licensed,Family-Owned,"Residential Care, Companionship",Assisted Living,San Jacinto,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292455
Sinton Assisted Living,Residential Care Facility,569 Rural Route,Sinton,TX,(972) 286-8588,PCH74329,Active - Good Standing,Non-Profit,"Senior Care, Meal Services",Assisted Living,San Patricio,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292464
Odem Family Care Home,Personal Care Home,262 Third Street,Odem,TX,(737) 841-7765,CCH54212,Active,Non-Profit,"Residential Care, Companionship",Assisted Living,San Patricio,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292472
Serene San Patricio Care Center,Residential Care Facility,345 Country Lane,Odem,TX,(806) 480-6936,CCH19843,Active - Good Standing,Community-Owned,"Assisted Living, Personal Care",Assisted Living,San Patricio,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292480
Richland Springs Care Services,Senior Care Home,625 Pine Street,Richland Springs,TX,(979) 277-8923,PCH69399,Active,Family-Owned,"Assisted Living, Medication Management",Assisted Living,San Saba,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292489
Bend Pioneer Living Center,Senior Care Home,281 Hill Road,Bend,TX,(325) 517-1772,LTC94149,Active,Private,"Assisted Living, Personal Care",Assisted Living,San Saba,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292513
Hometown San Saba Senior Care,Assisted Living Facility,841 Old Town Road,San Saba,TX,(469) 407-1735,ASL92443,Active - Good Standing,Non-Profit,"Assisted Living, Personal Care",Assisted Living,San Saba,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292524
Richland Springs Community Care,Assisted Living Facility,762 Hill Road,Richland Springs,TX,(830) 992-9037,RC13383,Active,Private,"Residential Care, Companionship",Assisted Living,San Saba,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292532
Bend Assisted Living,Personal Care Home,512 Country Lane,Bend,TX,(432) 642-7022,ASL16003,Licensed,Private,"Residential Care, Companionship",Assisted Living,San Saba,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292540
Bend Heritage Senior Services,Senior Care Home,782 County Road,Bend,TX,(346) 667-3608,ALF10794,Active,Non-Profit,"Assisted Living, Personal Care",Assisted Living,San Saba,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292548
San Saba County Care Home,Assisted Living Facility,229 Elm Street,Bend,TX,(409) 887-7753,CCH23769,Active,Non-Profit,"Assisted Living, Medication Management",Assisted Living,San Saba,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292556
Eldorado Tranquil Living Center,Personal Care Home,964 Oak Street,Eldorado,TX,(430) 584-8634,PCH55176,Licensed,Community-Owned,"Residential Care, Companionship",Assisted Living,Schleicher,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292565
Community Living Center,Community Care Center,870 Creek Road,Christoval,TX,(512) 304-6449,CCH79176,Active - Good Standing,Non-Profit,"Senior Care, Meal Services",Assisted Living,Schleicher,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292572
Schleicher County Living Center,Senior Care Home,152 Ranch Road,Christoval,TX,(806) 272-1102,LTC22942,Active,Family-Owned,"Residential Care, Companionship",Assisted Living,Schleicher,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292581
Creek Schleicher Home Care,Personal Care Home,560 Creek Road,Eldorado,TX,(430) 356-2165,RC34788,Active,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Schleicher,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292589
Ira Assisted Living,Senior Care Home,303 Mill Street,Ira,TX,(979) 911-6238,PCH61329,Licensed,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Scurry,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292598
Scurry County Personal Care,Residential Care Facility,246 Hill Road,Fluvanna,TX,(713) 911-3203,ALF19456,Active,Community-Owned,"Senior Care, Meal Services",Assisted Living,Scurry,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292605
Snyder Community Care,Community Care Center,743 Oak Street,Snyder,TX,(972) 772-6700,CCH42225,Active,Private,"Senior Care, Meal Services",Assisted Living,Scurry,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292613
Small Town Shackelford Senior Home,Community Care Center,805 Country Lane,Putnam,TX,(972) 512-3477,ASL57211,Licensed,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Shackelford,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292622
Shackelford County Care Services,Residential Care Facility,628 Rural Route,Albany,TX,(903) 361-3612,ASL24768,Active,Family-Owned,"Residential Care, Companionship",Assisted Living,Shackelford,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292630
Country Shackelford Care Facility,Community Care Center,337 Second Street,Ibex,TX,(806) 862-4650,LTC34377,Active,Community-Owned,"Senior Care, Meal Services",Assisted Living,Shackelford,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292638
Ibex Senior Home,Senior Care Home,396 Pine Street,Ibex,TX,(713) 929-6088,PCH48162,Licensed,Private,"Personal Care, Transportation",Assisted Living,Shackelford,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292647
Shackelford County Care Services,Community Care Center,189 Highway,Putnam,TX,(737) 582-6294,ASL52642,Licensed,Non-Profit,"Residential Care, Companionship",Assisted Living,Shackelford,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292655
Shelby County Home Care,Family Care Home,996 State Highway,Tenaha,TX,(832) 482-6782,CCH57483,Licensed,Private,"Assisted Living, Medication Management",Assisted Living,Shelby,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292666
Center Senior Care,Assisted Living Facility,894 Market Street,Center,TX,(737) 527-9529,RC95290,Active,Private,"Senior Care, Meal Services",Assisted Living,Shelby,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292674
Tenaha Community Care,Assisted Living Facility,429 Second Street,Tenaha,TX,(713) 653-9126,LTC92954,Licensed,Community-Owned,"Senior Care, Meal Services",Assisted Living,Shelby,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292682
Joaquin Care Home,Residential Care Facility,218 Highway,Joaquin,TX,(361) 749-1716,PCH20699,Active,Family-Owned,"Senior Care, Meal Services",Assisted Living,Shelby,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292689
Center Local Senior Services,Community Care Center,985 Creek Road,Center,TX,(945) 861-4975,CCH49255,Licensed,Family-Owned,"Senior Care, Meal Services",Assisted Living,Shelby,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292697
Prairie Home Care,Assisted Living Facility,106 Rural Route,Huxley,TX,(806) 602-6326,LTC69035,Active - Good Standing,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Shelby,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292708
Center Lake Home Care,Residential Care Facility,656 Main Street,Center,TX,(409) 312-7863,LTC91589,Licensed,Private,"Senior Care, Meal Services",Assisted Living,Shelby,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292722
Dalhart Country Community Care,Family Care Home,446 First Street,Dalhart,TX,(254) 265-9388,ASL38719,Active,Family-Owned,"Senior Care, Meal Services",Assisted Living,Sherman,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292738
Local Sherman Care Services,Assisted Living Facility,321 Farm Road,Dalhart,TX,(254) 268-2535,ALF87893,Active,Private,"Assisted Living, Medication Management",Assisted Living,Sherman,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292747
Pioneer Senior Care,Residential Care Facility,930 Ranch Road,Dalhart,TX,(409) 420-9590,LTC59888,Active,Non-Profit,"Senior Care, Meal Services",Assisted Living,Sherman,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292755
Historic Sherman Living Center,Senior Care Home,350 Mill Street,Stratford,TX,(806) 306-9474,RC28149,Active - Good Standing,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Sherman,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292765
Texhoma Tranquil Living Center,Family Care Home,729 Highway,Texhoma,TX,(806) 244-8790,ASL38209,Licensed,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Sherman,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292776
Sherman County Senior Living,Personal Care Home,498 Highway,Goodwell,TX,(512) 539-4913,LTC35635,Active - Good Standing,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Sherman,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292788
Pioneer Assisted Care,Community Care Center,357 Elm Street,Whitehouse,TX,(713) 887-7980,RC70518,Licensed,Community-Owned,"Senior Care, Meal Services",Assisted Living,Smith,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292797
Tyler Historic Assisted Care,Assisted Living Facility,612 Pine Street,Tyler,TX,(254) 580-7262,PCH43053,Active - Good Standing,Family-Owned,"Residential Care, Companionship",Assisted Living,Smith,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292805
Creek Personal Care,Community Care Center,979 State Highway,Tyler,TX,(915) 478-3122,PCH29404,Active,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Smith,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292812
Heritage Smith Care Home,Family Care Home,890 Ranch Road,Tyler,TX,(469) 452-5270,ASL12775,Licensed,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Smith,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292820
Heritage Care Facility,Senior Care Home,498 Second Street,Tyler,TX,(281) 858-9924,ASL44731,Active - Good Standing,Family-Owned,"Personal Care, Transportation",Assisted Living,Smith,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292829
Lindale Home Care,Residential Care Facility,761 Elm Street,Lindale,TX,(512) 709-2739,PCH20369,Active - Good Standing,Private,"Personal Care, Transportation",Assisted Living,Smith,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292876
Tyler Care Center,Residential Care Facility,455 Ranch Road,Tyler,TX,(903) 900-5533,CCH77996,Licensed,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Smith,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292892
Tyler Assisted Care,Personal Care Home,748 Farm Road,Tyler,TX,(409) 475-8784,LTC91981,Active - Good Standing,Private,"Personal Care, Transportation",Assisted Living,Smith,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292911
Settlement Assisted Living,Family Care Home,283 State Highway,Glen Rose,TX,(325) 994-4357,ALF97642,Active - Good Standing,Non-Profit,"Personal Care, Transportation",Assisted Living,Somervell,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292921
Historic Somervell Assisted Living,Personal Care Home,142 Church Street,Nemo,TX,(409) 401-8026,RC32697,Active - Good Standing,Private,"Senior Care, Meal Services",Assisted Living,Somervell,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292934
Nemo Hill Assisted Living,Family Care Home,863 Ranch Road,Nemo,TX,(512) 522-7760,ASL67780,Active,Non-Profit,"Residential Care, Companionship",Assisted Living,Somervell,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292948
Glen Rose Local Care Home,Community Care Center,855 Market Street,Glen Rose,TX,(214) 350-3121,ALF18944,Licensed,Family-Owned,"Personal Care, Transportation",Assisted Living,Somervell,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292958
Rainbow Homestead Care Facility,Senior Care Home,768 Old Town Road,Rainbow,TX,(346) 847-7678,RC34085,Active,Community-Owned,"Personal Care, Transportation",Assisted Living,Somervell,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292966
Rainbow Local Care Services,Community Care Center,136 Second Street,Rainbow,TX,(915) 759-4334,ALF25463,Active,Private,"Senior Care, Meal Services",Assisted Living,Somervell,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292973
Starr County Senior Living,Personal Care Home,956 Mill Street,Roma,TX,(979) 472-8705,ASL96986,Licensed,Family-Owned,"Personal Care, Transportation",Assisted Living,Starr,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292987
Starr County Assisted Living,Residential Care Facility,819 Farm Road,Roma,TX,(409) 901-6466,CCH59418,Active,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Starr,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.292995
Roma Senior Living,Senior Care Home,758 County Road,Roma,TX,(903) 997-3406,ASL18718,Active - Good Standing,Private,"Assisted Living, Medication Management",Assisted Living,Starr,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.293006
