id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Garden State Manor,1000 Main Street,Atlantic City,Atlantic,NJ,07002,(201) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,45,NJ-ALF-90001,New Jersey Department of Health,2024-03-01,75,True,True,True,https://www.atlantic-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.3143,-74.4629
251,Palisades Manor,1600 Kennedy Boulevard,Salem,Salem,NJ,07252,(207) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,51,NJ-ALF-90251,New Jersey Department of Health,2024-09-07,81,True,True,False,https://www.salem-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.5747,-75.4482
252,Meadowlands Village,1700 MLK Jr. Drive,Salem,Salem,NJ,07253,(208) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,52,NJ-ALF-90252,New Jersey Department of Health,2024-10-08,82,False,False,False,https://www.salem-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.584700000000005,-75.4382
253,Garden State Manor,1000 Main Street,Somerville,Somerset,NJ,07254,(201) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,45,NJ-ALF-90253,New Jersey Department of Health,2024-03-01,75,True,True,True,https://www.somerset-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.5123,-74.6551
254,Liberty Village,1100 Park Avenue,Somerville,Somerset,NJ,07255,(202) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,46,NJ-ALF-90254,New Jersey Department of Health,2024-04-02,76,False,False,False,https://www.somerset-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.5223,-74.6451
255,Jersey Shore Commons,1200 Garden State Parkway,Somerville,Somerset,NJ,07256,(203) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,47,NJ-ALF-90255,New Jersey Department of Health,2024-05-03,77,False,True,False,https://www.somerset-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.5323,-74.6351
256,Pine Barrens Manor,1300 Route 1,Somerville,Somerset,NJ,07257,(204) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,48,NJ-ALF-90256,New Jersey Department of Health,2024-06-04,78,True,False,False,https://www.somerset-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.5423,-74.6251
257,Atlantic View Village,1400 Washington Street,Somerville,Somerset,NJ,07258,(205) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,49,NJ-ALF-90257,New Jersey Department of Health,2024-07-05,79,False,True,True,https://www.somerset-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.5523,-74.6151
258,Delaware Bay Commons,1500 Lincoln Avenue,Somerville,Somerset,NJ,07259,(206) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,50,NJ-ALF-90258,New Jersey Department of Health,2024-08-06,80,False,False,False,https://www.somerset-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.5623,-74.6051
259,Palisades Manor,1600 Kennedy Boulevard,Somerville,Somerset,NJ,07260,(207) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,51,NJ-ALF-90259,New Jersey Department of Health,2024-09-07,81,True,True,False,https://www.somerset-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.5723,-74.5951
260,Meadowlands Village,1700 MLK Jr. Drive,Somerville,Somerset,NJ,07261,(208) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,52,NJ-ALF-90260,New Jersey Department of Health,2024-10-08,82,False,False,False,https://www.somerset-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.582300000000004,-74.5851
261,Princeton Commons,1800 Broad Street,Somerville,Somerset,NJ,07262,(209) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,53,NJ-ALF-90261,New Jersey Department of Health,2024-11-09,83,False,True,True,https://www.somerset-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.5923,-74.6551
262,Trenton Manor,1900 State Street,Somerville,Somerset,NJ,07263,(210) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,54,NJ-ALF-90262,New Jersey Department of Health,2024-03-10,84,True,False,False,https://www.somerset-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.6023,-74.6451
263,Newark Village,2000 Essex Street,Somerville,Somerset,NJ,07264,(211) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,55,NJ-ALF-90263,New Jersey Department of Health,2024-04-11,85,False,True,False,https://www.somerset-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.5123,-74.6351
264,Camden Commons,2100 Morris Avenue,Somerville,Somerset,NJ,07265,(212) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,56,NJ-ALF-90264,New Jersey Department of Health,2024-05-12,86,False,False,False,https://www.somerset-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.5223,-74.6251
265,Garden State Manor,1000 Main Street,Newton,Sussex,NJ,07266,(201) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,45,NJ-ALF-90265,New Jersey Department of Health,2024-03-01,75,True,True,True,https://www.sussex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,41.1165,-74.73540000000001
266,Liberty Village,1100 Park Avenue,Newton,Sussex,NJ,07267,(202) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,46,NJ-ALF-90266,New Jersey Department of Health,2024-04-02,76,False,False,False,https://www.sussex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,41.1265,-74.72540000000001
267,Jersey Shore Commons,1200 Garden State Parkway,Newton,Sussex,NJ,07268,(203) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,47,NJ-ALF-90267,New Jersey Department of Health,2024-05-03,77,False,True,False,https://www.sussex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,41.1365,-74.7154
268,Pine Barrens Manor,1300 Route 1,Newton,Sussex,NJ,07269,(204) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,48,NJ-ALF-90268,New Jersey Department of Health,2024-06-04,78,True,False,False,https://www.sussex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,41.146499999999996,-74.70540000000001
269,Atlantic View Village,1400 Washington Street,Newton,Sussex,NJ,07270,(205) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,49,NJ-ALF-90269,New Jersey Department of Health,2024-07-05,79,False,True,True,https://www.sussex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,41.1565,-74.6954
270,Delaware Bay Commons,1500 Lincoln Avenue,Newton,Sussex,NJ,07271,(206) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,50,NJ-ALF-90270,New Jersey Department of Health,2024-08-06,80,False,False,False,https://www.sussex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,41.1665,-74.6854
271,Palisades Manor,1600 Kennedy Boulevard,Newton,Sussex,NJ,07272,(207) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,51,NJ-ALF-90271,New Jersey Department of Health,2024-09-07,81,True,True,False,https://www.sussex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,41.1765,-74.67540000000001
272,Meadowlands Village,1700 MLK Jr. Drive,Newton,Sussex,NJ,07273,(208) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,52,NJ-ALF-90272,New Jersey Department of Health,2024-10-08,82,False,False,False,https://www.sussex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,41.1865,-74.6654
273,Garden State Manor,1000 Main Street,Elizabeth,Union,NJ,07274,(201) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,45,NJ-ALF-90273,New Jersey Department of Health,2024-03-01,75,True,True,True,https://www.union-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.595400000000005,-74.3448
274,Liberty Village,1100 Park Avenue,Elizabeth,Union,NJ,07275,(202) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,46,NJ-ALF-90274,New Jersey Department of Health,2024-04-02,76,False,False,False,https://www.union-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.6054,-74.3348
275,Jersey Shore Commons,1200 Garden State Parkway,Elizabeth,Union,NJ,07276,(203) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,47,NJ-ALF-90275,New Jersey Department of Health,2024-05-03,77,False,True,False,https://www.union-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.6154,-74.3248
276,Pine Barrens Manor,1300 Route 1,Elizabeth,Union,NJ,07277,(204) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,48,NJ-ALF-90276,New Jersey Department of Health,2024-06-04,78,True,False,False,https://www.union-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.6254,-74.3148
277,Atlantic View Village,1400 Washington Street,Elizabeth,Union,NJ,07278,(205) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,49,NJ-ALF-90277,New Jersey Department of Health,2024-07-05,79,False,True,True,https://www.union-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.635400000000004,-74.3048
278,Delaware Bay Commons,1500 Lincoln Avenue,Elizabeth,Union,NJ,07279,(206) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,50,NJ-ALF-90278,New Jersey Department of Health,2024-08-06,80,False,False,False,https://www.union-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.6454,-74.2948
279,Palisades Manor,1600 Kennedy Boulevard,Elizabeth,Union,NJ,07280,(207) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,51,NJ-ALF-90279,New Jersey Department of Health,2024-09-07,81,True,True,False,https://www.union-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.6554,-74.2848
280,Meadowlands Village,1700 MLK Jr. Drive,Elizabeth,Union,NJ,07281,(208) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,52,NJ-ALF-90280,New Jersey Department of Health,2024-10-08,82,False,False,False,https://www.union-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.665400000000005,-74.2748
281,Princeton Commons,1800 Broad Street,Elizabeth,Union,NJ,07282,(209) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,53,NJ-ALF-90281,New Jersey Department of Health,2024-11-09,83,False,True,True,https://www.union-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.6754,-74.3448
282,Trenton Manor,1900 State Street,Elizabeth,Union,NJ,07283,(210) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,54,NJ-ALF-90282,New Jersey Department of Health,2024-03-10,84,True,False,False,https://www.union-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.6854,-74.3348
283,Newark Village,2000 Essex Street,Elizabeth,Union,NJ,07284,(211) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,55,NJ-ALF-90283,New Jersey Department of Health,2024-04-11,85,False,True,False,https://www.union-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.595400000000005,-74.3248
284,Camden Commons,2100 Morris Avenue,Elizabeth,Union,NJ,07285,(212) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,56,NJ-ALF-90284,New Jersey Department of Health,2024-05-12,86,False,False,False,https://www.union-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.6054,-74.3148
285,Hoboken Manor,2200 Ocean Avenue,Elizabeth,Union,NJ,07286,(213) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,57,NJ-ALF-90285,New Jersey Department of Health,2024-06-13,87,True,True,True,https://www.union-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.6154,-74.3048
286,Jersey City Village,2300 Shore Drive,Elizabeth,Union,NJ,07287,(214) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,58,NJ-ALF-90286,New Jersey Department of Health,2024-07-14,88,False,False,False,https://www.union-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.6254,-74.2948
287,Morristown Commons,2400 Liberty Street,Elizabeth,Union,NJ,07288,(215) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,59,NJ-ALF-90287,New Jersey Department of Health,2024-08-15,89,False,True,False,https://www.union-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.635400000000004,-74.2848
288,Garden State Manor,1000 Main Street,Belvidere,Warren,NJ,07289,(201) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,45,NJ-ALF-90288,New Jersey Department of Health,2024-03-01,75,True,True,True,https://www.warren-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8359,-75.0552
289,Liberty Village,1100 Park Avenue,Belvidere,Warren,NJ,07290,(202) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,46,NJ-ALF-90289,New Jersey Department of Health,2024-04-02,76,False,False,False,https://www.warren-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8459,-75.0452
290,Jersey Shore Commons,1200 Garden State Parkway,Belvidere,Warren,NJ,07291,(203) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,47,NJ-ALF-90290,New Jersey Department of Health,2024-05-03,77,False,True,False,https://www.warren-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8559,-75.03519999999999
291,Pine Barrens Manor,1300 Route 1,Belvidere,Warren,NJ,07292,(204) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,48,NJ-ALF-90291,New Jersey Department of Health,2024-06-04,78,True,False,False,https://www.warren-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.865899999999996,-75.0252
292,Atlantic View Village,1400 Washington Street,Belvidere,Warren,NJ,07293,(205) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,49,NJ-ALF-90292,New Jersey Department of Health,2024-07-05,79,False,True,True,https://www.warren-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8759,-75.0152
293,Delaware Bay Commons,1500 Lincoln Avenue,Belvidere,Warren,NJ,07294,(206) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,50,NJ-ALF-90293,New Jersey Department of Health,2024-08-06,80,False,False,False,https://www.warren-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8859,-75.00519999999999
294,Palisades Manor,1600 Kennedy Boulevard,Belvidere,Warren,NJ,07295,(207) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,51,NJ-ALF-90294,New Jersey Department of Health,2024-09-07,81,True,True,False,https://www.warren-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8959,-74.9952
295,Meadowlands Village,1700 MLK Jr. Drive,Belvidere,Warren,NJ,07296,(208) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,52,NJ-ALF-90295,New Jersey Department of Health,2024-10-08,82,False,False,False,https://www.warren-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.9059,-74.98519999999999
