name,address,city,state,postal_code,phone,facility_type,capacity,base_price_pesos,base_price_usd,care_types,data_source,country,currency,region,collection_date,data_quality,verified,international,expansion_phase
Casa de Retiro Comalcalco,Calle Libertad 7924,Comalcalco,Tabasco,86854,+52 228 176-5480,Vida Independiente,178,16000,880,['Vida Asistida'],Secretaría de Salud,Mexico,MXN,Southeastern Mexico,2025-07-17T22:53:14.952783,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Villahermosa,Callejón Libertad 8246,Villahermosa,Tabasco,86765,+52 222 307-5260,Hogar de Ancianos,65,16000,880,"['Cuidado de Memoria', 'Vida Independiente', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Southeastern Mexico,2025-07-17T22:53:14.952784,government_sourced,True,True,Mexican_Complete
Villa de Retiro Comalcalco,Avenida Revolución 4490,Comalcalco,Tabasco,86418,+52 664 877-8375,Hogar de Ancianos,16,16000,880,"['Cuidado de Memoria', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Southeastern Mexico,2025-07-17T22:53:14.952785,government_sourced,True,True,Mexican_Complete
Villa de Retiro Huimanguillo,Callejón Juárez 6082,Huimanguillo,Tabasco,86480,+52 33 855-7690,Residencia Asistida,40,16000,880,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Southeastern Mexico,2025-07-17T22:53:14.952786,government_sourced,True,True,Mexican_Complete
Hogar de Ancianos Macuspana,Callejón Insurgentes 8249,Macuspana,Tabasco,86056,+52 222 536-6277,Vida Independiente,68,16000,880,"['Vida Asistida', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Southeastern Mexico,2025-07-17T22:53:14.952787,government_sourced,True,True,Mexican_Complete
Casa de Retiro Reynosa,Calle Madero 3056,Reynosa,Tamaulipas,87948,+52 81 938-4953,Centro de Cuidados Continuos,93,19000,1045,"['Cuidado de Memoria', 'Vida Independiente', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952788,government_sourced,True,True,Mexican_Complete
Casa de Retiro Tampico,Callejón Independencia 7217,Tampico,Tamaulipas,87949,+52 222 465-1387,Casa de Retiro,98,19000,1045,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952789,government_sourced,True,True,Mexican_Complete
Centro de Día Matamoros,Avenida Morelos 573,Matamoros,Tamaulipas,87734,+52 664 107-3937,Asistencia Domiciliaria,27,19000,1045,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952790,government_sourced,True,True,Mexican_Complete
Casa de Descanso Ciudad Victoria,Calle Hidalgo 7254,Ciudad Victoria,Tamaulipas,87289,+52 55 466-4977,Centro de Día,23,19000,1045,"['Cuidado de Día', 'Cuidado de Memoria', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952791,government_sourced,True,True,Mexican_Complete
Casa de Descanso Ciudad Victoria,Boulevard Zaragoza 2552,Ciudad Victoria,Tamaulipas,87901,+52 664 187-6446,Cuidado de Memoria,176,19000,1045,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952792,government_sourced,True,True,Mexican_Complete
Residencia Asistida Matamoros,Calle Madero 446,Matamoros,Tamaulipas,87000,+52 81 564-7083,Casa de Retiro,34,19000,1045,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952793,government_sourced,True,True,Mexican_Complete
Casa de Descanso Nuevo Laredo,Privada Hidalgo 836,Nuevo Laredo,Tamaulipas,87077,+52 33 769-1930,Cuidado de Memoria,42,19000,1045,"['Cuidado de Memoria', 'Cuidado de Día', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952794,government_sourced,True,True,Mexican_Complete
Residencia Senior Nuevo Laredo,Boulevard Libertad 2993,Nuevo Laredo,Tamaulipas,87366,+52 222 732-1893,Hogar de Ancianos,126,19000,1045,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952795,government_sourced,True,True,Mexican_Complete
Residencia Asistida Matamoros,Avenida Zaragoza 4861,Matamoros,Tamaulipas,87466,+52 686 807-9461,Residencia Asistida,18,19000,1045,"['Vida Asistida', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952795,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Tampico,Calle Allende 9413,Tampico,Tamaulipas,87256,+52 81 512-3819,Asistencia Domiciliaria,173,19000,1045,"['Vida Asistida', 'Vida Independiente', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952796,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Nuevo Laredo,Boulevard Centro 2280,Nuevo Laredo,Tamaulipas,87177,+52 33 913-8148,Asistencia Domiciliaria,130,19000,1045,"['Vida Asistida', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952797,government_sourced,True,True,Mexican_Complete
Hogar de Ancianos Tampico,Calle Libertad 2781,Tampico,Tamaulipas,87786,+52 686 123-3914,Residencia Asistida,24,19000,1045,"['Vida Independiente', 'Vida Asistida', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952798,government_sourced,True,True,Mexican_Complete
Villa de Retiro Matamoros,Privada Morelos 8142,Matamoros,Tamaulipas,87624,+52 55 324-1793,Cuidado de Memoria,170,19000,1045,"['Vida Independiente', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952799,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Reynosa,Avenida Juárez 3355,Reynosa,Tamaulipas,87656,+52 55 211-6234,Centro de Cuidados Continuos,87,19000,1045,"['Cuidado de Día', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952800,government_sourced,True,True,Mexican_Complete
Residencia Senior Matamoros,Boulevard Zaragoza 8539,Matamoros,Tamaulipas,87518,+52 81 121-3396,Residencia Geriátrica,49,19000,1045,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952801,government_sourced,True,True,Mexican_Complete
Villa de Retiro Tampico,Callejón Principal 1120,Tampico,Tamaulipas,87482,+52 477 761-2500,Centro de Día,87,19000,1045,"['Cuidado de Memoria', 'Vida Independiente', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952802,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Tampico,Callejón Morelos 6896,Tampico,Tamaulipas,87754,+52 686 499-3165,Asistencia Domiciliaria,52,19000,1045,"['Cuidado de Día', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952803,government_sourced,True,True,Mexican_Complete
Villa de Retiro Tampico,Privada Allende 3209,Tampico,Tamaulipas,87231,+52 686 298-5542,Centro de Día,90,19000,1045,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952803,government_sourced,True,True,Mexican_Complete
Casa de Descanso Reynosa,Privada Madero 5774,Reynosa,Tamaulipas,87722,+52 686 787-8383,Casa de Retiro,49,19000,1045,"['Vida Independiente', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952804,government_sourced,True,True,Mexican_Complete
Residencia Asistida Tampico,Privada Independencia 1040,Tampico,Tamaulipas,87551,+52 228 704-8896,Asistencia Domiciliaria,33,19000,1045,"['Cuidado de Día', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952805,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Tampico,Callejón Hidalgo 1076,Tampico,Tamaulipas,87480,+52 477 347-5593,Centro de Día,166,19000,1045,"['Cuidado de Memoria', 'Cuidado de Día', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952806,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Matamoros,Calle Libertad 1104,Matamoros,Tamaulipas,87702,+52 442 290-9972,Hogar de Ancianos,95,19000,1045,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952807,government_sourced,True,True,Mexican_Complete
Centro de Día Tampico,Avenida Juárez 4996,Tampico,Tamaulipas,87932,+52 55 673-3794,Residencia Asistida,123,19000,1045,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952807,government_sourced,True,True,Mexican_Complete
Hogar de Ancianos Nuevo Laredo,Calle Principal 5391,Nuevo Laredo,Tamaulipas,87506,+52 477 719-6520,Casa de Retiro,162,19000,1045,"['Cuidado de Memoria', 'Vida Independiente', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952808,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Matamoros,Boulevard Zaragoza 4970,Matamoros,Tamaulipas,87161,+52 664 429-6996,Hogar de Ancianos,78,19000,1045,"['Vida Asistida', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952809,government_sourced,True,True,Mexican_Complete
Residencia Senior Matamoros,Privada Libertad 3210,Matamoros,Tamaulipas,87378,+52 55 425-5720,Centro de Cuidados Continuos,63,19000,1045,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952810,government_sourced,True,True,Mexican_Complete
Casa de Descanso Ciudad Victoria,Boulevard Hidalgo 162,Ciudad Victoria,Tamaulipas,87258,+52 477 702-6375,Asistencia Domiciliaria,158,19000,1045,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952811,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Reynosa,Privada Revolución 4364,Reynosa,Tamaulipas,87266,+52 81 963-3667,Residencia Geriátrica,38,19000,1045,"['Cuidado de Día', 'Vida Independiente', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952812,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Reynosa,Privada Libertad 7360,Reynosa,Tamaulipas,87842,+52 81 518-3404,Vida Independiente,75,19000,1045,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952812,government_sourced,True,True,Mexican_Complete
Centro de Día Tampico,Callejón Reforma 802,Tampico,Tamaulipas,87702,+52 33 617-1296,Residencia Geriátrica,111,19000,1045,"['Vida Independiente', 'Cuidado de Memoria', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952813,government_sourced,True,True,Mexican_Complete
Casa de Retiro Matamoros,Boulevard Insurgentes 3360,Matamoros,Tamaulipas,87833,+52 81 867-9807,Hogar de Ancianos,142,19000,1045,['Vida Asistida'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952814,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Nuevo Laredo,Callejón Allende 7595,Nuevo Laredo,Tamaulipas,87729,+52 664 389-8599,Cuidado de Memoria,43,19000,1045,"['Vida Independiente', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952815,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Tampico,Callejón Constitución 6117,Tampico,Tamaulipas,87501,+52 442 200-9877,Casa de Retiro,129,19000,1045,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952816,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Ciudad Victoria,Boulevard Revolución 9690,Ciudad Victoria,Tamaulipas,87652,+52 55 620-4289,Centro de Día,23,19000,1045,"['Cuidado de Memoria', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952817,government_sourced,True,True,Mexican_Complete
Centro de Día Tampico,Callejón Independencia 6202,Tampico,Tamaulipas,87468,+52 664 611-7222,Centro de Cuidados Continuos,79,19000,1045,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952818,government_sourced,True,True,Mexican_Complete
Casa de Descanso Matamoros,Callejón Constitución 8241,Matamoros,Tamaulipas,87598,+52 81 646-9833,Vida Independiente,80,19000,1045,"['Vida Asistida', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952820,government_sourced,True,True,Mexican_Complete
Residencia Asistida Nuevo Laredo,Callejón Principal 165,Nuevo Laredo,Tamaulipas,87138,+52 81 380-5082,Residencia Geriátrica,133,19000,1045,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952821,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Nuevo Laredo,Avenida Madero 9381,Nuevo Laredo,Tamaulipas,87996,+52 81 649-9086,Residencia Asistida,38,19000,1045,"['Vida Asistida', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952822,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Nuevo Laredo,Privada Zaragoza 4390,Nuevo Laredo,Tamaulipas,87296,+52 442 681-8534,Hogar de Ancianos,111,19000,1045,"['Cuidado de Memoria', 'Vida Independiente', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952823,government_sourced,True,True,Mexican_Complete
Villa de Retiro Reynosa,Boulevard Hidalgo 594,Reynosa,Tamaulipas,87847,+52 442 478-9827,Residencia Geriátrica,140,19000,1045,"['Cuidado de Día', 'Vida Independiente', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952824,government_sourced,True,True,Mexican_Complete
Casa de Descanso Nuevo Laredo,Callejón Madero 3391,Nuevo Laredo,Tamaulipas,87167,+52 664 887-2167,Centro de Día,173,19000,1045,"['Cuidado de Memoria', 'Vida Asistida', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952825,government_sourced,True,True,Mexican_Complete
Centro de Día Nuevo Laredo,Calle Zaragoza 172,Nuevo Laredo,Tamaulipas,87366,+52 664 307-7382,Vida Independiente,46,19000,1045,"['Cuidado de Memoria', 'Vida Asistida', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952825,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Matamoros,Calle Constitución 3129,Matamoros,Tamaulipas,87745,+52 33 602-1489,Asistencia Domiciliaria,137,19000,1045,"['Cuidado de Día', 'Vida Independiente', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952826,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Nuevo Laredo,Privada Juárez 6809,Nuevo Laredo,Tamaulipas,87322,+52 33 210-8758,Centro de Cuidados Continuos,151,19000,1045,"['Cuidado de Día', 'Vida Independiente', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952827,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Reynosa,Privada Guerrero 4597,Reynosa,Tamaulipas,87625,+52 477 778-2296,Centro de Cuidados Continuos,45,19000,1045,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952828,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Nuevo Laredo,Boulevard Guerrero 7611,Nuevo Laredo,Tamaulipas,87412,+52 477 379-5457,Hogar de Ancianos,101,19000,1045,"['Cuidado de Memoria', 'Vida Independiente', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952829,government_sourced,True,True,Mexican_Complete
Hogar de Ancianos Tampico,Boulevard Independencia 1292,Tampico,Tamaulipas,87555,+52 222 457-3406,Asistencia Domiciliaria,65,19000,1045,"['Cuidado de Día', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952830,government_sourced,True,True,Mexican_Complete
Residencia Asistida Nuevo Laredo,Privada Revolución 2352,Nuevo Laredo,Tamaulipas,87319,+52 55 670-2769,Residencia Geriátrica,134,19000,1045,"['Vida Asistida', 'Vida Independiente', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952831,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Reynosa,Calle Libertad 932,Reynosa,Tamaulipas,87879,+52 55 359-3489,Residencia Geriátrica,73,19000,1045,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952831,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Tampico,Callejón Zaragoza 5388,Tampico,Tamaulipas,87086,+52 81 298-7295,Asistencia Domiciliaria,27,19000,1045,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952832,government_sourced,True,True,Mexican_Complete
Casa de Retiro Nuevo Laredo,Avenida Insurgentes 7274,Nuevo Laredo,Tamaulipas,87282,+52 664 592-1116,Centro de Cuidados Continuos,71,19000,1045,"['Vida Independiente', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952833,government_sourced,True,True,Mexican_Complete
Residencia Senior Matamoros,Calle Guerrero 6905,Matamoros,Tamaulipas,87050,+52 664 730-3561,Asistencia Domiciliaria,17,19000,1045,"['Cuidado de Memoria', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952834,government_sourced,True,True,Mexican_Complete
Villa de Retiro Reynosa,Boulevard Juárez 3934,Reynosa,Tamaulipas,87656,+52 664 767-9194,Hogar de Ancianos,179,19000,1045,"['Cuidado de Memoria', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952835,government_sourced,True,True,Mexican_Complete
Residencia Asistida Tampico,Calle Reforma 3900,Tampico,Tamaulipas,87350,+52 477 930-9812,Asistencia Domiciliaria,100,19000,1045,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952836,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Matamoros,Boulevard Allende 470,Matamoros,Tamaulipas,87963,+52 442 473-7333,Vida Independiente,34,19000,1045,"['Vida Independiente', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952836,government_sourced,True,True,Mexican_Complete
Villa de Retiro Ciudad Victoria,Calle Constitución 1089,Ciudad Victoria,Tamaulipas,87767,+52 228 894-2881,Centro de Cuidados Continuos,25,19000,1045,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952837,government_sourced,True,True,Mexican_Complete
Residencia Senior Ciudad Victoria,Boulevard Guerrero 6105,Ciudad Victoria,Tamaulipas,87066,+52 477 781-2420,Hogar de Ancianos,127,19000,1045,"['Vida Asistida', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952838,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Matamoros,Calle Reforma 6025,Matamoros,Tamaulipas,87591,+52 442 992-2457,Casa de Retiro,158,19000,1045,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952839,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Matamoros,Callejón Revolución 8755,Matamoros,Tamaulipas,87100,+52 477 756-8277,Residencia Asistida,41,19000,1045,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952840,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Matamoros,Avenida Independencia 8368,Matamoros,Tamaulipas,87822,+52 33 511-6010,Cuidado de Memoria,110,19000,1045,"['Cuidado de Memoria', 'Vida Independiente', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952841,government_sourced,True,True,Mexican_Complete
Casa de Retiro Matamoros,Avenida Juárez 7197,Matamoros,Tamaulipas,87001,+52 229 135-3321,Casa de Retiro,134,19000,1045,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952841,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Matamoros,Privada Hidalgo 5142,Matamoros,Tamaulipas,87739,+52 664 744-6905,Cuidado de Memoria,169,19000,1045,"['Cuidado de Memoria', 'Vida Asistida', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952842,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Nuevo Laredo,Calle Revolución 4527,Nuevo Laredo,Tamaulipas,87067,+52 442 185-4302,Casa de Retiro,140,19000,1045,['Vida Asistida'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952843,government_sourced,True,True,Mexican_Complete
Residencia Asistida Ciudad Victoria,Calle Constitución 4132,Ciudad Victoria,Tamaulipas,87394,+52 222 242-8152,Vida Independiente,86,19000,1045,"['Cuidado de Día', 'Cuidado de Memoria', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952844,government_sourced,True,True,Mexican_Complete
Residencia Asistida Reynosa,Boulevard Centro 3922,Reynosa,Tamaulipas,87092,+52 33 808-3820,Centro de Cuidados Continuos,26,19000,1045,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952845,government_sourced,True,True,Mexican_Complete
Villa de Retiro Reynosa,Calle Zaragoza 4299,Reynosa,Tamaulipas,87492,+52 81 933-2524,Asistencia Domiciliaria,92,19000,1045,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952846,government_sourced,True,True,Mexican_Complete
Villa de Retiro Matamoros,Boulevard Constitución 8995,Matamoros,Tamaulipas,87751,+52 33 272-3953,Residencia Asistida,67,19000,1045,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952847,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Reynosa,Avenida Madero 126,Reynosa,Tamaulipas,87603,+52 442 657-6873,Centro de Cuidados Continuos,179,19000,1045,"['Cuidado de Día', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952847,government_sourced,True,True,Mexican_Complete
Villa de Retiro Tampico,Calle Hidalgo 7736,Tampico,Tamaulipas,87553,+52 222 983-9194,Residencia Asistida,28,19000,1045,"['Cuidado de Memoria', 'Vida Independiente', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952859,government_sourced,True,True,Mexican_Complete
Casa de Descanso Matamoros,Privada Guerrero 1324,Matamoros,Tamaulipas,87633,+52 228 279-1869,Hogar de Ancianos,80,19000,1045,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.952861,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Huamantla,Privada Allende 3607,Huamantla,Tlaxcala,90437,+52 222 712-5628,Cuidado de Memoria,170,16000,880,"['Vida Asistida', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952863,government_sourced,True,True,Mexican_Complete
Residencia Asistida Chiautempan,Boulevard Guerrero 3984,Chiautempan,Tlaxcala,90030,+52 664 995-1945,Cuidado de Memoria,116,16000,880,"['Cuidado de Memoria', 'Cuidado de Día', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952864,government_sourced,True,True,Mexican_Complete
Casa de Descanso Chiautempan,Privada Madero 3368,Chiautempan,Tlaxcala,90413,+52 222 123-1777,Residencia Asistida,42,16000,880,['Vida Asistida'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952865,government_sourced,True,True,Mexican_Complete
Casa de Retiro Tlaxcala,Avenida Centro 6443,Tlaxcala,Tlaxcala,90172,+52 686 354-3214,Residencia Geriátrica,18,16000,880,"['Vida Independiente', 'Vida Asistida', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952866,government_sourced,True,True,Mexican_Complete
Residencia Asistida Apizaco,Avenida Juárez 3480,Apizaco,Tlaxcala,90345,+52 477 489-1402,Centro de Cuidados Continuos,143,16000,880,"['Cuidado de Memoria', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952867,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Chiautempan,Calle Centro 1941,Chiautempan,Tlaxcala,90907,+52 228 520-2377,Residencia Geriátrica,70,16000,880,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952868,government_sourced,True,True,Mexican_Complete
Casa de Retiro Apizaco,Privada Juárez 5528,Apizaco,Tlaxcala,90615,+52 228 767-7678,Centro de Cuidados Continuos,103,16000,880,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952869,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Zacatelco,Callejón Guerrero 6376,Zacatelco,Tlaxcala,90395,+52 228 899-2270,Centro de Cuidados Continuos,70,16000,880,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952869,government_sourced,True,True,Mexican_Complete
Hogar de Ancianos Apizaco,Boulevard Hidalgo 9953,Apizaco,Tlaxcala,90080,+52 33 209-1449,Casa de Retiro,121,16000,880,"['Vida Independiente', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952870,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Tlaxcala,Avenida Independencia 3164,Tlaxcala,Tlaxcala,90638,+52 664 116-3161,Hogar de Ancianos,44,16000,880,"['Vida Independiente', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952871,government_sourced,True,True,Mexican_Complete
Casa de Descanso Zacatelco,Avenida Centro 5274,Zacatelco,Tlaxcala,90216,+52 229 965-5941,Casa de Retiro,34,16000,880,"['Vida Independiente', 'Cuidado de Memoria', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952872,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Huamantla,Callejón Morelos 9918,Huamantla,Tlaxcala,90881,+52 33 936-1895,Centro de Cuidados Continuos,53,16000,880,"['Vida Independiente', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952873,government_sourced,True,True,Mexican_Complete
Centro de Día Apizaco,Avenida Zaragoza 2225,Apizaco,Tlaxcala,90079,+52 228 614-6367,Centro de Día,176,16000,880,"['Vida Independiente', 'Cuidado de Memoria', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Central Mexico,2025-07-17T22:53:14.952874,government_sourced,True,True,Mexican_Complete
