name,address,city,state,zipCode,county,phone,email,website,description,careTypes,amenities,services,latitude,longitude,licenseNumber,facilityType,discoverySource,discoveryDate,isVerified,subscriptionTier,billingStatus,monthlyRate,hasWaitlist,acceptsMedicaid,lastUpdated
Manor of The Villages,100 Main St,The Villages,FL,33016,Sumter,(305) 676-1592,info@manorofthevillagesfl.com,www.manorofthevillagesfl.com,"Licensed senior living facility serving Sumter County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.16,-80.16,FL-SUM-1017,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707677,False,Basic,active,"$3,325/month",False,False,2025-07-22T08:58:54.707679
Oaks Retirement Community,200 Ocean Ave,The Villages,FL,33017,Sumter,(305) 687-1629,info@oaksretirementcommunityfl.com,www.oaksretirementcommunityfl.com,"Licensed senior living facility serving Sumter County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.17,-80.17,FL-SUM-1018,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707685,False,Basic,active,"$5,225/month",False,False,2025-07-22T08:58:54.707687
The Villages Harbor Memory Care,300 Pine St,The Villages,FL,33018,Sumter,(305) 698-1666,info@thevillagesharbormemorycarefl.com,www.thevillagesharbormemorycarefl.com,"Licensed senior living facility serving Sumter County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.18,-80.18,FL-SUM-1019,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707694,False,Basic,active,"$4,275/month",False,True,2025-07-22T08:58:54.707695
Place of The Villages,500 Oak Dr,The Villages,FL,33019,Sumter,(305) 709-1703,info@placeofthevillagesfl.com,www.placeofthevillagesfl.com,"Licensed senior living facility serving Sumter County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.19,-80.19,FL-SUM-1020,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707702,False,Basic,active,"$4,275/month",False,False,2025-07-22T08:58:54.707704
Shores Residential Care,750 Sunset Blvd,The Villages,FL,33020,Sumter,(305) 720-1740,info@shoresresidentialcarefl.com,www.shoresresidentialcarefl.com,"Licensed senior living facility serving Sumter County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.2,-80.2,FL-SUM-1021,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707710,False,Basic,active,"$3,325/month",True,False,2025-07-22T08:58:54.707712
The Villages Manor Care Center,1000 Palm Way,The Villages,FL,33021,Sumter,(305) 731-1777,info@thevillagesmanorcarecenterfl.com,www.thevillagesmanorcarecenterfl.com,"Licensed senior living facility serving Sumter County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.21,-80.21,FL-SUM-1022,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707717,False,Basic,active,"$5,225/month",False,True,2025-07-22T08:58:54.707719
Oaks of The Villages,1250 Beach Rd,The Villages,FL,33022,Sumter,(305) 742-1814,info@oaksofthevillagesfl.com,www.oaksofthevillagesfl.com,"Licensed senior living facility serving Sumter County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.22,-80.22,FL-SUM-1023,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707724,False,Basic,active,"$4,275/month",False,False,2025-07-22T08:58:54.707726
Ridge Assisted Living,1500 Park Ave,The Villages,FL,33023,Sumter,(305) 753-1851,info@ridgeassistedlivingfl.com,www.ridgeassistedlivingfl.com,"Licensed senior living facility serving Sumter County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.23,-80.23,FL-SUM-1024,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707732,False,Basic,active,"$4,275/month",False,False,2025-07-22T08:58:54.707734
The Villages Place Senior Living,100 Main St,The Villages,FL,33024,Sumter,(305) 764-1888,info@thevillagesplaceseniorlivingfl.com,www.thevillagesplaceseniorlivingfl.com,"Licensed senior living facility serving Sumter County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.24,-80.24,FL-SUM-1025,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707739,False,Basic,active,"$3,325/month",False,True,2025-07-22T08:58:54.707741
Shores of The Villages,200 Ocean Ave,The Villages,FL,33025,Sumter,(305) 775-1925,info@shoresofthevillagesfl.com,www.shoresofthevillagesfl.com,"Licensed senior living facility serving Sumter County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.25,-80.25,FL-SUM-1026,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707749,False,Basic,active,"$5,225/month",True,False,2025-07-22T08:58:54.707751
Glen Senior Village,300 Pine St,The Villages,FL,33026,Sumter,(305) 786-1962,info@glenseniorvillagefl.com,www.glenseniorvillagefl.com,"Licensed senior living facility serving Sumter County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.26,-80.26,FL-SUM-1027,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707757,False,Basic,active,"$4,275/month",False,False,2025-07-22T08:58:54.707759
Wildwood Gardens Senior Living,100 Main St,Wildwood,FL,33100,Sumter,(954) 500-1000,info@wildwoodgardensseniorlivingfl.com,www.wildwoodgardensseniorlivingfl.com,"Licensed senior living facility serving Sumter County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.5,-80.3,FL-SUM-1028,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707768,False,Basic,active,"$3,325/month",True,True,2025-07-22T08:58:54.707770
Hills of Wildwood,200 Ocean Ave,Wildwood,FL,33101,Sumter,(954) 511-1037,info@hillsofwildwoodfl.com,www.hillsofwildwoodfl.com,"Licensed senior living facility serving Sumter County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.51,-80.31,FL-SUM-1029,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707775,False,Basic,active,"$5,225/month",False,False,2025-07-22T08:58:54.707778
Point Senior Village,300 Pine St,Wildwood,FL,33102,Sumter,(954) 522-1074,info@pointseniorvillagefl.com,www.pointseniorvillagefl.com,"Licensed senior living facility serving Sumter County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.52,-80.32,FL-SUM-1030,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707783,False,Basic,active,"$4,275/month",False,False,2025-07-22T08:58:54.707785
Wildwood Estates Retirement Community,500 Oak Dr,Wildwood,FL,33103,Sumter,(954) 533-1111,info@wildwoodestatesretirementcommunityfl.com,www.wildwoodestatesretirementcommunityfl.com,"Licensed senior living facility serving Sumter County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.53,-80.33,FL-SUM-1031,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707794,False,Basic,active,"$4,275/month",False,True,2025-07-22T08:58:54.707796
Springs of Wildwood,750 Sunset Blvd,Wildwood,FL,33104,Sumter,(954) 544-1148,info@springsofwildwoodfl.com,www.springsofwildwoodfl.com,"Licensed senior living facility serving Sumter County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.54,-80.34,FL-SUM-1032,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707803,False,Basic,active,"$3,325/month",False,False,2025-07-22T08:58:54.707805
Grove Adult Living,1000 Palm Way,Wildwood,FL,33105,Sumter,(954) 555-1185,info@groveadultlivingfl.com,www.groveadultlivingfl.com,"Licensed senior living facility serving Sumter County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.55,-80.35,FL-SUM-1033,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707810,False,Basic,active,"$5,225/month",True,False,2025-07-22T08:58:54.707813
Wildwood Hills Residential Care,1250 Beach Rd,Wildwood,FL,33106,Sumter,(954) 566-1222,info@wildwoodhillsresidentialcarefl.com,www.wildwoodhillsresidentialcarefl.com,"Licensed senior living facility serving Sumter County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.56,-80.36,FL-SUM-1034,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707822,False,Basic,active,"$4,275/month",False,True,2025-07-22T08:58:54.707826
Point of Wildwood,1500 Park Ave,Wildwood,FL,33107,Sumter,(954) 577-1259,info@pointofwildwoodfl.com,www.pointofwildwoodfl.com,"Licensed senior living facility serving Sumter County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.57,-80.36999999999999,FL-SUM-1035,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707839,False,Basic,active,"$4,275/month",False,False,2025-07-22T08:58:54.707844
Harbor Memory Care,100 Main St,Wildwood,FL,33108,Sumter,(954) 588-1296,info@harbormemorycarefl.com,www.harbormemorycarefl.com,"Licensed senior living facility serving Sumter County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.58,-80.38,FL-SUM-1036,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707855,False,Basic,active,"$3,325/month",False,False,2025-07-22T08:58:54.707859
Wildwood Springs Assisted Living,200 Ocean Ave,Wildwood,FL,33109,Sumter,(954) 599-1333,info@wildwoodspringsassistedlivingfl.com,www.wildwoodspringsassistedlivingfl.com,"Licensed senior living facility serving Sumter County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.59,-80.39,FL-SUM-1037,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707868,False,Basic,active,"$5,225/month",False,True,2025-07-22T08:58:54.707871
Grove of Wildwood,300 Pine St,Wildwood,FL,33110,Sumter,(954) 610-1370,info@groveofwildwoodfl.com,www.groveofwildwoodfl.com,"Licensed senior living facility serving Sumter County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.6,-80.39999999999999,FL-SUM-1038,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707878,False,Basic,active,"$4,275/month",True,False,2025-07-22T08:58:54.707880
Manor Care Center,500 Oak Dr,Wildwood,FL,33111,Sumter,(954) 621-1407,info@manorcarecenterfl.com,www.manorcarecenterfl.com,"Licensed senior living facility serving Sumter County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.61,-80.41,FL-SUM-1039,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707886,False,Basic,active,"$4,275/month",False,False,2025-07-22T08:58:54.707892
Wildwood Point Senior Village,750 Sunset Blvd,Wildwood,FL,33112,Sumter,(954) 632-1444,info@wildwoodpointseniorvillagefl.com,www.wildwoodpointseniorvillagefl.com,"Licensed senior living facility serving Sumter County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.62,-80.42,FL-SUM-1040,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707897,False,Basic,active,"$3,325/month",False,True,2025-07-22T08:58:54.707899
Harbor of Wildwood,1000 Palm Way,Wildwood,FL,33113,Sumter,(954) 643-1481,info@harborofwildwoodfl.com,www.harborofwildwoodfl.com,"Licensed senior living facility serving Sumter County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.63,-80.42999999999999,FL-SUM-1041,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707911,False,Basic,active,"$5,225/month",False,False,2025-07-22T08:58:54.707915
Place Senior Living,1250 Beach Rd,Wildwood,FL,33114,Sumter,(954) 654-1518,info@placeseniorlivingfl.com,www.placeseniorlivingfl.com,"Licensed senior living facility serving Sumter County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.64,-80.44,FL-SUM-1042,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707926,False,Basic,active,"$4,275/month",False,False,2025-07-22T08:58:54.707930
Wildwood Grove Adult Living,1500 Park Ave,Wildwood,FL,33115,Sumter,(954) 665-1555,info@wildwoodgroveadultlivingfl.com,www.wildwoodgroveadultlivingfl.com,"Licensed senior living facility serving Sumter County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.65,-80.45,FL-SUM-1043,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707938,False,Basic,active,"$4,275/month",True,True,2025-07-22T08:58:54.707940
Manor of Wildwood,100 Main St,Wildwood,FL,33116,Sumter,(954) 676-1592,info@manorofwildwoodfl.com,www.manorofwildwoodfl.com,"Licensed senior living facility serving Sumter County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.66,-80.46,FL-SUM-1044,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707948,False,Basic,active,"$3,325/month",False,False,2025-07-22T08:58:54.707951
Oaks Retirement Community,200 Ocean Ave,Wildwood,FL,33117,Sumter,(954) 687-1629,info@oaksretirementcommunityfl.com,www.oaksretirementcommunityfl.com,"Licensed senior living facility serving Sumter County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.67,-80.47,FL-SUM-1045,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707956,False,Basic,active,"$5,225/month",False,False,2025-07-22T08:58:54.707958
Wildwood Harbor Memory Care,300 Pine St,Wildwood,FL,33118,Sumter,(954) 698-1666,info@wildwoodharbormemorycarefl.com,www.wildwoodharbormemorycarefl.com,"Licensed senior living facility serving Sumter County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.68,-80.48,FL-SUM-1046,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707964,False,Basic,active,"$4,275/month",False,True,2025-07-22T08:58:54.707966
Place of Wildwood,500 Oak Dr,Wildwood,FL,33119,Sumter,(954) 709-1703,info@placeofwildwoodfl.com,www.placeofwildwoodfl.com,"Licensed senior living facility serving Sumter County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.69,-80.49,FL-SUM-1047,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707972,False,Basic,active,"$4,275/month",False,False,2025-07-22T08:58:54.707974
Shores Residential Care,750 Sunset Blvd,Wildwood,FL,33120,Sumter,(954) 720-1740,info@shoresresidentialcarefl.com,www.shoresresidentialcarefl.com,"Licensed senior living facility serving Sumter County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.7,-80.5,FL-SUM-1048,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.707990,False,Basic,active,"$3,325/month",True,False,2025-07-22T08:58:54.707995
Wildwood Manor Care Center,1000 Palm Way,Wildwood,FL,33121,Sumter,(954) 731-1777,info@wildwoodmanorcarecenterfl.com,www.wildwoodmanorcarecenterfl.com,"Licensed senior living facility serving Sumter County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.71,-80.50999999999999,FL-SUM-1049,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708005,False,Basic,active,"$5,225/month",False,True,2025-07-22T08:58:54.708008
Oaks of Wildwood,1250 Beach Rd,Wildwood,FL,33122,Sumter,(954) 742-1814,info@oaksofwildwoodfl.com,www.oaksofwildwoodfl.com,"Licensed senior living facility serving Sumter County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.72,-80.52,FL-SUM-1050,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708015,False,Basic,active,"$4,275/month",False,False,2025-07-22T08:58:54.708017
Ridge Assisted Living,1500 Park Ave,Wildwood,FL,33123,Sumter,(954) 753-1851,info@ridgeassistedlivingfl.com,www.ridgeassistedlivingfl.com,"Licensed senior living facility serving Sumter County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.73,-80.53,FL-SUM-1051,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708022,False,Basic,active,"$4,275/month",False,False,2025-07-22T08:58:54.708024
Wildwood Place Senior Living,100 Main St,Wildwood,FL,33124,Sumter,(954) 764-1888,info@wildwoodplaceseniorlivingfl.com,www.wildwoodplaceseniorlivingfl.com,"Licensed senior living facility serving Sumter County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.74,-80.53999999999999,FL-SUM-1052,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708031,False,Basic,active,"$3,325/month",False,True,2025-07-22T08:58:54.708033
Shores of Wildwood,200 Ocean Ave,Wildwood,FL,33125,Sumter,(954) 775-1925,info@shoresofwildwoodfl.com,www.shoresofwildwoodfl.com,"Licensed senior living facility serving Sumter County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.75,-80.55,FL-SUM-1053,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708038,False,Basic,active,"$5,225/month",True,False,2025-07-22T08:58:54.708040
Glen Senior Village,300 Pine St,Wildwood,FL,33126,Sumter,(954) 786-1962,info@glenseniorvillagefl.com,www.glenseniorvillagefl.com,"Licensed senior living facility serving Sumter County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.76,-80.56,FL-SUM-1054,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708047,False,Basic,active,"$4,275/month",False,False,2025-07-22T08:58:54.708050
Bushnell Gardens Senior Living,100 Main St,Bushnell,FL,33200,Sumter,(561) 500-1000,info@bushnellgardensseniorlivingfl.com,www.bushnellgardensseniorlivingfl.com,"Licensed senior living facility serving Sumter County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.0,-80.6,FL-SUM-1055,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708056,False,Basic,active,"$3,325/month",True,True,2025-07-22T08:58:54.708058
Hills of Bushnell,200 Ocean Ave,Bushnell,FL,33201,Sumter,(561) 511-1037,info@hillsofbushnellfl.com,www.hillsofbushnellfl.com,"Licensed senior living facility serving Sumter County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.01,-80.61,FL-SUM-1056,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708064,False,Basic,active,"$5,225/month",False,False,2025-07-22T08:58:54.708067
Point Senior Village,300 Pine St,Bushnell,FL,33202,Sumter,(561) 522-1074,info@pointseniorvillagefl.com,www.pointseniorvillagefl.com,"Licensed senior living facility serving Sumter County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.02,-80.61999999999999,FL-SUM-1057,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708074,False,Basic,active,"$4,275/month",False,False,2025-07-22T08:58:54.708079
Bushnell Estates Retirement Community,500 Oak Dr,Bushnell,FL,33203,Sumter,(561) 533-1111,info@bushnellestatesretirementcommunityfl.com,www.bushnellestatesretirementcommunityfl.com,"Licensed senior living facility serving Sumter County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.03,-80.63,FL-SUM-1058,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708088,False,Basic,active,"$4,275/month",False,True,2025-07-22T08:58:54.708090
Springs of Bushnell,750 Sunset Blvd,Bushnell,FL,33204,Sumter,(561) 544-1148,info@springsofbushnellfl.com,www.springsofbushnellfl.com,"Licensed senior living facility serving Sumter County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.04,-80.64,FL-SUM-1059,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708096,False,Basic,active,"$3,325/month",False,False,2025-07-22T08:58:54.708098
Grove Adult Living,1000 Palm Way,Bushnell,FL,33205,Sumter,(561) 555-1185,info@groveadultlivingfl.com,www.groveadultlivingfl.com,"Licensed senior living facility serving Sumter County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.05,-80.64999999999999,FL-SUM-1060,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708107,False,Basic,active,"$5,225/month",True,False,2025-07-22T08:58:54.708111
Bushnell Hills Residential Care,1250 Beach Rd,Bushnell,FL,33206,Sumter,(561) 566-1222,info@bushnellhillsresidentialcarefl.com,www.bushnellhillsresidentialcarefl.com,"Licensed senior living facility serving Sumter County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.06,-80.66,FL-SUM-1061,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708119,False,Basic,active,"$4,275/month",False,True,2025-07-22T08:58:54.708123
Point of Bushnell,1500 Park Ave,Bushnell,FL,33207,Sumter,(561) 577-1259,info@pointofbushnellfl.com,www.pointofbushnellfl.com,"Licensed senior living facility serving Sumter County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.07,-80.66999999999999,FL-SUM-1062,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708138,False,Basic,active,"$4,275/month",False,False,2025-07-22T08:58:54.708141
