id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Colonial Manor,1000 Main Street,Accomack,Accomack,VA,22001,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70001,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.accomack-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
626,Potomac River Manor,1400 Jefferson Street,Fairfax,,VA,22626,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70626,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.fairfax-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.836200000000005,-77.3064
627,Shenandoah Valley Village,1500 Washington Avenue,Fairfax,,VA,22627,(708) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,VA-ALF-70627,Virginia Department of Health,2024-08-06,80,False,False,False,https://www.fairfax-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.8462,-77.29639999999999
628,Blue Ridge Commons,1600 Madison Street,Fairfax,,VA,22628,(709) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,VA-ALF-70628,Virginia Department of Health,2024-09-07,81,True,True,False,https://www.fairfax-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.8562,-77.2864
629,Chesapeake Bay Manor,1700 Monroe Drive,Fairfax,,VA,22629,(710) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,VA-ALF-70629,Virginia Department of Health,2024-10-08,82,False,False,False,https://www.fairfax-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.866200000000006,-77.2764
630,James River Village,1800 Old Dominion Avenue,Fairfax,,VA,22630,(711) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,VA-ALF-70630,Virginia Department of Health,2024-11-09,83,False,True,True,https://www.fairfax-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.876200000000004,-77.3464
631,Rappahannock Commons,1900 Liberty Street,Fairfax,,VA,22631,(712) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,VA-ALF-70631,Virginia Department of Health,2024-03-10,84,True,False,False,https://www.fairfax-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.8862,-77.3364
632,Tidewater Manor,2000 Independence Boulevard,Fairfax,,VA,22632,(713) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,45,VA-ALF-70632,Virginia Department of Health,2024-04-11,85,False,True,False,https://www.fairfax-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.796200000000006,-77.32639999999999
633,Piedmont Village,2100 Constitution Avenue,Fairfax,,VA,22633,(714) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,46,VA-ALF-70633,Virginia Department of Health,2024-05-12,86,False,False,False,https://www.fairfax-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.806200000000004,-77.3164
634,Northern Virginia Commons,2200 Heritage Drive,Fairfax,,VA,22634,(715) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,47,VA-ALF-70634,Virginia Department of Health,2024-06-13,87,True,True,True,https://www.fairfax-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.8162,-77.3064
635,Richmond Metro Manor,2300 Patriot Street,Fairfax,,VA,22635,(716) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,48,VA-ALF-70635,Virginia Department of Health,2024-07-14,88,False,False,False,https://www.fairfax-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.8262,-77.29639999999999
636,Hampton Roads Village,2400 Colonial Avenue,Fairfax,,VA,22636,(717) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,49,VA-ALF-70636,Virginia Department of Health,2024-08-15,89,False,True,False,https://www.fairfax-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.836200000000005,-77.2864
637,Williamsburg Commons,2500 Richmond Road,Fairfax,,VA,22637,(718) 215-1015,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,50,VA-ALF-70637,Virginia Department of Health,2024-09-16,90,True,False,False,https://www.fairfax-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.8462,-77.2764
638,Monticello Manor,2600 Norfolk Street,Fairfax,,VA,22638,(719) 216-1016,Senior Living,Continuing Care; Adult Day Services; Personal Care,51,VA-ALF-70638,Virginia Department of Health,2024-10-17,91,False,True,True,https://www.fairfax-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.8562,-77.3464
639,Mount Vernon Village,2700 Virginia Beach Boulevard,Fairfax,,VA,22639,(720) 217-1017,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,52,VA-ALF-70639,Virginia Department of Health,2024-11-18,92,False,False,False,https://www.fairfax-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.866200000000006,-77.3364
640,Colonial Manor,1000 Main Street,Falls Church,,VA,22640,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70640,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.fallschurch-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
641,Commonwealth Commons,1100 Virginia Avenue,Falls Church,,VA,22641,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70641,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.fallschurch-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
642,Old Dominion Village,1200 Colonial Drive,Falls Church,,VA,22642,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70642,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.fallschurch-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
643,Virginia Heritage Care,1300 Commonwealth Boulevard,Falls Church,,VA,22643,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70643,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.fallschurch-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
644,Potomac River Manor,1400 Jefferson Street,Falls Church,,VA,22644,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70644,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.fallschurch-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
645,Colonial Manor,1000 Main Street,Franklin,,VA,22645,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70645,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.franklin-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
646,Commonwealth Commons,1100 Virginia Avenue,Franklin,,VA,22646,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70646,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.franklin-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
647,Old Dominion Village,1200 Colonial Drive,Franklin,,VA,22647,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70647,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.franklin-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
648,Virginia Heritage Care,1300 Commonwealth Boulevard,Franklin,,VA,22648,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70648,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.franklin-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
649,Potomac River Manor,1400 Jefferson Street,Franklin,,VA,22649,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70649,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.franklin-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
650,Colonial Manor,1000 Main Street,Fredericksburg,,VA,22650,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70650,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.fredericksburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.2532,-77.5005
651,Commonwealth Commons,1100 Virginia Avenue,Fredericksburg,,VA,22651,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70651,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.fredericksburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.2632,-77.4905
652,Old Dominion Village,1200 Colonial Drive,Fredericksburg,,VA,22652,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70652,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.fredericksburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.273199999999996,-77.48049999999999
653,Virginia Heritage Care,1300 Commonwealth Boulevard,Fredericksburg,,VA,22653,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70653,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.fredericksburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.283199999999994,-77.4705
654,Potomac River Manor,1400 Jefferson Street,Fredericksburg,,VA,22654,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70654,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.fredericksburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.2932,-77.4605
655,Shenandoah Valley Village,1500 Washington Avenue,Fredericksburg,,VA,22655,(708) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,VA-ALF-70655,Virginia Department of Health,2024-08-06,80,False,False,False,https://www.fredericksburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.3032,-77.45049999999999
656,Blue Ridge Commons,1600 Madison Street,Fredericksburg,,VA,22656,(709) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,VA-ALF-70656,Virginia Department of Health,2024-09-07,81,True,True,False,https://www.fredericksburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.313199999999995,-77.4405
657,Chesapeake Bay Manor,1700 Monroe Drive,Fredericksburg,,VA,22657,(710) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,VA-ALF-70657,Virginia Department of Health,2024-10-08,82,False,False,False,https://www.fredericksburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.3232,-77.4305
658,Colonial Manor,1000 Main Street,Galax,,VA,22658,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70658,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.galax-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
659,Commonwealth Commons,1100 Virginia Avenue,Galax,,VA,22659,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70659,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.galax-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
660,Old Dominion Village,1200 Colonial Drive,Galax,,VA,22660,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70660,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.galax-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
661,Virginia Heritage Care,1300 Commonwealth Boulevard,Galax,,VA,22661,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70661,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.galax-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
662,Potomac River Manor,1400 Jefferson Street,Galax,,VA,22662,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70662,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.galax-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
663,Colonial Manor,1000 Main Street,Hampton,,VA,22663,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70663,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.hampton-senior-living.com,Active,Virginia Department of Health,2025-07-17,36.979800000000004,-76.38520000000001
664,Commonwealth Commons,1100 Virginia Avenue,Hampton,,VA,22664,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70664,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.hampton-senior-living.com,Active,Virginia Department of Health,2025-07-17,36.9898,-76.3752
665,Old Dominion Village,1200 Colonial Drive,Hampton,,VA,22665,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70665,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.hampton-senior-living.com,Active,Virginia Department of Health,2025-07-17,36.9998,-76.3652
666,Virginia Heritage Care,1300 Commonwealth Boulevard,Hampton,,VA,22666,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70666,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.hampton-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.0098,-76.35520000000001
667,Potomac River Manor,1400 Jefferson Street,Hampton,,VA,22667,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70667,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.hampton-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.019800000000004,-76.3452
668,Shenandoah Valley Village,1500 Washington Avenue,Hampton,,VA,22668,(708) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,VA-ALF-70668,Virginia Department of Health,2024-08-06,80,False,False,False,https://www.hampton-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.0298,-76.3352
669,Blue Ridge Commons,1600 Madison Street,Hampton,,VA,22669,(709) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,VA-ALF-70669,Virginia Department of Health,2024-09-07,81,True,True,False,https://www.hampton-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.0398,-76.32520000000001
670,Chesapeake Bay Manor,1700 Monroe Drive,Hampton,,VA,22670,(710) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,VA-ALF-70670,Virginia Department of Health,2024-10-08,82,False,False,False,https://www.hampton-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.049800000000005,-76.3152
671,James River Village,1800 Old Dominion Avenue,Hampton,,VA,22671,(711) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,VA-ALF-70671,Virginia Department of Health,2024-11-09,83,False,True,True,https://www.hampton-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.0598,-76.38520000000001
672,Rappahannock Commons,1900 Liberty Street,Hampton,,VA,22672,(712) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,VA-ALF-70672,Virginia Department of Health,2024-03-10,84,True,False,False,https://www.hampton-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.0698,-76.3752
673,Tidewater Manor,2000 Independence Boulevard,Hampton,,VA,22673,(713) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,45,VA-ALF-70673,Virginia Department of Health,2024-04-11,85,False,True,False,https://www.hampton-senior-living.com,Active,Virginia Department of Health,2025-07-17,36.979800000000004,-76.3652
674,Piedmont Village,2100 Constitution Avenue,Hampton,,VA,22674,(714) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,46,VA-ALF-70674,Virginia Department of Health,2024-05-12,86,False,False,False,https://www.hampton-senior-living.com,Active,Virginia Department of Health,2025-07-17,36.9898,-76.35520000000001
675,Colonial Manor,1000 Main Street,Harrisonburg,,VA,22675,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70675,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.harrisonburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.3996,-78.9089
676,Commonwealth Commons,1100 Virginia Avenue,Harrisonburg,,VA,22676,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70676,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.harrisonburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.4096,-78.8989
677,Old Dominion Village,1200 Colonial Drive,Harrisonburg,,VA,22677,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70677,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.harrisonburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.419599999999996,-78.88889999999999
678,Virginia Heritage Care,1300 Commonwealth Boulevard,Harrisonburg,,VA,22678,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70678,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.harrisonburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.42959999999999,-78.8789
679,Potomac River Manor,1400 Jefferson Street,Harrisonburg,,VA,22679,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70679,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.harrisonburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.4396,-78.8689
680,Shenandoah Valley Village,1500 Washington Avenue,Harrisonburg,,VA,22680,(708) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,VA-ALF-70680,Virginia Department of Health,2024-08-06,80,False,False,False,https://www.harrisonburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.4496,-78.85889999999999
681,Blue Ridge Commons,1600 Madison Street,Harrisonburg,,VA,22681,(709) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,VA-ALF-70681,Virginia Department of Health,2024-09-07,81,True,True,False,https://www.harrisonburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.459599999999995,-78.8489
682,Chesapeake Bay Manor,1700 Monroe Drive,Harrisonburg,,VA,22682,(710) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,VA-ALF-70682,Virginia Department of Health,2024-10-08,82,False,False,False,https://www.harrisonburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.4696,-78.8389
683,Colonial Manor,1000 Main Street,Hopewell,,VA,22683,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70683,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.hopewell-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
684,Commonwealth Commons,1100 Virginia Avenue,Hopewell,,VA,22684,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70684,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.hopewell-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
685,Old Dominion Village,1200 Colonial Drive,Hopewell,,VA,22685,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70685,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.hopewell-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
686,Virginia Heritage Care,1300 Commonwealth Boulevard,Hopewell,,VA,22686,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70686,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.hopewell-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
687,Potomac River Manor,1400 Jefferson Street,Hopewell,,VA,22687,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70687,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.hopewell-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
688,Colonial Manor,1000 Main Street,Lexington,,VA,22688,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70688,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.lexington-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
689,Commonwealth Commons,1100 Virginia Avenue,Lexington,,VA,22689,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70689,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.lexington-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
690,Old Dominion Village,1200 Colonial Drive,Lexington,,VA,22690,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70690,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.lexington-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
691,Virginia Heritage Care,1300 Commonwealth Boulevard,Lexington,,VA,22691,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70691,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.lexington-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
692,Potomac River Manor,1400 Jefferson Street,Lexington,,VA,22692,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70692,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.lexington-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
693,Colonial Manor,1000 Main Street,Lynchburg,,VA,22693,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70693,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.lynchburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.363800000000005,-79.18220000000001
694,Commonwealth Commons,1100 Virginia Avenue,Lynchburg,,VA,22694,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70694,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.lynchburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.3738,-79.1722
695,Old Dominion Village,1200 Colonial Drive,Lynchburg,,VA,22695,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70695,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.lynchburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.3838,-79.1622
696,Virginia Heritage Care,1300 Commonwealth Boulevard,Lynchburg,,VA,22696,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70696,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.lynchburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.3938,-79.15220000000001
697,Potomac River Manor,1400 Jefferson Street,Lynchburg,,VA,22697,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70697,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.lynchburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.403800000000004,-79.1422
698,Shenandoah Valley Village,1500 Washington Avenue,Lynchburg,,VA,22698,(708) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,VA-ALF-70698,Virginia Department of Health,2024-08-06,80,False,False,False,https://www.lynchburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.4138,-79.1322
699,Blue Ridge Commons,1600 Madison Street,Lynchburg,,VA,22699,(709) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,VA-ALF-70699,Virginia Department of Health,2024-09-07,81,True,True,False,https://www.lynchburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.4238,-79.1222
700,Chesapeake Bay Manor,1700 Monroe Drive,Lynchburg,,VA,22700,(710) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,VA-ALF-70700,Virginia Department of Health,2024-10-08,82,False,False,False,https://www.lynchburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.433800000000005,-79.1122
701,Colonial Manor,1000 Main Street,Manassas,,VA,22701,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70701,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.manassas-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
702,Commonwealth Commons,1100 Virginia Avenue,Manassas,,VA,22702,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70702,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.manassas-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
703,Old Dominion Village,1200 Colonial Drive,Manassas,,VA,22703,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70703,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.manassas-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
704,Virginia Heritage Care,1300 Commonwealth Boulevard,Manassas,,VA,22704,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70704,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.manassas-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
705,Potomac River Manor,1400 Jefferson Street,Manassas,,VA,22705,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70705,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.manassas-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
706,Colonial Manor,1000 Main Street,Manassas Park,,VA,22706,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70706,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.manassaspark-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
707,Commonwealth Commons,1100 Virginia Avenue,Manassas Park,,VA,22707,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70707,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.manassaspark-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
708,Old Dominion Village,1200 Colonial Drive,Manassas Park,,VA,22708,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70708,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.manassaspark-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
709,Virginia Heritage Care,1300 Commonwealth Boulevard,Manassas Park,,VA,22709,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70709,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.manassaspark-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
710,Potomac River Manor,1400 Jefferson Street,Manassas Park,,VA,22710,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70710,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.manassaspark-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
711,Colonial Manor,1000 Main Street,Martinsville,,VA,22711,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70711,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.martinsville-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
