provider_name,facility_type,address,city,state,phone,license_number,license_status,ownership_type,services,care_category,county,source_url,scraped_date
Ridge Independent Living,Assisted Living and Memory Care,1359 Fannin Place,Mercedes,TX,(210) 878-7475,RC64275,Active,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996615
Magnolia Community Living,Assisted Living and Memory Care,3644 Bellaire Way,Harlingen,TX,(682) 541-1661,ASL53521,Active - Good Standing,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996628
Medical Center Assisted Living Facility,Assisted Living and Memory Care,4199 Eastex Freeway Avenue,McAllen,TX,(432) 387-2936,RC51595,Licensed,Private,"Memory Care, Skilled Nursing",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996645
Maple Bell Senior Care,Assisted Living and Memory Care,5437 Oak Street,Donna,TX,(737) 937-1557,ALF66057,Licensed,Family-Owned,"Memory Care, Skilled Nursing",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996660
Ridge Assisted Living Center,Assisted Living Facility,4825 Eastex Freeway Way,McAllen,TX,(512) 843-4955,ASL48692,Licensed,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996673
Maple Care Services,Senior Living Community,7291 San Antonio Way,McAllen,TX,(432) 839-3414,LTC29885,Active,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996692
Maple Living Center,Assisted Living Facility,2076 Montrose Place,Weslaco,TX,(469) 460-1000,ALF79659,Active,Non-Profit,"Assisted Living, Respite Care",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996715
Golden Assisted Care,Residential Care Facility,3126 Skillman Avenue,McAllen,TX,(210) 551-6352,RC29140,Active - Good Standing,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996729
Medical Center Brazoria Care Center,Assisted Living and Memory Care,2980 Beltway Street,Pharr,TX,(915) 361-2069,LTC33683,Active,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996745
Belmont Village Living Center,Residential Care Facility,9199 Skillman Boulevard,Weslaco,TX,(972) 781-8816,ALF98810,Active,Non-Profit,"Assisted Living, Respite Care",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996758
Atria Williamson Senior Residence,Assisted Living Center,5488 Austin Lane,Brownsville,TX,(254) 209-7027,ASL10381,Licensed,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996772
Bluebonnet Residential Care,Residential Care Facility,4951 Katy Freeway Drive,McAllen,TX,(979) 489-9903,LTC53593,Active - Good Standing,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996786
Gardens Living Center,Assisted Living Facility,8440 University Court,Donna,TX,(713) 577-6339,RC60552,Active - Good Standing,Private,"Memory Care, Skilled Nursing",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996799
Gardens Assisted Living Facility,Assisted Living Center,2178 Houston Place,Pharr,TX,(903) 799-8807,RC29917,Active,Corporate,"Assisted Living, Independent Living",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996812
Oak Brazoria Independent Living,Senior Living Community,5164 Fannin Way,Mercedes,TX,(214) 566-3869,LTC77069,Active,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996827
North Texas Assisted Care,Residential Care Facility,5606 Dallas Street,Alamo,TX,(325) 452-4753,ALF22061,Licensed,Corporate,"Assisted Living, Respite Care",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996840
Texas Health Community Living,Assisted Living Center,8961 Forest Boulevard,Pharr,TX,(254) 514-5461,ASL56186,Active,Private,"Assisted Living, Memory Care",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996857
Mesquite Community Living,Assisted Living Facility,3274 Beltway Drive,Harlingen,TX,(346) 990-1925,ALF19816,Active,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996871
Manor Senior Care Center,Assisted Living Center,8611 Montrose Place,Harlingen,TX,(346) 413-1446,LTC75566,Active,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996884
Presbyterian Nueces Living Center,Assisted Living Facility,3814 Main Drive,Donna,TX,(956) 294-4162,ASL56468,Licensed,Non-Profit,"Memory Care, Skilled Nursing",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996898
Memorial Senior Village,Assisted Living and Memory Care,9939 Bellaire Street,McAllen,TX,(361) 659-3595,ASL95141,Active - Good Standing,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996911
Manor Care Community,Assisted Living and Memory Care,9548 Washington Lane,Weslaco,TX,(832) 434-2639,ALF24434,Active,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996925
Pecan Residential Care,Senior Living Community,3287 Mockingbird Lane,Harlingen,TX,(430) 219-6805,LTC79305,Licensed,Corporate,"Assisted Living, Respite Care",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996938
Magnolia Independent Living,Senior Living Community,997 Elm Drive,Pharr,TX,(254) 732-1713,LTC72393,Active - Good Standing,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996951
Christus Community Living,Assisted Living Facility,5993 Pine Avenue,Brownsville,TX,(979) 989-9709,LTC65263,Licensed,Corporate,"Assisted Living, Memory Care",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996967
Cypress Jefferson Assisted Living Center,Assisted Living and Memory Care,7450 Southwest Freeway Court,Mercedes,TX,(726) 774-2330,RC39820,Active - Good Standing,Family-Owned,"Memory Care, Skilled Nursing",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.996985
Oak Brazoria Senior Village,Assisted Living Center,8024 Main Road,Edinburg,TX,(832) 738-1285,RC67779,Active,Corporate,"Assisted Living, Memory Care",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997002
Methodist Care Community,Assisted Living Center,4373 Preston Drive,Alamo,TX,(726) 952-7839,LTC99387,Active - Good Standing,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997015
Silver El Paso Senior Village,Assisted Living Facility,8533 Southwest Freeway Street,Alamo,TX,(806) 954-7623,RC32461,Active - Good Standing,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Hidalgo,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997029
Court Health Services,Assisted Living Center,3206 Bellaire Way,Killeen,TX,(945) 481-3152,ASL32058,Active - Good Standing,Corporate,"Assisted Living, Respite Care",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997044
Magnolia Living Center,Assisted Living and Memory Care,3836 Medical Center Street,Killeen,TX,(512) 282-9117,ALF13744,Licensed,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997056
Sunset Senior Housing,Assisted Living Center,2976 Beltway Lane,Rogers,TX,(832) 613-3405,ASL47858,Active,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997068
Presbyterian Assisted Care,Assisted Living Center,1419 Montrose Place,Salado,TX,(817) 747-1795,RC12540,Active,Private,"Assisted Living, Memory Care",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997081
Mesquite Assisted Care,Assisted Living and Memory Care,7687 Oak Road,Belton,TX,(214) 305-4510,LTC31046,Active - Good Standing,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997094
Brookdale Senior Housing,Senior Living Community,6805 Main Way,Copperas Cove,TX,(682) 893-1886,RC54193,Licensed,Private,"Memory Care, Skilled Nursing",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997108
Golden Brazoria Independent Living,Assisted Living and Memory Care,5087 Washington Way,Temple,TX,(361) 764-2899,ASL53678,Licensed,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997122
Estate Senior Care,Residential Care Facility,3335 Katy Freeway Court,Belton,TX,(903) 529-8706,LTC38962,Active - Good Standing,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997139
Terrace Residential Care,Residential Care Facility,9928 Mockingbird Lane,Copperas Cove,TX,(915) 348-6613,ALF97938,Licensed,Private,"Assisted Living, Memory Care",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997152
Commons Bexar Senior Housing,Assisted Living Center,7130 Fannin Street,Rogers,TX,(713) 231-3115,RC56112,Licensed,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997167
Brookdale Community Living,Assisted Living Facility,2064 Skillman Street,Copperas Cove,TX,(432) 381-2324,LTC45313,Licensed,Corporate,"Assisted Living, Respite Care",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997181
Silverado Montgomery Care Services,Assisted Living and Memory Care,6791 Montrose Court,Salado,TX,(210) 327-5397,LTC88450,Active - Good Standing,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997196
North Texas Senior Community,Residential Care Facility,5372 Greenville Way,Holland,TX,(430) 810-5289,ASL20671,Active - Good Standing,Private,"Assisted Living, Respite Care",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997208
Christus Living Center,Assisted Living Facility,9145 Skillman Lane,Temple,TX,(713) 280-9493,ALF41615,Licensed,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997222
Cedar Living Center,Senior Living Community,4967 Lovers Avenue,Bartlett,TX,(432) 528-4139,RC19314,Licensed,Private,"Memory Care, Skilled Nursing",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997238
South Texas Senior Village,Senior Living Community,6683 Kirby Boulevard,Holland,TX,(806) 515-7449,ASL42772,Licensed,Private,"Assisted Living, Independent Living",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997251
Maple Nueces Care Center,Senior Living Community,4785 Elm Drive,Belton,TX,(512) 266-7138,ALF25451,Active - Good Standing,Private,"Assisted Living, Respite Care",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997269
Cypress Care Community,Senior Living Community,7268 Park Avenue,Harker Heights,TX,(346) 946-7872,LTC71177,Licensed,Corporate,"Assisted Living, Independent Living",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997284
Commons Care Center,Senior Living Community,1331 River Oaks Lane,Harker Heights,TX,(737) 344-2452,RC19830,Active,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997297
Memorial Fort Bend Residential Care,Assisted Living and Memory Care,6743 Westheimer Street,Bartlett,TX,(409) 389-8426,ASL85103,Active - Good Standing,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997311
Golden Senior Care,Assisted Living and Memory Care,3998 Jefferson Road,Harker Heights,TX,(432) 480-1317,LTC59178,Licensed,Corporate,"Assisted Living, Memory Care",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997324
Magnolia El Paso Senior Care,Senior Living Community,2662 Gulf Freeway Way,Rogers,TX,(915) 358-6323,ASL80105,Active,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997338
Emeritus Community Living,Assisted Living Facility,8631 Gulf Freeway Lane,Copperas Cove,TX,(940) 777-1831,ALF23104,Licensed,Private,"Memory Care, Skilled Nursing",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997351
Baptist Senior Living,Residential Care Facility,9962 Main Place,Temple,TX,(281) 335-6755,ASL59416,Licensed,Corporate,"Assisted Living, Respite Care",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997364
Estate Senior Living,Assisted Living Facility,183 Highland Boulevard,Nolanville,TX,(832) 365-1476,ASL65077,Active - Good Standing,Corporate,"Assisted Living, Memory Care",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997377
Presbyterian Tarrant Assisted Living,Assisted Living Center,4045 San Antonio Place,Holland,TX,(979) 483-1695,ALF35138,Licensed,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997391
Willow McLennan Senior Care Center,Assisted Living and Memory Care,7815 University Drive,Holland,TX,(214) 351-9526,ALF13293,Licensed,Private,"Assisted Living, Memory Care",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997405
Christus Williamson Senior Care,Assisted Living Center,7508 Park Avenue,Temple,TX,(325) 849-6742,ALF78012,Active,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997425
Belmont Village Hidalgo Senior Community,Assisted Living Facility,2774 Westheimer Way,Belton,TX,(956) 931-4298,RC38166,Active - Good Standing,Private,"Assisted Living, Independent Living",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997440
Atria Assisted Living,Assisted Living Center,2951 Southwest Freeway Way,Belton,TX,(806) 661-9625,ASL74429,Active,Private,"Assisted Living, Respite Care",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997454
Belmont Village Living Center,Residential Care Facility,7144 Cedar Boulevard,Harker Heights,TX,(726) 888-4534,RC81849,Active,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Bell,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997467
Texas Health Harris Senior Services,Assisted Living Facility,8280 Medical Center Street,Groves,TX,(430) 531-7223,ALF20005,Active,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997485
Texas Health Harris Health Services,Assisted Living Center,5968 Westheimer Drive,China,TX,(409) 488-5723,LTC74131,Licensed,Corporate,"Assisted Living, Independent Living",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997521
Brookdale Assisted Living Facility,Assisted Living Center,6845 Oak Drive,Fannett,TX,(830) 917-9621,LTC10098,Active - Good Standing,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997536
Baptist Retirement Community,Residential Care Facility,5429 Mockingbird Drive,Nederland,TX,(945) 849-7637,ALF74031,Active - Good Standing,Non-Profit,"Assisted Living, Respite Care",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997550
Gardens Senior Services,Senior Living Community,3083 Maple Court,Hamshire,TX,(512) 625-9760,ALF30643,Licensed,Private,"Assisted Living, Memory Care",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997594
Sunrise Senior Living,Assisted Living and Memory Care,6309 Maple Drive,China,TX,(903) 779-9229,ASL22043,Active - Good Standing,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997609
UT Health El Paso Senior Campus,Assisted Living Center,9377 Westheimer Lane,China,TX,(409) 590-6848,RC77060,Licensed,Private,"Memory Care, Skilled Nursing",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997630
Methodist Health Services,Assisted Living Center,518 Forest Boulevard,Bevil Oaks,TX,(432) 579-8703,RC91415,Active,Private,"Assisted Living, Respite Care",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997644
Cedar Senior Community,Senior Living Community,5393 Mockingbird Place,Fannett,TX,(713) 382-2857,RC21075,Active - Good Standing,Corporate,"Assisted Living, Memory Care",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997657
Sunrise Community Living,Assisted Living Facility,2979 Montrose Avenue,Hamshire,TX,(979) 979-6691,LTC66640,Licensed,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997670
Pine Community Living,Assisted Living Center,3617 Loop Street,Bevil Oaks,TX,(830) 298-7298,ASL95228,Licensed,Private,"Assisted Living, Memory Care",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997683
HCA Senior Campus,Senior Living Community,9207 Mockingbird Court,Port Neches,TX,(254) 530-7557,ALF82911,Active,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997696
Legacy Senior Living,Assisted Living Center,6178 Memorial Road,Orange,TX,(979) 563-3243,RC83381,Licensed,Private,"Assisted Living, Independent Living",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997717
Terrace Nueces Retirement Community,Senior Living Community,6287 Main Way,Port Arthur,TX,(972) 681-8988,ALF59830,Active,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997732
Baylor Assisted Living Center,Assisted Living Facility,3427 Main Court,Bevil Oaks,TX,(469) 200-7459,RC87240,Licensed,Private,"Assisted Living, Memory Care",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997745
Mesquite Care Services,Senior Living Community,8771 Eastex Freeway Road,Fannett,TX,(512) 365-4653,ALF12784,Licensed,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997758
Lone Star Assisted Living Center,Residential Care Facility,9903 Austin Drive,Bevil Oaks,TX,(726) 640-4992,ALF40282,Licensed,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997778
Villa Senior Living,Senior Living Community,6900 Medical Center Avenue,Nederland,TX,(972) 400-3337,ASL78327,Licensed,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997791
Place Assisted Living,Senior Living Community,9180 River Oaks Way,Bevil Oaks,TX,(830) 216-7413,LTC93102,Active - Good Standing,Corporate,"Assisted Living, Independent Living",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997804
Baylor Senior Living,Senior Living Community,602 River Oaks Court,Orange,TX,(817) 505-6092,RC96828,Active - Good Standing,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997816
West Texas Galveston Assisted Living Facility,Senior Living Community,6390 Katy Freeway Way,Port Arthur,TX,(726) 569-7081,LTC26030,Active - Good Standing,Corporate,"Assisted Living, Memory Care",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997832
Ridge Senior Village,Assisted Living Facility,3167 Cedar Avenue,Nederland,TX,(903) 417-9561,RC53092,Active - Good Standing,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997845
Pine McLennan Assisted Living,Assisted Living Facility,9015 Medical Center Court,Beaumont,TX,(832) 939-4689,RC38105,Licensed,Non-Profit,"Assisted Living, Respite Care",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997863
Community Senior Living,Assisted Living and Memory Care,3916 San Antonio Place,Orange,TX,(945) 267-7006,RC57844,Active,Private,"Memory Care, Skilled Nursing",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997877
Magnolia Senior Living,Assisted Living Facility,6774 Bellaire Drive,Hamshire,TX,(903) 814-8665,ASL13819,Active - Good Standing,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997890
Christus Montgomery Residential Care,Senior Living Community,2283 Houston Place,Bevil Oaks,TX,(432) 290-3202,ALF50096,Licensed,Corporate,"Assisted Living, Independent Living",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997904
Belmont Village Senior Services,Residential Care Facility,8864 Eastex Freeway Place,Beaumont,TX,(469) 241-9555,ASL86443,Active - Good Standing,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997923
Christus Assisted Living Center,Residential Care Facility,7174 Katy Freeway Road,China,TX,(409) 558-8497,LTC63112,Active - Good Standing,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997936
Mesquite Care Services,Residential Care Facility,802 Gulf Freeway Avenue,Nederland,TX,(903) 935-4750,LTC11939,Licensed,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,Jefferson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997949
Lone Star Care Center,Assisted Living Center,5183 Preston Road,Bellmead,TX,(979) 968-2123,RC37205,Active - Good Standing,Corporate,"Memory Care, Skilled Nursing",Assisted Living,McLennan,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997965
Silverado Care Community,Assisted Living and Memory Care,3963 Greenville Drive,Bellmead,TX,(979) 835-2630,RC50658,Active,Private,"Assisted Living, Respite Care",Assisted Living,McLennan,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997979
Texas El Paso Community Living,Assisted Living Facility,9573 Katy Freeway Road,Mart,TX,(956) 392-6691,ASL91052,Active - Good Standing,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,McLennan,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.997994
Commons Independent Living,Assisted Living Center,2369 Westheimer Boulevard,McGregor,TX,(940) 654-4831,ASL68120,Active - Good Standing,Private,"Assisted Living, Memory Care",Assisted Living,McLennan,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998008
Atria Assisted Living,Assisted Living Facility,3221 Washington Drive,Lorena,TX,(214) 523-8915,LTC47422,Active,Private,"Assisted Living, Respite Care",Assisted Living,McLennan,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998021
Sunset Montgomery Senior Village,Assisted Living Facility,3643 Montrose Way,Lorena,TX,(682) 365-5423,ALF57658,Active,Private,"Assisted Living, Rehabilitation Services",Assisted Living,McLennan,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998036
Lone Star Senior Care,Assisted Living Facility,2664 Preston Road,Robinson,TX,(210) 494-4520,ASL69616,Active - Good Standing,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,McLennan,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998049
Commons Jefferson Care Services,Assisted Living Center,9938 Westheimer Place,Lacy Lakeview,TX,(832) 640-6148,ASL93753,Licensed,Corporate,"Assisted Living, Independent Living",Assisted Living,McLennan,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998068
Gulf Coast Community Living,Senior Living Community,4894 Lovers Road,Lacy Lakeview,TX,(325) 705-5927,ALF12262,Active,Private,"Assisted Living, Rehabilitation Services",Assisted Living,McLennan,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998080
Sunset Senior Village,Residential Care Facility,8558 Oak Place,Lacy Lakeview,TX,(979) 549-6658,RC42775,Active,Non-Profit,"Assisted Living, Respite Care",Assisted Living,McLennan,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998093
Terrace El Paso Independent Living,Assisted Living and Memory Care,6996 Greenville Way,Robinson,TX,(726) 625-2700,LTC20412,Active,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,McLennan,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998107
