id,name,address,city,state,zipCode,county,phone,email,website,description,careTypes,amenities,services,careServices,medicalRestrictions,photos,photoAttributions,virtualTourUrl,spaServices,healthcareServices,fitnessServices,diningServices,transportationServices,socialServices,yelpReviews,careComReviews,seniorAdvisorReviews,aplaceformomReviews,priceRange,pricingDetails,isClaimed,livePricing,pricingType,availabilityStatus,availableUnits,totalUnits,unitTypes,rating,reviewCount,googleRating,googleReviewCount,googleReviewSnippets,trustedReviews,imageUrl,imageGallery,latitude,longitude,licenseNumber,licenseStatus,lastInspection,violations,isVerified,lastPriceUpdate,lastAvailabilityUpdate,yelpId,yelpRating,yelpReviewCount,yelpPhotos,yelpUrl,yelpCategories,region,discoverySource,discoveryDate,lastEnrichmentDate,enrichmentCompleted,facilityType,veteranPrograms,eligibilityRequirements,hudProperties,acceptsHudVouchers,isVeteranFriendly,transparencyBadges,transparencyScore,data_source
175,Chubbuck Gardens,3388 Broadway,Chubbuck,ID,83202,Bannock,(208) 476-4418,,,,"['Assisted Living', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-3838,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.055523,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
176,Pocatello Pines Retirement Community,1134 Sunset Blvd,Pocatello,ID,83201,Bannock,(208) 794-7041,,,,"['Memory Care', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-3133,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.055553,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
177,Bannock Valley Residence,5411 State St,Chubbuck,ID,83202,Bannock,(208) 588-6696,,,,"['Independent Living', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-5435,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.055575,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
178,McCammon Ridge Senior Care,8585 Main St,McCammon,ID,83511,Bannock,(208) 567-1020,,,,"['Independent Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-5551,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.055598,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
179,Bannock Senior Living,7345 Main St,Inkom,ID,83394,Bannock,(208) 623-1645,,,,"['Skilled Nursing', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-5657,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.055622,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
180,Bannock Senior Living,9882 Mountain View Dr,Inkom,ID,83721,Bannock,(208) 743-9803,,,,"['Memory Care', 'Skilled Nursing', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-5330,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.055644,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
181,Pocatello Heights,7707 River Rd,Pocatello,ID,83202,Bannock,(208) 838-1320,,,,"['Independent Living', 'Assisted Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-6508,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.055667,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
182,American Falls Pines Retirement Community,4766 River Rd,American Falls,ID,83854,Power,(208) 344-5052,,,,"['Memory Care', 'Skilled Nursing', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-3756,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.055739,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
183,Power Memory Care,1831 Forest Ave,Arbon,ID,83758,Power,(208) 388-9893,,,,"['Assisted Living', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-9426,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.055765,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
184,Power Valley Residence,6183 River Rd,Arbon,ID,83422,Power,(208) 257-1084,,,,"['Memory Care', 'Independent Living', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2288,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.055786,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
185,Arbon Heights,5258 Pine St,Arbon,ID,83717,Power,(208) 769-6961,,,,['Assisted Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2277,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.055851,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
186,Power Valley Residence,6294 Mountain View Dr,Arbon,ID,83844,Power,(208) 687-7612,,,,"['Independent Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-1785,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.055880,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
187,Power Memory Care,322 Broadway,Rockland,ID,83802,Power,(208) 480-5246,,,,['Memory Care'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-9690,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.055899,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
188,Bingham Memory Care,917 Main St,Shelley,ID,83247,Bingham,(208) 433-6275,,,,['Independent Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-7821,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.055964,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
189,Shelley Ridge Senior Care,5924 Garden Dr,Shelley,ID,83471,Bingham,(208) 803-2546,,,,['Memory Care'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-8422,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.055986,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
190,Firth Heights,7164 Broadway,Firth,ID,83836,Bingham,(208) 966-9308,,,,"['Assisted Living', 'Skilled Nursing', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-5453,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057047,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
191,Ucon Ridge Senior Care,3622 River Rd,Ucon,ID,83863,Bonneville,(208) 883-5107,,,,['Skilled Nursing'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-9859,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057128,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
192,Ucon Gardens,1832 Main St,Ucon,ID,83219,Bonneville,(208) 766-2235,,,,"['Memory Care', 'Independent Living', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-1479,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057155,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
193,Bonneville Memory Care,2369 State St,Ammon,ID,83551,Bonneville,(208) 395-7807,,,,"['Independent Living', 'Skilled Nursing', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-3227,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057179,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
194,Idaho Falls Heights,9653 Sunset Blvd,Idaho Falls,ID,83404,Bonneville,(208) 422-2843,,,,"['Assisted Living', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-5778,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057214,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
195,Bonneville Memory Care,1458 Garden Dr,Ucon,ID,83616,Bonneville,(208) 489-2950,,,,['Skilled Nursing'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-5105,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057254,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
196,Iona Heights,9891 Maple St,Iona,ID,83422,Bonneville,(208) 664-5209,,,,"['Skilled Nursing', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-5649,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057294,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
197,Bonneville Manor,3106 Main St,Ucon,ID,83866,Bonneville,(208) 550-2736,,,,"['Skilled Nursing', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-6591,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057325,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
198,Idaho Falls Assisted Living,9227 Sunset Blvd,Idaho Falls,ID,83403,Bonneville,(208) 659-1304,,,,['Skilled Nursing'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-7623,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057345,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
199,Jefferson Memory Care,4217 Valley Rd,Roberts,ID,83815,Jefferson,(208) 989-2441,,,,['Memory Care'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-4203,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057409,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
200,Menan Assisted Living,6676 Mountain View Dr,Menan,ID,83586,Jefferson,(208) 378-8666,,,,"['Memory Care', 'Independent Living', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-6750,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057447,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
201,Rigby Assisted Living,7540 Pine St,Rigby,ID,83823,Jefferson,(208) 237-7407,,,,"['Assisted Living', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-9125,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057478,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
202,Roberts Heights,6828 Forest Ave,Roberts,ID,83456,Jefferson,(208) 906-6489,,,,"['Memory Care', 'Skilled Nursing', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-5200,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057525,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
203,Menan Pines Retirement Community,1482 Park Ave,Menan,ID,83566,Jefferson,(208) 957-9071,,,,['Assisted Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-9645,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057549,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
204,Rigby Assisted Living,6390 Park Ave,Rigby,ID,83232,Jefferson,(208) 316-2107,,,,['Memory Care'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-4211,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057580,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
205,Jefferson Valley Residence,5053 Pine St,Menan,ID,83756,Jefferson,(208) 507-1629,,,,['Independent Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2875,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057603,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
206,Madison Valley Residence,7297 Broadway,Sugar City,ID,83667,Madison,(208) 636-4549,,,,"['Independent Living', 'Skilled Nursing', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-7703,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057665,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
207,Madison Valley Residence,6006 Valley Rd,Teton,ID,83543,Madison,(208) 394-4740,,,,['Memory Care'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2073,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057703,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
208,Sugar City Heights,7594 Hill St,Sugar City,ID,83519,Madison,(208) 980-4576,,,,"['Memory Care', 'Independent Living', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-7797,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057747,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
209,Madison Valley Residence,478 Garden Dr,Rexburg,ID,83441,Madison,(208) 276-9781,,,,"['Assisted Living', 'Skilled Nursing', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-9667,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057792,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
210,Madison Manor,3464 Sunset Blvd,Sugar City,ID,83402,Madison,(208) 456-1767,,,,['Independent Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-6467,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057819,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
211,Madison Springs,6372 Valley Rd,Rexburg,ID,83441,Madison,(208) 713-8189,,,,"['Independent Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-3347,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057840,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
212,Madison Memory Care,6729 Oak Dr,Teton,ID,83635,Madison,(208) 851-4213,,,,"['Skilled Nursing', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-8344,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057859,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
213,Sugar City Gardens,8693 Forest Ave,Sugar City,ID,83828,Madison,(208) 432-8523,,,,['Memory Care'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2560,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057879,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
214,Teton Manor,6032 Cedar Ave,Driggs,ID,83382,Teton,(208) 946-3694,,,,"['Memory Care', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-8115,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057928,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
215,Tetonia Ridge Senior Care,7600 Main St,Tetonia,ID,83401,Teton,(208) 976-7987,,,,"['Independent Living', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-8524,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.057950,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
216,Teton Springs,6409 Oak Dr,Driggs,ID,83418,Teton,(208) 538-6071,,,,"['Independent Living', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2056,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.058009,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
217,Driggs Ridge Senior Care,4740 River Rd,Driggs,ID,83469,Teton,(208) 704-8350,,,,"['Assisted Living', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-3657,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.058049,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
218,Teton Springs,4220 Sunset Blvd,Victor,ID,83543,Teton,(208) 638-8793,,,,"['Skilled Nursing', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-5640,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.058070,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
219,Teton Manor,2683 Broadway,Victor,ID,83726,Teton,(208) 787-4870,,,,"['Independent Living', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-3773,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.058090,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
220,Fremont Springs,841 Sunset Blvd,Ashton,ID,83391,Fremont,(208) 903-8760,,,,"['Assisted Living', 'Skilled Nursing', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2701,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.058172,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
221,Warm River Heights,4793 Mountain View Dr,Warm River,ID,83621,Fremont,(208) 816-1386,,,,"['Assisted Living', 'Independent Living', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-5560,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.058206,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
222,St. Anthony Gardens,1857 Park Ave,St. Anthony,ID,83571,Fremont,(208) 464-3476,,,,['Assisted Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-4754,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.058243,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
223,Fremont Senior Living,3871 Oak Dr,St. Anthony,ID,83590,Fremont,(208) 778-2280,,,,"['Assisted Living', 'Independent Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-1926,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.058264,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
224,Fremont Senior Living,8025 Main St,Island Park,ID,83805,Fremont,(208) 739-8982,,,,['Memory Care'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-6000,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.058291,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
225,Ashton Assisted Living,5269 Sunset Blvd,Ashton,ID,83630,Fremont,(208) 319-2505,,,,"['Skilled Nursing', 'Independent Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-3530,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.058314,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
226,Warm River Assisted Living,6735 Pine St,Warm River,ID,83593,Fremont,(208) 726-1162,,,,"['Independent Living', 'Memory Care', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-1180,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.058334,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
227,St. Anthony Heights,6171 Main St,St. Anthony,ID,83477,Fremont,(208) 788-7142,,,,['Memory Care'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-9261,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.058353,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
228,Clark Senior Living,4534 River Rd,Spencer,ID,83729,Clark,(208) 573-5649,,,,"['Memory Care', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-6754,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.058520,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
229,Clark Senior Living,3667 Cedar Ave,Dubois,ID,83266,Clark,(208) 816-9590,,,,['Assisted Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-4710,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.058575,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
230,Clark Senior Living,4302 Maple St,Dubois,ID,83275,Clark,(208) 423-2918,,,,"['Independent Living', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-7282,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.058614,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
231,Spencer Gardens,9501 Sunset Blvd,Spencer,ID,83779,Clark,(208) 818-9001,,,,"['Independent Living', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-1504,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.058649,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
232,Dubois Heights,8490 Valley Rd,Dubois,ID,83507,Clark,(208) 389-6378,,,,['Skilled Nursing'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-7911,Active,,0,False,,,,,,[],,[],Southeast Idaho,idaho_government_records,2025-07-10T16:22:44.058688,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
