id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Prairie Point,1000 Main Street,Adams,Adams,IL,60001,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20001,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.adams-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
256,Meadowbrook,1500 Park Avenue,Edwardsville,Madison,IL,60256,(317) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IL-ALF-20256,Illinois Department of Public Health,2024-08-06,75,False,False,False,https://www.madison-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,38.8906,-90.17309999999999
257,Prairie Point,1000 Main Street,Marion,Marion,IL,60257,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20257,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.marion-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
258,Lincoln Manor,1100 State Street,Marion,Marion,IL,60258,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20258,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.marion-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
259,Heritage Care,1200 Lincoln Avenue,Marion,Marion,IL,60259,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20259,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.marion-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
260,Riverside Living,1300 Oak Street,Marion,Marion,IL,60260,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20260,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.marion-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
261,Prairie Point,1000 Main Street,Marshall,Marshall,IL,60261,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20261,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.marshall-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
262,Lincoln Manor,1100 State Street,Marshall,Marshall,IL,60262,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20262,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.marshall-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
263,Heritage Care,1200 Lincoln Avenue,Marshall,Marshall,IL,60263,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20263,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.marshall-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
264,Riverside Living,1300 Oak Street,Marshall,Marshall,IL,60264,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20264,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.marshall-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
265,Prairie Point,1000 Main Street,Mason,Mason,IL,60265,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20265,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.mason-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
266,Lincoln Manor,1100 State Street,Mason,Mason,IL,60266,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20266,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.mason-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
267,Heritage Care,1200 Lincoln Avenue,Mason,Mason,IL,60267,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20267,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.mason-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
268,Riverside Living,1300 Oak Street,Mason,Mason,IL,60268,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20268,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.mason-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
269,Prairie Point,1000 Main Street,Massac,Massac,IL,60269,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20269,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.massac-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
270,Lincoln Manor,1100 State Street,Massac,Massac,IL,60270,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20270,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.massac-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
271,Heritage Care,1200 Lincoln Avenue,Massac,Massac,IL,60271,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20271,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.massac-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
272,Riverside Living,1300 Oak Street,Massac,Massac,IL,60272,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20272,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.massac-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
273,Prairie Point,1000 Main Street,McDonough,McDonough,IL,60273,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20273,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.mcdonough-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
274,Lincoln Manor,1100 State Street,McDonough,McDonough,IL,60274,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20274,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.mcdonough-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
275,Heritage Care,1200 Lincoln Avenue,McDonough,McDonough,IL,60275,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20275,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.mcdonough-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
276,Riverside Living,1300 Oak Street,McDonough,McDonough,IL,60276,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20276,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.mcdonough-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
277,Prairie Point,1000 Main Street,Woodstock,McHenry,IL,60277,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20277,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.mchenry-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,42.2834,-88.4942
278,Lincoln Manor,1100 State Street,Woodstock,McHenry,IL,60278,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20278,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.mchenry-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,42.2934,-88.4842
279,Heritage Care,1200 Lincoln Avenue,Woodstock,McHenry,IL,60279,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20279,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.mchenry-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,42.303399999999996,-88.4742
280,Riverside Living,1300 Oak Street,Woodstock,McHenry,IL,60280,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20280,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.mchenry-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,42.313399999999994,-88.4642
281,Oak Grove,1400 Maple Avenue,Woodstock,McHenry,IL,60281,(316) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IL-ALF-20281,Illinois Department of Public Health,2024-07-05,74,False,True,True,https://www.mchenry-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,42.3234,-88.4542
282,Meadowbrook,1500 Park Avenue,Woodstock,McHenry,IL,60282,(317) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IL-ALF-20282,Illinois Department of Public Health,2024-08-06,75,False,False,False,https://www.mchenry-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,42.3334,-88.4442
283,Sunset Manor,1600 Church Street,Woodstock,McHenry,IL,60283,(318) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,31,IL-ALF-20283,Illinois Department of Public Health,2024-09-07,76,True,True,False,https://www.mchenry-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,42.343399999999995,-88.4342
284,Garden View,1700 First Street,Woodstock,McHenry,IL,60284,(319) 407-1007,Senior Living,Assisted Living; Independent Living; Memory Care,32,IL-ALF-20284,Illinois Department of Public Health,2024-10-08,77,False,False,False,https://www.mchenry-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,42.3534,-88.4242
285,Prairie Point,1000 Main Street,Bloomington,McLean,IL,60285,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20285,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.mclean-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,40.434200000000004,-88.994
286,Lincoln Manor,1100 State Street,Bloomington,McLean,IL,60286,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20286,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.mclean-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,40.4442,-88.984
287,Heritage Care,1200 Lincoln Avenue,Bloomington,McLean,IL,60287,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20287,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.mclean-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,40.4542,-88.97399999999999
288,Riverside Living,1300 Oak Street,Bloomington,McLean,IL,60288,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20288,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.mclean-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,40.4642,-88.964
289,Oak Grove,1400 Maple Avenue,Bloomington,McLean,IL,60289,(316) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IL-ALF-20289,Illinois Department of Public Health,2024-07-05,74,False,True,True,https://www.mclean-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,40.4742,-88.954
290,Meadowbrook,1500 Park Avenue,Bloomington,McLean,IL,60290,(317) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IL-ALF-20290,Illinois Department of Public Health,2024-08-06,75,False,False,False,https://www.mclean-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,40.4842,-88.94399999999999
291,Prairie Point,1000 Main Street,Menard,Menard,IL,60291,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20291,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.menard-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
292,Lincoln Manor,1100 State Street,Menard,Menard,IL,60292,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20292,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.menard-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
293,Heritage Care,1200 Lincoln Avenue,Menard,Menard,IL,60293,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20293,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.menard-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
294,Riverside Living,1300 Oak Street,Menard,Menard,IL,60294,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20294,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.menard-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
295,Prairie Point,1000 Main Street,Mercer,Mercer,IL,60295,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20295,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.mercer-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
296,Lincoln Manor,1100 State Street,Mercer,Mercer,IL,60296,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20296,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.mercer-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
297,Heritage Care,1200 Lincoln Avenue,Mercer,Mercer,IL,60297,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20297,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.mercer-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
298,Riverside Living,1300 Oak Street,Mercer,Mercer,IL,60298,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20298,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.mercer-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
299,Prairie Point,1000 Main Street,Monroe,Monroe,IL,60299,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20299,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.monroe-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
300,Lincoln Manor,1100 State Street,Monroe,Monroe,IL,60300,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20300,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.monroe-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
301,Heritage Care,1200 Lincoln Avenue,Monroe,Monroe,IL,60301,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20301,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.monroe-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
302,Riverside Living,1300 Oak Street,Monroe,Monroe,IL,60302,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20302,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.monroe-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
303,Prairie Point,1000 Main Street,Montgomery,Montgomery,IL,60303,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20303,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.montgomery-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
304,Lincoln Manor,1100 State Street,Montgomery,Montgomery,IL,60304,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20304,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.montgomery-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
305,Heritage Care,1200 Lincoln Avenue,Montgomery,Montgomery,IL,60305,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20305,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.montgomery-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
306,Riverside Living,1300 Oak Street,Montgomery,Montgomery,IL,60306,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20306,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.montgomery-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
307,Prairie Point,1000 Main Street,Morgan,Morgan,IL,60307,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20307,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.morgan-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
308,Lincoln Manor,1100 State Street,Morgan,Morgan,IL,60308,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20308,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.morgan-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
309,Heritage Care,1200 Lincoln Avenue,Morgan,Morgan,IL,60309,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20309,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.morgan-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
310,Riverside Living,1300 Oak Street,Morgan,Morgan,IL,60310,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20310,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.morgan-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
311,Prairie Point,1000 Main Street,Moultrie,Moultrie,IL,60311,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20311,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.moultrie-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
312,Lincoln Manor,1100 State Street,Moultrie,Moultrie,IL,60312,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20312,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.moultrie-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
313,Heritage Care,1200 Lincoln Avenue,Moultrie,Moultrie,IL,60313,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20313,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.moultrie-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
314,Riverside Living,1300 Oak Street,Moultrie,Moultrie,IL,60314,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20314,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.moultrie-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
315,Prairie Point,1000 Main Street,Ogle,Ogle,IL,60315,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20315,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.ogle-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
316,Lincoln Manor,1100 State Street,Ogle,Ogle,IL,60316,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20316,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.ogle-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
317,Heritage Care,1200 Lincoln Avenue,Ogle,Ogle,IL,60317,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20317,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.ogle-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
318,Riverside Living,1300 Oak Street,Ogle,Ogle,IL,60318,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20318,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.ogle-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
319,Prairie Point,1000 Main Street,Peoria,Peoria,IL,60319,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20319,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.peoria-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,40.643600000000006,-89.629
320,Lincoln Manor,1100 State Street,Peoria,Peoria,IL,60320,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20320,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.peoria-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,40.653600000000004,-89.619
321,Heritage Care,1200 Lincoln Avenue,Peoria,Peoria,IL,60321,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20321,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.peoria-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,40.6636,-89.609
322,Riverside Living,1300 Oak Street,Peoria,Peoria,IL,60322,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20322,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.peoria-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,40.6736,-89.599
323,Oak Grove,1400 Maple Avenue,Peoria,Peoria,IL,60323,(316) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IL-ALF-20323,Illinois Department of Public Health,2024-07-05,74,False,True,True,https://www.peoria-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,40.683600000000006,-89.589
324,Meadowbrook,1500 Park Avenue,Peoria,Peoria,IL,60324,(317) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IL-ALF-20324,Illinois Department of Public Health,2024-08-06,75,False,False,False,https://www.peoria-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,40.6936,-89.579
325,Sunset Manor,1600 Church Street,Peoria,Peoria,IL,60325,(318) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,31,IL-ALF-20325,Illinois Department of Public Health,2024-09-07,76,True,True,False,https://www.peoria-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,40.7036,-89.569
326,Garden View,1700 First Street,Peoria,Peoria,IL,60326,(319) 407-1007,Senior Living,Assisted Living; Independent Living; Memory Care,32,IL-ALF-20326,Illinois Department of Public Health,2024-10-08,77,False,False,False,https://www.peoria-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,40.71360000000001,-89.559
327,Prairie Point,1000 Main Street,Perry,Perry,IL,60327,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20327,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.perry-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
328,Lincoln Manor,1100 State Street,Perry,Perry,IL,60328,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20328,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.perry-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
329,Heritage Care,1200 Lincoln Avenue,Perry,Perry,IL,60329,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20329,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.perry-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
330,Riverside Living,1300 Oak Street,Perry,Perry,IL,60330,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20330,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.perry-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
331,Prairie Point,1000 Main Street,Piatt,Piatt,IL,60331,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20331,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.piatt-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
332,Lincoln Manor,1100 State Street,Piatt,Piatt,IL,60332,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20332,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.piatt-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
333,Heritage Care,1200 Lincoln Avenue,Piatt,Piatt,IL,60333,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20333,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.piatt-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
334,Riverside Living,1300 Oak Street,Piatt,Piatt,IL,60334,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20334,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.piatt-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
335,Prairie Point,1000 Main Street,Pike,Pike,IL,60335,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20335,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.pike-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
336,Lincoln Manor,1100 State Street,Pike,Pike,IL,60336,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20336,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.pike-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
337,Heritage Care,1200 Lincoln Avenue,Pike,Pike,IL,60337,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20337,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.pike-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
338,Riverside Living,1300 Oak Street,Pike,Pike,IL,60338,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20338,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.pike-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
339,Prairie Point,1000 Main Street,Pope,Pope,IL,60339,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20339,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.pope-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
340,Lincoln Manor,1100 State Street,Pope,Pope,IL,60340,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20340,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.pope-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
341,Heritage Care,1200 Lincoln Avenue,Pope,Pope,IL,60341,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20341,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.pope-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
