id,name,address,city,state,zip_code,county,phone,facility_type,licensed_beds,license_number,administrator,coordinates,data_source
373,Heritage Court,4262 Washington St,Somerset,Kentucky,42501,Pulaski,(859) 896-1989,Personal Care Home,94,KY44066,Susan Rodriguez,"[37.075180112582366, -84.58588957058377]",Kentucky Cabinet for Health and Family Services
374,Somerset Retirement Community,6625 Washington St,Somerset,Kentucky,42501,Pulaski,(270) 253-7089,Skilled Nursing Facility,25,KY17582,David Brown,"[37.111078244751205, -84.5951374046142]",Kentucky Cabinet for Health and Family Services
375,Somerset Court,4648 Second St,Somerset,Kentucky,42501,Pulaski,(859) 736-8525,Assisted Living,167,KY65205,Michael Hernandez,"[37.08141249428997, -84.6186622285396]",Kentucky Cabinet for Health and Family Services
376,Somerset Gardens,6472 Lincoln Ave,Somerset,Kentucky,42503,Pulaski,(270) 666-7746,Personal Care Home,131,KY33024,Sandra Wilson,"[37.10363602188559, -84.60643159110627]",Kentucky Cabinet for Health and Family Services
377,Sunset Manor,6398 Bluegrass Blvd,Somerset,Kentucky,42501,Pulaski,(502) 999-4501,Skilled Nursing Facility,81,KY88747,Karen Hernandez,"[37.08570197111359, -84.60926661985982]",Kentucky Cabinet for Health and Family Services
378,Maple Senior Living,2887 Lincoln Ave,Somerset,Kentucky,42503,Pulaski,(859) 424-1725,Personal Care Home,120,KY11467,Donald Clark,"[37.07734483788049, -84.60660859676166]",Kentucky Cabinet for Health and Family Services
379,Derby Gardens,4006 Bluegrass Blvd,Somerset,Kentucky,42501,Pulaski,(502) 836-4989,Continuing Care Retirement Community,101,KY61287,Helen Davis,"[37.08477624705492, -84.59895436991684]",Kentucky Cabinet for Health and Family Services
380,Somerset Gardens,7616 Main St,Somerset,Kentucky,42501,Pulaski,(364) 573-7279,Assisted Living,164,KY70351,Donna Moore,"[37.110056325467916, -84.59581316107688]",Kentucky Cabinet for Health and Family Services
381,Sunset Court,5872 Church St,Somerset,Kentucky,42503,Pulaski,(502) 679-1216,Memory Care,102,KY53346,Lisa Smith,"[37.077787109063756, -84.59501084927533]",Kentucky Cabinet for Health and Family Services
382,Somerset Manor,9984 Bluegrass Blvd,Somerset,Kentucky,42501,Pulaski,(502) 700-5229,Assisted Living,33,KY37980,David Moore,"[37.09483341563593, -84.61773382940947]",Kentucky Cabinet for Health and Family Services
383,Magnolia Memory Care,1937 Madison Rd,Somerset,Kentucky,42503,Pulaski,(502) 488-9971,Skilled Nursing Facility,43,KY57815,Charles Jackson,"[37.08077205183713, -84.59705359269024]",Kentucky Cabinet for Health and Family Services
384,Oak Center,5633 Bourbon St,Campbellsville,Kentucky,42718,Taylor,(859) 277-3084,Adult Day Care,117,KY28893,Elizabeth Anderson,"[37.3360284944832, -85.34416569397742]",Kentucky Cabinet for Health and Family Services
385,Campbellsville Place,2420 Church St,Campbellsville,Kentucky,42718,Taylor,(606) 742-2698,Adult Day Care,62,KY28110,John Martinez,"[37.34621131751793, -85.32534522524801]",Kentucky Cabinet for Health and Family Services
386,Heritage Center,3242 Derby Dr,Campbellsville,Kentucky,42718,Taylor,(270) 618-8013,Personal Care Home,85,KY38580,Christopher Harris,"[37.357114906712965, -85.35675594985064]",Kentucky Cabinet for Health and Family Services
387,Campbellsville Gardens,2040 Third St,Campbellsville,Kentucky,42718,Taylor,(606) 554-8180,Adult Day Care,123,KY53559,Patricia Miller,"[37.32831191077127, -85.332524640746]",Kentucky Cabinet for Health and Family Services
388,Oak Villa,2093 Second St,Campbellsville,Kentucky,42718,Taylor,(606) 633-5789,Independent Living,175,KY76508,Susan Perez,"[37.34149542037732, -85.32543300094932]",Kentucky Cabinet for Health and Family Services
389,Campbellsville Commons,2075 Second St,Campbellsville,Kentucky,42718,Taylor,(859) 689-5700,Personal Care Home,163,KY62730,Donna Hernandez,"[37.32619414719784, -85.35427812349623]",Kentucky Cabinet for Health and Family Services
390,Campbellsville Assisted Living,9918 Derby Dr,Campbellsville,Kentucky,42718,Taylor,(364) 340-9009,Memory Care,136,KY78727,Christopher Moore,"[37.32408737358874, -85.3370038172211]",Kentucky Cabinet for Health and Family Services
391,Bourbon Villa,1064 Cedar Ln,Campbellsville,Kentucky,42718,Taylor,(364) 752-9701,Skilled Nursing Facility,149,KY84712,Daniel Hernandez,"[37.33662177443397, -85.33347554921114]",Kentucky Cabinet for Health and Family Services
392,Campbellsville Skilled Nursing,3115 Second St,Campbellsville,Kentucky,42718,Taylor,(364) 395-7022,Personal Care Home,78,KY96108,Donna Perez,"[37.335237572006704, -85.33034853551464]",Kentucky Cabinet for Health and Family Services
393,Campbellsville Skilled Nursing,1752 Monroe St,Campbellsville,Kentucky,42718,Taylor,(502) 639-3917,Memory Care,112,KY66546,Nancy Harris,"[37.33104628075083, -85.33031156186584]",Kentucky Cabinet for Health and Family Services
394,Heritage Memory Care,274 Pine Rd,Campbellsville,Kentucky,42718,Taylor,(606) 324-3109,Continuing Care Retirement Community,162,KY80881,Jennifer Smith,"[37.3389672553072, -85.34714295300479]",Kentucky Cabinet for Health and Family Services
395,Maple Health Care,5746 Oak Ave,Campbellsville,Kentucky,42718,Taylor,(270) 730-4482,Assisted Living,46,KY11585,Thomas Moore,"[37.330439303312815, -85.32827587184505]",Kentucky Cabinet for Health and Family Services
396,Valley Manor,571 Park Ave,Campbellsville,Kentucky,42718,Taylor,(859) 823-6812,Personal Care Home,109,KY81978,Donna Walker,"[37.35281969439205, -85.3409776566406]",Kentucky Cabinet for Health and Family Services
397,Kentucky Gardens,8971 Third St,Campbellsville,Kentucky,42718,Taylor,(859) 846-5536,Skilled Nursing Facility,71,KY90161,Matthew Anderson,"[37.34268426641327, -85.35411991566745]",Kentucky Cabinet for Health and Family Services
398,Meadow Nursing Home,5918 Bourbon St,Campbellsville,Kentucky,42718,Taylor,(606) 676-7347,Independent Living,79,KY57039,Barbara Lopez,"[37.33514113299706, -85.32629829619223]",Kentucky Cabinet for Health and Family Services
399,Campbellsville Place,6588 Second St,Campbellsville,Kentucky,42718,Taylor,(606) 469-6715,Personal Care Home,89,KY28382,Jennifer Martinez,"[37.337249247833, -85.34184247971668]",Kentucky Cabinet for Health and Family Services
400,Oak Gardens,2138 First St,Glasgow,Kentucky,42142,Barren,(502) 423-4980,Independent Living,91,KY78693,Helen Wilson,"[37.01441723842954, -85.90261725381991]",Kentucky Cabinet for Health and Family Services
401,Valley Manor,4063 Third St,Glasgow,Kentucky,42142,Barren,(364) 859-4533,Personal Care Home,119,KY36084,Sarah Walker,"[36.98574904300093, -85.92666871531407]",Kentucky Cabinet for Health and Family Services
402,Oak Manor,2786 Monroe St,Glasgow,Kentucky,42142,Barren,(364) 475-9828,Memory Care,163,KY85475,Nancy Thomas,"[36.99235005969287, -85.90838751676351]",Kentucky Cabinet for Health and Family Services
403,Glasgow Gardens,3639 Washington St,Glasgow,Kentucky,42141,Barren,(502) 512-9429,Continuing Care Retirement Community,125,KY24324,William Walker,"[37.01326368486064, -85.89895200569524]",Kentucky Cabinet for Health and Family Services
404,Glasgow Gardens,8805 Bluegrass Blvd,Glasgow,Kentucky,42142,Barren,(502) 362-9387,Adult Day Care,48,KY19439,Thomas Martin,"[36.98996139528246, -85.90122988549805]",Kentucky Cabinet for Health and Family Services
405,Thoroughbred Health Care,2677 First St,Glasgow,Kentucky,42142,Barren,(502) 846-3223,Skilled Nursing Facility,137,KY13665,William Lewis,"[37.00963610519114, -85.91530568342247]",Kentucky Cabinet for Health and Family Services
406,Riverside Gardens,6827 Church St,Glasgow,Kentucky,42142,Barren,(364) 457-5174,Memory Care,150,KY49115,Patricia Anderson,"[37.01427792732055, -85.905012221777]",Kentucky Cabinet for Health and Family Services
407,Bourbon Skilled Nursing,3833 Madison Rd,Glasgow,Kentucky,42141,Barren,(859) 665-2858,Independent Living,49,KY87172,Barbara Gonzalez,"[36.98235505143469, -85.91286974560447]",Kentucky Cabinet for Health and Family Services
408,Maple Commons,7798 Main St,Glasgow,Kentucky,42141,Barren,(502) 521-8109,Assisted Living,175,KY97884,Donald Thomas,"[36.99053004931069, -85.90232468562971]",Kentucky Cabinet for Health and Family Services
409,Meadow Commons,269 Jefferson Dr,Glasgow,Kentucky,42142,Barren,(270) 368-2537,Continuing Care Retirement Community,73,KY48377,Jennifer Lopez,"[36.99786250338218, -85.91326465459464]",Kentucky Cabinet for Health and Family Services
410,Heritage Manor,6222 Washington St,Glasgow,Kentucky,42142,Barren,(270) 775-7667,Skilled Nursing Facility,65,KY39886,Elizabeth Johnson,"[36.98717723450684, -85.89552483003668]",Kentucky Cabinet for Health and Family Services
411,Glasgow Center,2788 Mill St,Glasgow,Kentucky,42141,Barren,(502) 228-2885,Independent Living,105,KY88143,Betty Johnson,"[36.993625655401985, -85.91665987346414]",Kentucky Cabinet for Health and Family Services
412,Derby Court,6224 Horse Park Rd,Glasgow,Kentucky,42141,Barren,(502) 831-7962,Personal Care Home,40,KY78827,Donald Ramirez,"[36.99014920952055, -85.8977250630126]",Kentucky Cabinet for Health and Family Services
413,Valley Retirement Community,4998 Third St,Glasgow,Kentucky,42142,Barren,(502) 542-9127,Adult Day Care,84,KY28860,Mary Martin,"[36.997314893000286, -85.90912166799521]",Kentucky Cabinet for Health and Family Services
414,Thoroughbred Villa,2998 Cedar Ln,Glasgow,Kentucky,42141,Barren,(364) 332-7619,Continuing Care Retirement Community,169,KY19841,Michael Thompson,"[36.99568055486966, -85.90725223990243]",Kentucky Cabinet for Health and Family Services
415,Heritage Commons,1727 First St,Glasgow,Kentucky,42141,Barren,(270) 675-6322,Adult Day Care,155,KY13530,Daniel Gonzalez,"[37.000679390315916, -85.91030159465036]",Kentucky Cabinet for Health and Family Services
416,Glasgow Manor,7692 Church St,Glasgow,Kentucky,42142,Barren,(270) 926-6988,Continuing Care Retirement Community,71,KY31677,Betty Wilson,"[37.00617612479436, -85.89279088122039]",Kentucky Cabinet for Health and Family Services
417,Pikeville Center,1822 Park Ave,Pikeville,Kentucky,41502,Pike,(502) 916-9842,Continuing Care Retirement Community,57,KY82367,Barbara Robinson,"[37.468713093138014, -82.52500445365686]",Kentucky Cabinet for Health and Family Services
418,Derby Villa,9443 Park Ave,Pikeville,Kentucky,41501,Pike,(859) 909-6821,Adult Day Care,155,KY12458,Donald Martin,"[37.4675476156776, -82.50655240218649]",Kentucky Cabinet for Health and Family Services
419,Golden Commons,653 Main St,Pikeville,Kentucky,41502,Pike,(270) 204-7394,Skilled Nursing Facility,90,KY39566,William Walker,"[37.464551702405224, -82.50547495869691]",Kentucky Cabinet for Health and Family Services
420,Oak Nursing Home,9745 Main St,Pikeville,Kentucky,41502,Pike,(270) 766-1002,Assisted Living,46,KY23477,Betty Hernandez,"[37.470257319625254, -82.53609895342757]",Kentucky Cabinet for Health and Family Services
421,Pikeville Retirement Community,6357 Oak Ave,Pikeville,Kentucky,41501,Pike,(606) 538-5227,Skilled Nursing Facility,139,KY66289,Matthew Jones,"[37.46306949434854, -82.51257779248967]",Kentucky Cabinet for Health and Family Services
422,Court Health Care,5925 Bluegrass Blvd,Pikeville,Kentucky,41501,Pike,(859) 726-4966,Assisted Living,45,KY55354,Donna Williams,"[37.49848632899913, -82.53171838960813]",Kentucky Cabinet for Health and Family Services
423,Bluegrass Commons,8082 Horse Park Rd,Pikeville,Kentucky,41502,Pike,(606) 800-8396,Continuing Care Retirement Community,132,KY79362,Richard Williams,"[37.46139444096109, -82.50488551446213]",Kentucky Cabinet for Health and Family Services
424,Pikeville Gardens,1353 First St,Pikeville,Kentucky,41501,Pike,(859) 901-5429,Adult Day Care,167,KY19328,Donna White,"[37.49444200321154, -82.51574583919181]",Kentucky Cabinet for Health and Family Services
425,Hillside Retirement Community,8980 Elm St,Pikeville,Kentucky,41502,Pike,(859) 998-4773,Independent Living,140,KY56069,Karen Jones,"[37.489986446699014, -82.51681301636678]",Kentucky Cabinet for Health and Family Services
426,Pikeville Senior Living,3654 Lincoln Ave,Pikeville,Kentucky,41501,Pike,(606) 201-8466,Adult Day Care,171,KY20634,Susan Robinson,"[37.48582431950284, -82.49946129682608]",Kentucky Cabinet for Health and Family Services
427,Magnolia Assisted Living,4968 Derby Dr,Pikeville,Kentucky,41502,Pike,(502) 835-1821,Independent Living,122,KY99221,Lisa Taylor,"[37.46009459979842, -82.50717736759242]",Kentucky Cabinet for Health and Family Services
428,Pikeville Memory Care,4397 Mill St,Pikeville,Kentucky,41502,Pike,(270) 742-9872,Assisted Living,126,KY69587,Donna Rodriguez,"[37.479216524812166, -82.50758952897263]",Kentucky Cabinet for Health and Family Services
429,Manor Gardens,1428 Bourbon St,Pikeville,Kentucky,41501,Pike,(270) 605-2265,Independent Living,80,KY77163,Elizabeth Miller,"[37.48520360810072, -82.53568197265238]",Kentucky Cabinet for Health and Family Services
430,Thoroughbred Villa,2239 Jefferson Dr,Pikeville,Kentucky,41502,Pike,(606) 788-2112,Memory Care,73,KY60572,William Martin,"[37.46043841005585, -82.51881701722276]",Kentucky Cabinet for Health and Family Services
431,Pikeville Court,2442 Oak Ave,Pikeville,Kentucky,41502,Pike,(606) 999-8280,Skilled Nursing Facility,149,KY58418,Matthew Martinez,"[37.47813841661724, -82.51231498260344]",Kentucky Cabinet for Health and Family Services
432,Place Place,758 Bluegrass Blvd,Pikeville,Kentucky,41502,Pike,(502) 364-6508,Memory Care,42,KY81735,Anthony Smith,"[37.47161875462039, -82.50003393489801]",Kentucky Cabinet for Health and Family Services
433,Garden Place,5230 Maple Dr,Pikeville,Kentucky,41502,Pike,(270) 884-9787,Skilled Nursing Facility,146,KY38765,Mary Jones,"[37.47318973150817, -82.50132557745707]",Kentucky Cabinet for Health and Family Services
434,Maysville Skilled Nursing,363 Maple Dr,Maysville,Kentucky,41056,Mason,(364) 585-6432,Assisted Living,135,KY90949,Robert Davis,"[38.639923626734785, -83.75555518694462]",Kentucky Cabinet for Health and Family Services
435,Golden Place,6834 Horse Park Rd,Maysville,Kentucky,41056,Mason,(859) 943-4159,Adult Day Care,53,KY86239,Richard Lee,"[38.65777281517645, -83.73796988327781]",Kentucky Cabinet for Health and Family Services
436,Bluegrass Assisted Living,8670 Kentucky Ave,Maysville,Kentucky,41056,Mason,(270) 502-3566,Personal Care Home,25,KY75459,Nancy Taylor,"[38.66046963877954, -83.74756691986337]",Kentucky Cabinet for Health and Family Services
437,Place Court,6248 First St,Maysville,Kentucky,41056,Mason,(606) 365-9993,Continuing Care Retirement Community,47,KY15551,Anthony Walker,"[38.646750314155035, -83.7276697287995]",Kentucky Cabinet for Health and Family Services
438,Valley Health Care,6524 Oak Ave,Maysville,Kentucky,41056,Mason,(859) 826-1181,Skilled Nursing Facility,62,KY80522,Elizabeth Harris,"[38.62501024889553, -83.73798023738432]",Kentucky Cabinet for Health and Family Services
439,Bluegrass Center,8635 Monroe St,Maysville,Kentucky,41056,Mason,(606) 633-6436,Independent Living,135,KY40473,Patricia Martinez,"[38.6279353769846, -83.74252671846979]",Kentucky Cabinet for Health and Family Services
440,Kentucky Memory Care,8686 Derby Dr,Maysville,Kentucky,41056,Mason,(502) 955-6637,Skilled Nursing Facility,74,KY41634,Sarah Ramirez,"[38.62165969271252, -83.73766221546337]",Kentucky Cabinet for Health and Family Services
441,Maysville Commons,3741 Monroe St,Maysville,Kentucky,41056,Mason,(270) 320-3065,Adult Day Care,34,KY57837,David Jones,"[38.64453063528343, -83.72920060378283]",Kentucky Cabinet for Health and Family Services
442,Bourbon Skilled Nursing,8448 Bourbon St,Maysville,Kentucky,41056,Mason,(364) 853-4301,Skilled Nursing Facility,116,KY40037,Mary Harris,"[38.655475078359736, -83.73995302077012]",Kentucky Cabinet for Health and Family Services
443,Heritage Health Care,5762 Madison Rd,Maysville,Kentucky,41056,Mason,(270) 390-4836,Assisted Living,135,KY45472,Jennifer Williams,"[38.629675804437426, -83.74720256179201]",Kentucky Cabinet for Health and Family Services
444,Court Center,4989 Elm St,Maysville,Kentucky,41056,Mason,(364) 256-7755,Continuing Care Retirement Community,115,KY64934,Joseph Martinez,"[38.63440999407239, -83.75635150656089]",Kentucky Cabinet for Health and Family Services
445,Maysville Memory Care,1179 Elm St,Maysville,Kentucky,41056,Mason,(606) 553-6033,Skilled Nursing Facility,80,KY16771,Anthony Rodriguez,"[38.626216430010615, -83.74891313215146]",Kentucky Cabinet for Health and Family Services
446,Maysville Villa,8251 Bourbon St,Maysville,Kentucky,41056,Mason,(606) 948-5830,Continuing Care Retirement Community,34,KY26972,Anthony Moore,"[38.65625519714035, -83.73785422097218]",Kentucky Cabinet for Health and Family Services
447,Manor Nursing Home,3343 Church St,Maysville,Kentucky,41056,Mason,(502) 428-3563,Personal Care Home,46,KY35075,Barbara Gonzalez,"[38.650917806034265, -83.76313084944023]",Kentucky Cabinet for Health and Family Services
448,Manor Memory Care,6623 Maple Dr,Maysville,Kentucky,41056,Mason,(502) 809-7245,Independent Living,130,KY12468,Mark Williams,"[38.63925753365011, -83.724657710638]",Kentucky Cabinet for Health and Family Services
449,Bluegrass Skilled Nursing,6895 First St,Maysville,Kentucky,41056,Mason,(606) 626-5053,Skilled Nursing Facility,122,KY76110,Robert Rodriguez,"[38.629474008451645, -83.75439053547909]",Kentucky Cabinet for Health and Family Services
450,Manor Health Care,9095 Jefferson Dr,Maysville,Kentucky,41056,Mason,(502) 610-7191,Independent Living,176,KY93726,Jennifer Ramirez,"[38.63931121640637, -83.72528954138092]",Kentucky Cabinet for Health and Family Services
451,Kentucky Senior Living,3122 Mill St,Maysville,Kentucky,41056,Mason,(859) 441-9867,Skilled Nursing Facility,84,KY33026,Susan Moore,"[38.65184509764574, -83.73102568874893]",Kentucky Cabinet for Health and Family Services
452,Maysville Skilled Nursing,8982 Oak Ave,Maysville,Kentucky,41056,Mason,(859) 793-3744,Personal Care Home,134,KY98230,Patricia Hernandez,"[38.65560493166156, -83.72750774455562]",Kentucky Cabinet for Health and Family Services
453,Maysville Villa,6625 Bluegrass Blvd,Maysville,Kentucky,41056,Mason,(364) 836-8731,Independent Living,127,KY75674,Christopher Thomas,"[38.62225915903908, -83.73084403140764]",Kentucky Cabinet for Health and Family Services
454,Riverside Place,1322 Main St,Corbin,Kentucky,40702,Whitley,(859) 847-9658,Continuing Care Retirement Community,164,KY52739,Susan Thompson,"[36.949084611594394, -84.11477675719955]",Kentucky Cabinet for Health and Family Services
455,Oak Skilled Nursing,2485 Third St,Corbin,Kentucky,40701,Whitley,(859) 452-7151,Personal Care Home,129,KY94111,Lisa Moore,"[36.96001900965595, -84.0966031546446]",Kentucky Cabinet for Health and Family Services
456,Pine Skilled Nursing,4294 Pine Rd,Corbin,Kentucky,40702,Whitley,(606) 645-3056,Memory Care,118,KY91654,Susan Rodriguez,"[36.93431137059188, -84.09902080081642]",Kentucky Cabinet for Health and Family Services
457,Corbin Senior Living,7306 Mill St,Corbin,Kentucky,40701,Whitley,(364) 838-8897,Skilled Nursing Facility,137,KY11280,Nancy Anderson,"[36.94224293452464, -84.11360208507855]",Kentucky Cabinet for Health and Family Services
458,Hillside Commons,4718 Washington St,Corbin,Kentucky,40702,Whitley,(502) 400-9603,Personal Care Home,157,KY47671,Charles Thompson,"[36.92530191092384, -84.10291573322898]",Kentucky Cabinet for Health and Family Services
459,Corbin Center,1895 Washington St,Corbin,Kentucky,40701,Whitley,(859) 572-3969,Assisted Living,118,KY44135,Matthew Jackson,"[36.946665443976556, -84.1086942339657]",Kentucky Cabinet for Health and Family Services
460,Corbin Place,1619 Cedar Ln,Corbin,Kentucky,40702,Whitley,(270) 763-8024,Assisted Living,53,KY90773,Karen Walker,"[36.94493608559187, -84.11512905476391]",Kentucky Cabinet for Health and Family Services
461,Golden Skilled Nursing,7261 Lincoln Ave,Corbin,Kentucky,40702,Whitley,(502) 342-8497,Memory Care,111,KY49552,Donald Williams,"[36.94184411319464, -84.08552455188142]",Kentucky Cabinet for Health and Family Services
462,Corbin Court,3100 Main St,Corbin,Kentucky,40702,Whitley,(606) 697-1952,Memory Care,165,KY63552,Anthony Brown,"[36.95708557703098, -84.10240624735498]",Kentucky Cabinet for Health and Family Services
463,Garden Gardens,6387 Bluegrass Blvd,Corbin,Kentucky,40702,Whitley,(270) 461-1620,Independent Living,177,KY15796,Mary Sanchez,"[36.924182278810385, -84.08437543091823]",Kentucky Cabinet for Health and Family Services
464,Maple Senior Living,7146 Park Ave,London,Kentucky,40742,Laurel,(859) 859-9544,Assisted Living,159,KY43561,Mary Perez,"[37.14322637262555, -84.06435338350884]",Kentucky Cabinet for Health and Family Services
465,Court Senior Living,8434 Cedar Ln,London,Kentucky,40743,Laurel,(270) 464-9923,Adult Day Care,27,KY97302,Helen Harris,"[37.137331001410836, -84.08875975940872]",Kentucky Cabinet for Health and Family Services
466,Riverside Court,6571 Oak Ave,London,Kentucky,40742,Laurel,(606) 293-6891,Adult Day Care,74,KY51486,Jessica Johnson,"[37.12357744046246, -84.07944991764434]",Kentucky Cabinet for Health and Family Services
467,Heritage Memory Care,6870 Jefferson Dr,London,Kentucky,40750,Laurel,(859) 873-1021,Personal Care Home,149,KY14499,Sarah Martin,"[37.14000375240487, -84.08103350956709]",Kentucky Cabinet for Health and Family Services
468,Place Retirement Community,917 Washington St,London,Kentucky,40750,Laurel,(859) 532-9752,Memory Care,169,KY46747,Daniel Sanchez,"[37.11836501392091, -84.08720157105064]",Kentucky Cabinet for Health and Family Services
469,London Place,6893 Mill St,London,Kentucky,40744,Laurel,(270) 824-2937,Independent Living,67,KY46482,Donna Lewis,"[37.14245128117047, -84.09218535761977]",Kentucky Cabinet for Health and Family Services
470,Place Assisted Living,7587 Lincoln Ave,London,Kentucky,40743,Laurel,(859) 809-9347,Personal Care Home,118,KY65163,Karen Lee,"[37.13621743555657, -84.08673482607699]",Kentucky Cabinet for Health and Family Services
471,Place Villa,6732 Pine Rd,London,Kentucky,40742,Laurel,(859) 828-5777,Independent Living,48,KY10794,Donald Lee,"[37.133270546272136, -84.0883301826968]",Kentucky Cabinet for Health and Family Services
472,London Senior Living,7138 Derby Dr,London,Kentucky,40741,Laurel,(859) 896-5235,Independent Living,115,KY14026,Elizabeth Wilson,"[37.13594699900308, -84.09649761097444]",Kentucky Cabinet for Health and Family Services
473,Golden Commons,8314 Mill St,London,Kentucky,40745,Laurel,(364) 675-8220,Skilled Nursing Facility,161,KY67304,Michael Sanchez,"[37.13973182178123, -84.10310897472604]",Kentucky Cabinet for Health and Family Services
474,Derby Manor,5211 Mill St,London,Kentucky,40741,Laurel,(606) 405-7115,Independent Living,88,KY51757,Barbara Lee,"[37.147270041227415, -84.06669379329055]",Kentucky Cabinet for Health and Family Services
475,Meadow Court,8383 Cedar Ln,London,Kentucky,40744,Laurel,(859) 295-5958,Continuing Care Retirement Community,164,KY35906,Daniel Thomas,"[37.13727413430857, -84.06952525715661]",Kentucky Cabinet for Health and Family Services
476,London Nursing Home,3281 Bourbon St,London,Kentucky,40745,Laurel,(859) 699-8618,Independent Living,113,KY92210,Donna White,"[37.1303663140034, -84.08254681283337]",Kentucky Cabinet for Health and Family Services
477,London Skilled Nursing,2536 Pine Rd,London,Kentucky,40743,Laurel,(502) 634-9986,Memory Care,173,KY67817,John Williams,"[37.13886599632952, -84.09615858519307]",Kentucky Cabinet for Health and Family Services
478,London Skilled Nursing,9547 First St,London,Kentucky,40745,Laurel,(502) 657-7961,Independent Living,65,KY56896,Charles Martinez,"[37.13181815352468, -84.09101352237573]",Kentucky Cabinet for Health and Family Services
479,Sunset Place,5253 Derby Dr,Hazard,Kentucky,41702,Perry,(859) 462-4274,Skilled Nursing Facility,70,KY86798,Nancy White,"[37.256766320513805, -83.20209198374705]",Kentucky Cabinet for Health and Family Services
480,Maple Senior Living,8966 Second St,Hazard,Kentucky,41701,Perry,(859) 386-9660,Continuing Care Retirement Community,163,KY98554,William Hernandez,"[37.24988877167659, -83.2108547684462]",Kentucky Cabinet for Health and Family Services
481,Hazard Villa,193 Mill St,Hazard,Kentucky,41701,Perry,(859) 763-5575,Skilled Nursing Facility,168,KY42717,Patricia Martin,"[37.244681086233854, -83.20097407777335]",Kentucky Cabinet for Health and Family Services
482,Derby Gardens,1142 Kentucky Ave,Hazard,Kentucky,41701,Perry,(270) 817-8565,Personal Care Home,63,KY52585,Jennifer Martin,"[37.244990179374604, -83.20389061934296]",Kentucky Cabinet for Health and Family Services
483,Pine Skilled Nursing,2941 Monroe St,Hazard,Kentucky,41701,Perry,(270) 772-5852,Assisted Living,42,KY44174,Donna Perez,"[37.26107599432126, -83.21211941528956]",Kentucky Cabinet for Health and Family Services
484,Kentucky Place,1464 Lincoln Ave,Hazard,Kentucky,41701,Perry,(270) 372-5302,Skilled Nursing Facility,166,KY37691,Mary Thompson,"[37.24554936974228, -83.19827371619874]",Kentucky Cabinet for Health and Family Services
485,Maple Senior Living,1393 Madison Rd,Hazard,Kentucky,41702,Perry,(502) 983-3173,Adult Day Care,137,KY11397,Sandra Johnson,"[37.26602908373961, -83.18993297698327]",Kentucky Cabinet for Health and Family Services
486,Hazard Place,9162 Madison Rd,Hazard,Kentucky,41701,Perry,(606) 636-4456,Memory Care,98,KY77494,Christopher Gonzalez,"[37.244400058802434, -83.18678123192822]",Kentucky Cabinet for Health and Family Services
487,Hazard Assisted Living,2727 Kentucky Ave,Hazard,Kentucky,41702,Perry,(270) 875-9439,Adult Day Care,74,KY17849,Michael Miller,"[37.24623829967434, -83.18380262419815]",Kentucky Cabinet for Health and Family Services
488,Hazard Commons,3023 Lincoln Ave,Hazard,Kentucky,41702,Perry,(364) 661-1707,Assisted Living,51,KY90356,Karen Garcia,"[37.231257623707016, -83.18034881519492]",Kentucky Cabinet for Health and Family Services
