id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Gateway Manor,1000 Main Street,Kirksville,Adair,MO,63001,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60001,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.adair-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.139700000000005,-92.62960000000001
572,Blue Springs Commons,2000 Branson Boulevard,Platte City,Platte,MO,63572,(324) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,50,MO-ALF-60572,Missouri Department of Health and Senior Services,2024-04-11,85,False,True,False,https://www.platte-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.3264,-94.7554
573,Liberty Manor,2100 Mississippi Drive,Platte City,Platte,MO,63573,(325) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,51,MO-ALF-60573,Missouri Department of Health and Senior Services,2024-05-12,86,False,False,False,https://www.platte-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.3364,-94.7454
574,Gateway Manor,1000 Main Street,Bolivar,Polk,MO,63574,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60574,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.polk-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.626400000000004,-93.47540000000001
575,Show-Me Village,1100 Missouri Avenue,Bolivar,Polk,MO,63575,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60575,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.polk-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.6364,-93.4654
576,Ozark Commons,1200 Gateway Boulevard,Bolivar,Polk,MO,63576,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60576,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.polk-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.6464,-93.4554
577,Missouri River Village,1300 Show-Me Drive,Bolivar,Polk,MO,63577,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60577,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.polk-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.6564,-93.4454
578,Kansas City Commons,1400 Ozark Street,Bolivar,Polk,MO,63578,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60578,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.polk-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.6664,-93.4354
579,St. Louis Manor,1500 Kansas City Avenue,Bolivar,Polk,MO,63579,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60579,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.polk-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.6764,-93.4254
580,Springfield Village,1600 St. Louis Boulevard,Bolivar,Polk,MO,63580,(320) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,46,MO-ALF-60580,Missouri Department of Health and Senior Services,2024-09-07,81,True,True,False,https://www.polk-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.6864,-93.4154
581,Columbia Commons,1700 Springfield Drive,Bolivar,Polk,MO,63581,(321) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,47,MO-ALF-60581,Missouri Department of Health and Senior Services,2024-10-08,82,False,False,False,https://www.polk-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.696400000000004,-93.4054
582,Independence Manor,1800 Independence Street,Bolivar,Polk,MO,63582,(322) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,48,MO-ALF-60582,Missouri Department of Health and Senior Services,2024-11-09,83,False,True,True,https://www.polk-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.7064,-93.47540000000001
583,Lee's Summit Village,1900 Liberty Avenue,Bolivar,Polk,MO,63583,(323) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,49,MO-ALF-60583,Missouri Department of Health and Senior Services,2024-03-10,84,True,False,False,https://www.polk-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.7164,-93.4654
584,Gateway Manor,1000 Main Street,Waynesville,Pulaski,MO,63584,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60584,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.pulaski-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.7764,-92.2754
585,Show-Me Village,1100 Missouri Avenue,Waynesville,Pulaski,MO,63585,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60585,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.pulaski-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.7864,-92.2654
586,Ozark Commons,1200 Gateway Boulevard,Waynesville,Pulaski,MO,63586,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60586,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.pulaski-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.7964,-92.2554
587,Missouri River Village,1300 Show-Me Drive,Waynesville,Pulaski,MO,63587,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60587,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.pulaski-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.8064,-92.2454
588,Kansas City Commons,1400 Ozark Street,Waynesville,Pulaski,MO,63588,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60588,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.pulaski-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.8164,-92.2354
589,St. Louis Manor,1500 Kansas City Avenue,Waynesville,Pulaski,MO,63589,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60589,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.pulaski-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.8264,-92.2254
590,Gateway Manor,1000 Main Street,Unionville,Putnam,MO,63590,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60590,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.putnam-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.476400000000005,-93.0754
591,Show-Me Village,1100 Missouri Avenue,Unionville,Putnam,MO,63591,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60591,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.putnam-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.4864,-93.0654
592,Ozark Commons,1200 Gateway Boulevard,Unionville,Putnam,MO,63592,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60592,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.putnam-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.4964,-93.05539999999999
593,Missouri River Village,1300 Show-Me Drive,Unionville,Putnam,MO,63593,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60593,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.putnam-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.5064,-93.0454
594,Kansas City Commons,1400 Ozark Street,Unionville,Putnam,MO,63594,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60594,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.putnam-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.516400000000004,-93.0354
595,St. Louis Manor,1500 Kansas City Avenue,Unionville,Putnam,MO,63595,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60595,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.putnam-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.5264,-93.02539999999999
596,Gateway Manor,1000 Main Street,New London,Ralls,MO,63596,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60596,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.ralls-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.4264,-91.37540000000001
597,Show-Me Village,1100 Missouri Avenue,New London,Ralls,MO,63597,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60597,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.ralls-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.4364,-91.36540000000001
598,Ozark Commons,1200 Gateway Boulevard,New London,Ralls,MO,63598,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60598,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.ralls-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.4464,-91.3554
599,Missouri River Village,1300 Show-Me Drive,New London,Ralls,MO,63599,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60599,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.ralls-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.456399999999995,-91.34540000000001
600,Kansas City Commons,1400 Ozark Street,New London,Ralls,MO,63600,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60600,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.ralls-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.4664,-91.3354
601,St. Louis Manor,1500 Kansas City Avenue,New London,Ralls,MO,63601,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60601,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.ralls-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.4764,-91.3254
602,Gateway Manor,1000 Main Street,Huntsville,Randolph,MO,63602,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60602,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.randolph-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.376400000000004,-92.17540000000001
603,Show-Me Village,1100 Missouri Avenue,Huntsville,Randolph,MO,63603,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60603,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.randolph-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.3864,-92.1654
604,Ozark Commons,1200 Gateway Boulevard,Huntsville,Randolph,MO,63604,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60604,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.randolph-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.3964,-92.1554
605,Missouri River Village,1300 Show-Me Drive,Huntsville,Randolph,MO,63605,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60605,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.randolph-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.4064,-92.14540000000001
606,Kansas City Commons,1400 Ozark Street,Huntsville,Randolph,MO,63606,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60606,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.randolph-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.4164,-92.1354
607,St. Louis Manor,1500 Kansas City Avenue,Huntsville,Randolph,MO,63607,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60607,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.randolph-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.4264,-92.1254
608,Gateway Manor,1000 Main Street,Richmond,Ray,MO,63608,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60608,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.ray-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.226400000000005,-93.97540000000001
609,Show-Me Village,1100 Missouri Avenue,Richmond,Ray,MO,63609,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60609,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.ray-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.2364,-93.9654
610,Ozark Commons,1200 Gateway Boulevard,Richmond,Ray,MO,63610,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60610,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.ray-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.2464,-93.9554
611,Missouri River Village,1300 Show-Me Drive,Richmond,Ray,MO,63611,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60611,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.ray-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.2564,-93.9454
612,Kansas City Commons,1400 Ozark Street,Richmond,Ray,MO,63612,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60612,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.ray-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.266400000000004,-93.9354
613,St. Louis Manor,1500 Kansas City Avenue,Richmond,Ray,MO,63613,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60613,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.ray-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.2764,-93.9254
614,Gateway Manor,1000 Main Street,Centerville,Reynolds,MO,63614,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60614,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.reynolds-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.2764,-91.0754
615,Show-Me Village,1100 Missouri Avenue,Centerville,Reynolds,MO,63615,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60615,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.reynolds-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.2864,-91.0654
616,Ozark Commons,1200 Gateway Boulevard,Centerville,Reynolds,MO,63616,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60616,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.reynolds-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.2964,-91.05539999999999
617,Missouri River Village,1300 Show-Me Drive,Centerville,Reynolds,MO,63617,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60617,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.reynolds-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.3064,-91.0454
618,Kansas City Commons,1400 Ozark Street,Centerville,Reynolds,MO,63618,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60618,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.reynolds-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.3164,-91.0354
619,St. Louis Manor,1500 Kansas City Avenue,Centerville,Reynolds,MO,63619,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60619,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.reynolds-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.3264,-91.02539999999999
620,Gateway Manor,1000 Main Street,Doniphan,Ripley,MO,63620,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60620,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.ripley-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.5764,-90.87540000000001
621,Show-Me Village,1100 Missouri Avenue,Doniphan,Ripley,MO,63621,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60621,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.ripley-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.5864,-90.86540000000001
622,Ozark Commons,1200 Gateway Boulevard,Doniphan,Ripley,MO,63622,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60622,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.ripley-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.596399999999996,-90.8554
623,Missouri River Village,1300 Show-Me Drive,Doniphan,Ripley,MO,63623,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60623,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.ripley-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.606399999999994,-90.84540000000001
624,Kansas City Commons,1400 Ozark Street,Doniphan,Ripley,MO,63624,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60624,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.ripley-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.6164,-90.8354
625,St. Louis Manor,1500 Kansas City Avenue,Doniphan,Ripley,MO,63625,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60625,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.ripley-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.6264,-90.8254
626,Gateway Manor,1000 Main Street,Marshall,Saline,MO,63626,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60626,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.saline-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.0764,-93.17540000000001
627,Show-Me Village,1100 Missouri Avenue,Marshall,Saline,MO,63627,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60627,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.saline-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.0864,-93.1654
628,Ozark Commons,1200 Gateway Boulevard,Marshall,Saline,MO,63628,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60628,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.saline-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.096399999999996,-93.1554
629,Missouri River Village,1300 Show-Me Drive,Marshall,Saline,MO,63629,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60629,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.saline-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.106399999999994,-93.14540000000001
630,Kansas City Commons,1400 Ozark Street,Marshall,Saline,MO,63630,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60630,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.saline-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.1164,-93.1354
631,St. Louis Manor,1500 Kansas City Avenue,Marshall,Saline,MO,63631,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60631,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.saline-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.1264,-93.1254
632,Gateway Manor,1000 Main Street,Lancaster,Schuyler,MO,63632,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60632,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.schuyler-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.4264,-92.37540000000001
633,Show-Me Village,1100 Missouri Avenue,Lancaster,Schuyler,MO,63633,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60633,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.schuyler-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.4364,-92.36540000000001
634,Ozark Commons,1200 Gateway Boulevard,Lancaster,Schuyler,MO,63634,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60634,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.schuyler-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.4464,-92.3554
635,Missouri River Village,1300 Show-Me Drive,Lancaster,Schuyler,MO,63635,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60635,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.schuyler-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.456399999999995,-92.34540000000001
636,Kansas City Commons,1400 Ozark Street,Lancaster,Schuyler,MO,63636,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60636,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.schuyler-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.4664,-92.3354
637,St. Louis Manor,1500 Kansas City Avenue,Lancaster,Schuyler,MO,63637,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60637,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.schuyler-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.4764,-92.3254
638,Gateway Manor,1000 Main Street,Memphis,Scotland,MO,63638,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60638,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.scotland-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.4264,-91.87540000000001
639,Show-Me Village,1100 Missouri Avenue,Memphis,Scotland,MO,63639,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60639,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.scotland-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.4364,-91.86540000000001
640,Ozark Commons,1200 Gateway Boulevard,Memphis,Scotland,MO,63640,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60640,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.scotland-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.4464,-91.8554
641,Missouri River Village,1300 Show-Me Drive,Memphis,Scotland,MO,63641,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60641,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.scotland-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.456399999999995,-91.84540000000001
642,Kansas City Commons,1400 Ozark Street,Memphis,Scotland,MO,63642,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60642,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.scotland-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.4664,-91.8354
643,St. Louis Manor,1500 Kansas City Avenue,Memphis,Scotland,MO,63643,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60643,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.scotland-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.4764,-91.8254
644,Gateway Manor,1000 Main Street,Benton,Scott,MO,63644,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60644,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.scott-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.0264,-89.47540000000001
645,Show-Me Village,1100 Missouri Avenue,Benton,Scott,MO,63645,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60645,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.scott-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.0364,-89.4654
646,Ozark Commons,1200 Gateway Boulevard,Benton,Scott,MO,63646,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60646,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.scott-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.0464,-89.4554
647,Missouri River Village,1300 Show-Me Drive,Benton,Scott,MO,63647,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60647,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.scott-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.0564,-89.4454
648,Kansas City Commons,1400 Ozark Street,Benton,Scott,MO,63648,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60648,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.scott-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.0664,-89.4354
649,St. Louis Manor,1500 Kansas City Avenue,Benton,Scott,MO,63649,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60649,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.scott-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.0764,-89.4254
650,Gateway Manor,1000 Main Street,Eminence,Shannon,MO,63650,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60650,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.shannon-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.126400000000004,-91.37540000000001
651,Show-Me Village,1100 Missouri Avenue,Eminence,Shannon,MO,63651,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60651,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.shannon-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.1364,-91.36540000000001
