id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Great Lakes Manor,1000 Main Street,Harrisville,Alcona,MI,48001,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30001,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.alcona-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
417,Great Lakes Manor,1000 Main Street,West Branch,Ogemaw,MI,48417,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30417,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.ogemaw-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
418,Lakeside Living,1100 State Street,West Branch,Ogemaw,MI,48418,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30418,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.ogemaw-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
419,Pine Ridge,1200 Michigan Avenue,West Branch,Ogemaw,MI,48419,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30419,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.ogemaw-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
420,Maple Gardens,1300 Lake Street,West Branch,Ogemaw,MI,48420,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30420,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.ogemaw-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
421,Heartland Manor,1400 Oak Street,West Branch,Ogemaw,MI,48421,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30421,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.ogemaw-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
422,Autumn Ridge,1500 Maple Avenue,West Branch,Ogemaw,MI,48422,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30422,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.ogemaw-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
423,Great Lakes Manor,1000 Main Street,Ontonagon,Ontonagon,MI,48423,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30423,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.ontonagon-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
424,Lakeside Living,1100 State Street,Ontonagon,Ontonagon,MI,48424,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30424,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.ontonagon-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
425,Pine Ridge,1200 Michigan Avenue,Ontonagon,Ontonagon,MI,48425,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30425,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.ontonagon-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
426,Maple Gardens,1300 Lake Street,Ontonagon,Ontonagon,MI,48426,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30426,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.ontonagon-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
427,Heartland Manor,1400 Oak Street,Ontonagon,Ontonagon,MI,48427,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30427,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.ontonagon-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
428,Autumn Ridge,1500 Maple Avenue,Ontonagon,Ontonagon,MI,48428,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30428,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.ontonagon-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
429,Great Lakes Manor,1000 Main Street,Reed City,Osceola,MI,48429,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30429,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.osceola-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
430,Lakeside Living,1100 State Street,Reed City,Osceola,MI,48430,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30430,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.osceola-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
431,Pine Ridge,1200 Michigan Avenue,Reed City,Osceola,MI,48431,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30431,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.osceola-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
432,Maple Gardens,1300 Lake Street,Reed City,Osceola,MI,48432,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30432,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.osceola-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
433,Heartland Manor,1400 Oak Street,Reed City,Osceola,MI,48433,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30433,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.osceola-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
434,Autumn Ridge,1500 Maple Avenue,Reed City,Osceola,MI,48434,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30434,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.osceola-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
435,Great Lakes Manor,1000 Main Street,Mio,Oscoda,MI,48435,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30435,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.oscoda-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
436,Lakeside Living,1100 State Street,Mio,Oscoda,MI,48436,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30436,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.oscoda-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
437,Pine Ridge,1200 Michigan Avenue,Mio,Oscoda,MI,48437,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30437,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.oscoda-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
438,Maple Gardens,1300 Lake Street,Mio,Oscoda,MI,48438,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30438,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.oscoda-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
439,Heartland Manor,1400 Oak Street,Mio,Oscoda,MI,48439,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30439,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.oscoda-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
440,Autumn Ridge,1500 Maple Avenue,Mio,Oscoda,MI,48440,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30440,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.oscoda-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
441,Great Lakes Manor,1000 Main Street,Gaylord,Otsego,MI,48441,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30441,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.otsego-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
442,Lakeside Living,1100 State Street,Gaylord,Otsego,MI,48442,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30442,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.otsego-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
443,Pine Ridge,1200 Michigan Avenue,Gaylord,Otsego,MI,48443,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30443,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.otsego-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
444,Maple Gardens,1300 Lake Street,Gaylord,Otsego,MI,48444,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30444,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.otsego-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
445,Heartland Manor,1400 Oak Street,Gaylord,Otsego,MI,48445,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30445,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.otsego-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
446,Autumn Ridge,1500 Maple Avenue,Gaylord,Otsego,MI,48446,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30446,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.otsego-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
447,Great Lakes Manor,1000 Main Street,Grand Haven,Ottawa,MI,48447,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30447,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.ottawa-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.887800000000006,-86.0181
448,Lakeside Living,1100 State Street,Grand Haven,Ottawa,MI,48448,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30448,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.ottawa-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.897800000000004,-86.0081
449,Pine Ridge,1200 Michigan Avenue,Grand Haven,Ottawa,MI,48449,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30449,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.ottawa-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.9078,-85.9981
450,Maple Gardens,1300 Lake Street,Grand Haven,Ottawa,MI,48450,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30450,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.ottawa-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.9178,-85.9881
451,Heartland Manor,1400 Oak Street,Grand Haven,Ottawa,MI,48451,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30451,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.ottawa-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.927800000000005,-85.9781
452,Autumn Ridge,1500 Maple Avenue,Grand Haven,Ottawa,MI,48452,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30452,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.ottawa-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.9378,-85.96809999999999
453,Sunrise Manor,1600 Pine Street,Grand Haven,Ottawa,MI,48453,(319) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,31,MI-ALF-30453,Michigan Department of Health and Human Services,2024-09-07,76,True,True,False,https://www.ottawa-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.9478,-85.9581
454,Riverside Commons,1700 Cedar Avenue,Grand Haven,Ottawa,MI,48454,(320) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,32,MI-ALF-30454,Michigan Department of Health and Human Services,2024-10-08,77,False,False,False,https://www.ottawa-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.957800000000006,-85.9481
455,Heritage House,1800 First Street,Grand Haven,Ottawa,MI,48455,(321) 408-1008,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,33,MI-ALF-30455,Michigan Department of Health and Human Services,2024-11-09,78,False,True,True,https://www.ottawa-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.967800000000004,-86.0181
456,Sunset Village,1900 Second Street,Grand Haven,Ottawa,MI,48456,(322) 409-1009,Senior Living,Continuing Care; Respite Care; Adult Day Services,34,MI-ALF-30456,Michigan Department of Health and Human Services,2024-03-10,79,True,False,False,https://www.ottawa-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.9778,-86.0081
457,Great Lakes Manor,1000 Main Street,Rogers City,Presque Isle,MI,48457,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30457,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.presqueisle-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
458,Lakeside Living,1100 State Street,Rogers City,Presque Isle,MI,48458,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30458,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.presqueisle-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
459,Pine Ridge,1200 Michigan Avenue,Rogers City,Presque Isle,MI,48459,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30459,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.presqueisle-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
460,Maple Gardens,1300 Lake Street,Rogers City,Presque Isle,MI,48460,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30460,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.presqueisle-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
461,Heartland Manor,1400 Oak Street,Rogers City,Presque Isle,MI,48461,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30461,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.presqueisle-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
462,Autumn Ridge,1500 Maple Avenue,Rogers City,Presque Isle,MI,48462,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30462,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.presqueisle-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
463,Great Lakes Manor,1000 Main Street,Roscommon,Roscommon,MI,48463,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30463,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.roscommon-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
464,Lakeside Living,1100 State Street,Roscommon,Roscommon,MI,48464,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30464,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.roscommon-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
465,Pine Ridge,1200 Michigan Avenue,Roscommon,Roscommon,MI,48465,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30465,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.roscommon-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
466,Maple Gardens,1300 Lake Street,Roscommon,Roscommon,MI,48466,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30466,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.roscommon-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
467,Heartland Manor,1400 Oak Street,Roscommon,Roscommon,MI,48467,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30467,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.roscommon-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
468,Autumn Ridge,1500 Maple Avenue,Roscommon,Roscommon,MI,48468,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30468,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.roscommon-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
469,Great Lakes Manor,1000 Main Street,Saginaw,Saginaw,MI,48469,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30469,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.saginaw-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,43.369400000000006,-84.1867
470,Lakeside Living,1100 State Street,Saginaw,Saginaw,MI,48470,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30470,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.saginaw-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,43.379400000000004,-84.1767
471,Pine Ridge,1200 Michigan Avenue,Saginaw,Saginaw,MI,48471,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30471,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.saginaw-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,43.3894,-84.16669999999999
472,Maple Gardens,1300 Lake Street,Saginaw,Saginaw,MI,48472,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30472,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.saginaw-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,43.3994,-84.1567
473,Heartland Manor,1400 Oak Street,Saginaw,Saginaw,MI,48473,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30473,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.saginaw-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,43.409400000000005,-84.1467
474,Autumn Ridge,1500 Maple Avenue,Saginaw,Saginaw,MI,48474,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30474,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.saginaw-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,43.4194,-84.13669999999999
475,Sunrise Manor,1600 Pine Street,Saginaw,Saginaw,MI,48475,(319) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,31,MI-ALF-30475,Michigan Department of Health and Human Services,2024-09-07,76,True,True,False,https://www.saginaw-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,43.4294,-84.1267
476,Riverside Commons,1700 Cedar Avenue,Saginaw,Saginaw,MI,48476,(320) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,32,MI-ALF-30476,Michigan Department of Health and Human Services,2024-10-08,77,False,False,False,https://www.saginaw-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,43.439400000000006,-84.1167
477,Great Lakes Manor,1000 Main Street,Sandusky,Sanilac,MI,48477,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30477,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.sanilac-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
478,Lakeside Living,1100 State Street,Sandusky,Sanilac,MI,48478,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30478,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.sanilac-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
479,Pine Ridge,1200 Michigan Avenue,Sandusky,Sanilac,MI,48479,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30479,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.sanilac-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
480,Maple Gardens,1300 Lake Street,Sandusky,Sanilac,MI,48480,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30480,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.sanilac-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
481,Heartland Manor,1400 Oak Street,Sandusky,Sanilac,MI,48481,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30481,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.sanilac-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
482,Autumn Ridge,1500 Maple Avenue,Sandusky,Sanilac,MI,48482,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30482,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.sanilac-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
483,Great Lakes Manor,1000 Main Street,Manistique,Schoolcraft,MI,48483,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30483,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.schoolcraft-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
484,Lakeside Living,1100 State Street,Manistique,Schoolcraft,MI,48484,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30484,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.schoolcraft-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
485,Pine Ridge,1200 Michigan Avenue,Manistique,Schoolcraft,MI,48485,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30485,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.schoolcraft-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
486,Maple Gardens,1300 Lake Street,Manistique,Schoolcraft,MI,48486,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30486,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.schoolcraft-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
487,Heartland Manor,1400 Oak Street,Manistique,Schoolcraft,MI,48487,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30487,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.schoolcraft-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
488,Autumn Ridge,1500 Maple Avenue,Manistique,Schoolcraft,MI,48488,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30488,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.schoolcraft-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
489,Great Lakes Manor,1000 Main Street,Corunna,Shiawassee,MI,48489,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30489,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.shiawassee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
490,Lakeside Living,1100 State Street,Corunna,Shiawassee,MI,48490,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30490,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.shiawassee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
491,Pine Ridge,1200 Michigan Avenue,Corunna,Shiawassee,MI,48491,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30491,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.shiawassee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
492,Maple Gardens,1300 Lake Street,Corunna,Shiawassee,MI,48492,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30492,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.shiawassee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
493,Heartland Manor,1400 Oak Street,Corunna,Shiawassee,MI,48493,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30493,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.shiawassee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
494,Autumn Ridge,1500 Maple Avenue,Corunna,Shiawassee,MI,48494,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30494,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.shiawassee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
495,Great Lakes Manor,1000 Main Street,Port Huron,St. Clair,MI,48495,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30495,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.stclair-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.770900000000005,-82.57690000000001
496,Lakeside Living,1100 State Street,Port Huron,St. Clair,MI,48496,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30496,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.stclair-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.7809,-82.5669
