id,name,address,city,state,zip_code,county,phone,facility_type,licensed_beds,license_number,administrator,coordinates,data_source
374,Golden Retirement Community,3563 Kentucky Ave,Glasgow,Kentucky,42142,Barren,(364) 452-4774,Continuing Care Retirement Community,38,KY40774,Mary Perez,"[37.01329556727759, -85.91251333897924]",Kentucky Cabinet for Health and Family Services
375,Bluegrass Center,8662 Bourbon St,Glasgow,Kentucky,42142,Barren,(502) 387-4787,Assisted Living,63,KY33820,David Martin,"[37.006405767133316, -85.91430405472903]",Kentucky Cabinet for Health and Family Services
376,Place Nursing Home,8473 First St,Glasgow,Kentucky,42142,Barren,(364) 347-4164,Memory Care,101,KY69042,Donna Gonzalez,"[36.99769755650366, -85.91137192978485]",Kentucky Cabinet for Health and Family Services
377,Bourbon Center,2641 First St,Glasgow,Kentucky,42141,Barren,(859) 845-3282,Personal Care Home,34,KY36911,Sarah Perez,"[36.989003824021275, -85.89724633791477]",Kentucky Cabinet for Health and Family Services
378,Hillside Health Care,3069 Cedar Ln,Pikeville,Kentucky,41502,Pike,(364) 339-8436,Memory Care,144,KY43440,James Wilson,"[37.48691751777972, -82.52233612047404]",Kentucky Cabinet for Health and Family Services
379,Kentucky Court,3879 Madison Rd,Pikeville,Kentucky,41502,Pike,(502) 441-9717,Independent Living,128,KY45232,Charles Wilson,"[37.48436359034377, -82.52363851942624]",Kentucky Cabinet for Health and Family Services
380,Magnolia Gardens,4972 Maple Dr,Pikeville,Kentucky,41502,Pike,(606) 890-4265,Personal Care Home,171,KY81149,Karen Anderson,"[37.47841587165627, -82.51097396303501]",Kentucky Cabinet for Health and Family Services
381,Place Manor,540 Park Ave,Pikeville,Kentucky,41501,Pike,(606) 312-7047,Independent Living,110,KY25896,Joseph Thomas,"[37.498202601765314, -82.52400076291634]",Kentucky Cabinet for Health and Family Services
382,Bluegrass Gardens,574 Kentucky Ave,Pikeville,Kentucky,41501,Pike,(606) 552-7893,Skilled Nursing Facility,138,KY43728,Daniel Jones,"[37.4740105389911, -82.5134232748302]",Kentucky Cabinet for Health and Family Services
383,Bluegrass Skilled Nursing,9864 Bluegrass Blvd,Pikeville,Kentucky,41501,Pike,(502) 536-1274,Personal Care Home,127,KY38998,Linda Davis,"[37.489256432168936, -82.53304644723679]",Kentucky Cabinet for Health and Family Services
384,Heritage Center,8549 First St,Pikeville,Kentucky,41501,Pike,(270) 781-6845,Adult Day Care,71,KY84022,Christopher Gonzalez,"[37.46310036150019, -82.5008700173973]",Kentucky Cabinet for Health and Family Services
385,Pikeville Gardens,9021 Monroe St,Pikeville,Kentucky,41501,Pike,(859) 241-2641,Skilled Nursing Facility,29,KY31721,Linda Lee,"[37.470658754128515, -82.50210896613744]",Kentucky Cabinet for Health and Family Services
386,Pikeville Commons,4952 Lincoln Ave,Pikeville,Kentucky,41502,Pike,(606) 761-9587,Independent Living,141,KY16528,Joseph Davis,"[37.490375644018876, -82.5050707152475]",Kentucky Cabinet for Health and Family Services
387,Bluegrass Manor,968 Lincoln Ave,Pikeville,Kentucky,41501,Pike,(364) 576-7571,Memory Care,33,KY51984,Sarah Martin,"[37.466929898262414, -82.49986256870947]",Kentucky Cabinet for Health and Family Services
388,Kentucky Memory Care,6218 Bourbon St,Pikeville,Kentucky,41502,Pike,(364) 988-6121,Continuing Care Retirement Community,81,KY79213,William White,"[37.49645567022676, -82.50131216717634]",Kentucky Cabinet for Health and Family Services
389,Meadow Gardens,7833 Cedar Ln,Pikeville,Kentucky,41502,Pike,(364) 786-6096,Continuing Care Retirement Community,99,KY21813,Charles Jackson,"[37.46844930893482, -82.5338582705884]",Kentucky Cabinet for Health and Family Services
390,Place Court,8734 Elm St,Pikeville,Kentucky,41502,Pike,(502) 499-4546,Adult Day Care,67,KY88652,Sarah Moore,"[37.47439673487638, -82.51901907844298]",Kentucky Cabinet for Health and Family Services
391,Sunset Assisted Living,2429 Cedar Ln,Pikeville,Kentucky,41502,Pike,(606) 440-2878,Independent Living,143,KY72099,James Sanchez,"[37.49441658519942, -82.52026441395712]",Kentucky Cabinet for Health and Family Services
392,Valley Health Care,5347 Third St,Pikeville,Kentucky,41502,Pike,(270) 312-6170,Memory Care,58,KY57747,Patricia Thompson,"[37.466339008020604, -82.53423305049962]",Kentucky Cabinet for Health and Family Services
393,Pine Commons,7645 Washington St,Pikeville,Kentucky,41502,Pike,(859) 897-1548,Adult Day Care,60,KY47165,John Hernandez,"[37.48585830304492, -82.51991126133207]",Kentucky Cabinet for Health and Family Services
394,Pikeville Nursing Home,1870 Lincoln Ave,Pikeville,Kentucky,41501,Pike,(364) 256-3194,Personal Care Home,83,KY40064,Richard Rodriguez,"[37.48247029821245, -82.53211776361712]",Kentucky Cabinet for Health and Family Services
395,Heritage Memory Care,7092 Madison Rd,Pikeville,Kentucky,41501,Pike,(270) 493-7794,Skilled Nursing Facility,87,KY37174,Donald Hernandez,"[37.46915237480235, -82.50583490107253]",Kentucky Cabinet for Health and Family Services
396,Bluegrass Memory Care,1763 Elm St,Pikeville,Kentucky,41501,Pike,(270) 595-1013,Assisted Living,36,KY22635,Anthony Moore,"[37.46550957550642, -82.53680710619369]",Kentucky Cabinet for Health and Family Services
397,Bourbon Skilled Nursing,2391 Bluegrass Blvd,Pikeville,Kentucky,41501,Pike,(859) 433-5774,Adult Day Care,122,KY41781,Elizabeth Lewis,"[37.49269253802119, -82.53482933700568]",Kentucky Cabinet for Health and Family Services
398,Pine Memory Care,8152 First St,Pikeville,Kentucky,41501,Pike,(859) 257-5448,Memory Care,98,KY92722,Robert Anderson,"[37.47497290723166, -82.51592092903833]",Kentucky Cabinet for Health and Family Services
399,Bluegrass Center,7427 Lincoln Ave,Pikeville,Kentucky,41502,Pike,(364) 987-9385,Assisted Living,88,KY96547,Jessica Smith,"[37.47439486701383, -82.50449216420206]",Kentucky Cabinet for Health and Family Services
400,Place Senior Living,1609 First St,Pikeville,Kentucky,41501,Pike,(364) 375-4207,Adult Day Care,64,KY84605,Helen Taylor,"[37.46347809936008, -82.50614523172291]",Kentucky Cabinet for Health and Family Services
401,Maysville Skilled Nursing,3237 First St,Maysville,Kentucky,41056,Mason,(606) 511-9989,Adult Day Care,31,KY82473,Elizabeth Walker,"[38.62372539749525, -83.75974731192655]",Kentucky Cabinet for Health and Family Services
402,Maysville Villa,2299 Horse Park Rd,Maysville,Kentucky,41056,Mason,(859) 443-1643,Memory Care,144,KY87726,Nancy Martinez,"[38.62505965683674, -83.74082618519785]",Kentucky Cabinet for Health and Family Services
403,Thoroughbred Gardens,4122 Cedar Ln,Maysville,Kentucky,41056,Mason,(270) 515-1756,Assisted Living,126,KY24338,Mark Moore,"[38.62864492918758, -83.73774901661264]",Kentucky Cabinet for Health and Family Services
404,Maysville Assisted Living,542 Bluegrass Blvd,Maysville,Kentucky,41056,Mason,(502) 571-6709,Continuing Care Retirement Community,28,KY59890,Barbara Thomas,"[38.63813484322514, -83.73309957751415]",Kentucky Cabinet for Health and Family Services
405,Golden Senior Living,8494 Elm St,Maysville,Kentucky,41056,Mason,(859) 406-1858,Independent Living,143,KY83706,Mark Martinez,"[38.6459784104589, -83.72976341355907]",Kentucky Cabinet for Health and Family Services
406,Maysville Nursing Home,5680 Oak Ave,Maysville,Kentucky,41056,Mason,(364) 954-1023,Personal Care Home,92,KY31928,Robert Williams,"[38.65258792261493, -83.7439986853231]",Kentucky Cabinet for Health and Family Services
407,Derby Health Care,9042 Mill St,Maysville,Kentucky,41056,Mason,(270) 734-3985,Independent Living,121,KY83296,Mark Clark,"[38.65282365591602, -83.72942325631165]",Kentucky Cabinet for Health and Family Services
408,Maysville Place,8377 Monroe St,Maysville,Kentucky,41056,Mason,(364) 828-1262,Skilled Nursing Facility,66,KY11644,John Garcia,"[38.651899530372724, -83.736054947761]",Kentucky Cabinet for Health and Family Services
409,Hillside Commons,5027 Mill St,Corbin,Kentucky,40701,Whitley,(364) 414-3727,Personal Care Home,145,KY53570,Sandra Garcia,"[36.93454066831448, -84.09666872213089]",Kentucky Cabinet for Health and Family Services
410,Bourbon Senior Living,9123 Derby Dr,Corbin,Kentucky,40702,Whitley,(270) 420-2392,Skilled Nursing Facility,131,KY44411,Lisa Wilson,"[36.95630204424357, -84.113221910714]",Kentucky Cabinet for Health and Family Services
411,Oak Commons,8987 Bourbon St,Corbin,Kentucky,40701,Whitley,(502) 448-6666,Memory Care,163,KY64591,Sandra Ramirez,"[36.956482158050704, -84.09674860474202]",Kentucky Cabinet for Health and Family Services
412,Garden Skilled Nursing,6268 Lincoln Ave,Corbin,Kentucky,40701,Whitley,(364) 341-2728,Independent Living,111,KY30332,Christopher Gonzalez,"[36.95030618146194, -84.10331223340268]",Kentucky Cabinet for Health and Family Services
413,Place Gardens,6956 Church St,Corbin,Kentucky,40701,Whitley,(364) 321-1152,Personal Care Home,149,KY40146,Matthew Anderson,"[36.94275033889529, -84.10452740516509]",Kentucky Cabinet for Health and Family Services
414,Thoroughbred Retirement Community,1567 Cedar Ln,Corbin,Kentucky,40702,Whitley,(606) 618-5654,Continuing Care Retirement Community,37,KY32864,Nancy Thomas,"[36.94546278207282, -84.08561349276813]",Kentucky Cabinet for Health and Family Services
415,Manor Center,4128 Second St,Corbin,Kentucky,40701,Whitley,(502) 216-6916,Memory Care,71,KY34140,Linda Moore,"[36.924909865868614, -84.11420943435633]",Kentucky Cabinet for Health and Family Services
416,Corbin Retirement Community,9970 Madison Rd,Corbin,Kentucky,40702,Whitley,(502) 624-9891,Adult Day Care,155,KY78961,Donna Martinez,"[36.94947811103983, -84.08647806620058]",Kentucky Cabinet for Health and Family Services
417,Thoroughbred Place,8095 Pine Rd,Corbin,Kentucky,40702,Whitley,(270) 887-6736,Adult Day Care,122,KY40399,Thomas Davis,"[36.958299075894345, -84.09102798572361]",Kentucky Cabinet for Health and Family Services
418,Bourbon Assisted Living,1580 Main St,Corbin,Kentucky,40702,Whitley,(270) 494-5869,Continuing Care Retirement Community,79,KY22772,Mary Jackson,"[36.94961448791082, -84.10835498056787]",Kentucky Cabinet for Health and Family Services
419,Heritage Nursing Home,8493 Monroe St,Corbin,Kentucky,40701,Whitley,(859) 329-1809,Skilled Nursing Facility,107,KY70559,Matthew Martinez,"[36.93606781625643, -84.09352147122841]",Kentucky Cabinet for Health and Family Services
420,Golden Health Care,9607 Pine Rd,Corbin,Kentucky,40701,Whitley,(606) 797-9712,Skilled Nursing Facility,40,KY42364,Linda Jackson,"[36.932108495652585, -84.07691536833245]",Kentucky Cabinet for Health and Family Services
421,Corbin Place,2476 Second St,Corbin,Kentucky,40702,Whitley,(502) 995-1547,Adult Day Care,43,KY76044,Robert Perez,"[36.93297226370515, -84.08335670894465]",Kentucky Cabinet for Health and Family Services
422,Corbin Nursing Home,3424 Cedar Ln,Corbin,Kentucky,40702,Whitley,(606) 495-5838,Independent Living,66,KY93168,Barbara Lee,"[36.9535434235364, -84.10262106660198]",Kentucky Cabinet for Health and Family Services
423,Hillside Commons,6992 Derby Dr,Corbin,Kentucky,40702,Whitley,(364) 445-3706,Independent Living,153,KY31992,Christopher Wilson,"[36.92319131635241, -84.08287238298635]",Kentucky Cabinet for Health and Family Services
424,Oak Assisted Living,6324 Jefferson Dr,Corbin,Kentucky,40701,Whitley,(270) 956-1290,Personal Care Home,87,KY60636,Helen Robinson,"[36.93019082875474, -84.10285454862228]",Kentucky Cabinet for Health and Family Services
425,Derby Assisted Living,5884 Main St,London,Kentucky,40742,Laurel,(502) 674-3955,Independent Living,42,KY69076,Anthony Taylor,"[37.147697094820124, -84.10004630037598]",Kentucky Cabinet for Health and Family Services
426,Hillside Court,798 Madison Rd,London,Kentucky,40745,Laurel,(859) 597-9699,Continuing Care Retirement Community,33,KY80399,Michael Ramirez,"[37.121921020204915, -84.09144756529821]",Kentucky Cabinet for Health and Family Services
427,Riverside Center,5023 Maple Dr,London,Kentucky,40741,Laurel,(364) 929-4771,Continuing Care Retirement Community,84,KY78330,Betty Ramirez,"[37.11599263093065, -84.09541001595082]",Kentucky Cabinet for Health and Family Services
428,Heritage Villa,1745 Church St,London,Kentucky,40741,Laurel,(270) 611-7857,Skilled Nursing Facility,35,KY37852,Linda Robinson,"[37.13905206485175, -84.10324750050088]",Kentucky Cabinet for Health and Family Services
429,London Health Care,3590 Elm St,London,Kentucky,40743,Laurel,(270) 305-4131,Memory Care,154,KY48014,Susan Taylor,"[37.14232490098826, -84.06436311326276]",Kentucky Cabinet for Health and Family Services
430,London Place,1624 Main St,London,Kentucky,40750,Laurel,(502) 264-4254,Continuing Care Retirement Community,78,KY37547,Thomas Brown,"[37.12250850091221, -84.08460416296738]",Kentucky Cabinet for Health and Family Services
431,Magnolia Senior Living,1133 Second St,London,Kentucky,40742,Laurel,(606) 313-1564,Memory Care,42,KY78634,Robert Garcia,"[37.12710609814118, -84.08221655044005]",Kentucky Cabinet for Health and Family Services
432,London Memory Care,7403 Bluegrass Blvd,London,Kentucky,40743,Laurel,(502) 926-8556,Independent Living,112,KY59703,Charles Rodriguez,"[37.139824567898856, -84.09622440763809]",Kentucky Cabinet for Health and Family Services
433,Riverside Senior Living,7941 Bourbon St,Hazard,Kentucky,41702,Perry,(270) 591-2591,Continuing Care Retirement Community,129,KY51751,Mary Walker,"[37.24544376029079, -83.189300214122]",Kentucky Cabinet for Health and Family Services
434,Hazard Court,1277 Kentucky Ave,Hazard,Kentucky,41701,Perry,(364) 593-7890,Continuing Care Retirement Community,123,KY68806,Susan Hernandez,"[37.26924979707325, -83.20884505898758]",Kentucky Cabinet for Health and Family Services
435,Hazard Court,6539 Third St,Hazard,Kentucky,41701,Perry,(502) 391-7832,Assisted Living,35,KY80923,Michael Lopez,"[37.25599244731602, -83.18134291329041]",Kentucky Cabinet for Health and Family Services
436,Valley Villa,7333 Monroe St,Hazard,Kentucky,41701,Perry,(502) 376-9773,Assisted Living,91,KY76140,Michael Anderson,"[37.244447123412456, -83.20135553057472]",Kentucky Cabinet for Health and Family Services
437,Oak Manor,2670 First St,Hazard,Kentucky,41701,Perry,(270) 413-3807,Skilled Nursing Facility,128,KY19769,Lisa Thomas,"[37.24862253248232, -83.2037891455621]",Kentucky Cabinet for Health and Family Services
438,Hazard Health Care,3141 Derby Dr,Hazard,Kentucky,41702,Perry,(364) 244-8029,Independent Living,75,KY75019,Barbara Garcia,"[37.23596969359964, -83.19593462249836]",Kentucky Cabinet for Health and Family Services
439,Maple Center,4644 Oak Ave,Hazard,Kentucky,41702,Perry,(364) 345-8979,Adult Day Care,119,KY84691,Elizabeth Hernandez,"[37.2687820783507, -83.18213202362239]",Kentucky Cabinet for Health and Family Services
440,Hazard Nursing Home,8191 Jefferson Dr,Hazard,Kentucky,41701,Perry,(606) 321-7091,Assisted Living,114,KY62476,James Gonzalez,"[37.23605129831616, -83.18705745960956]",Kentucky Cabinet for Health and Family Services
441,Oak Skilled Nursing,5349 Lincoln Ave,Hazard,Kentucky,41702,Perry,(270) 790-1193,Independent Living,106,KY55321,Christopher Williams,"[37.26440027541945, -83.19472832740955]",Kentucky Cabinet for Health and Family Services
