id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Hawkeye Manor,1000 Main Street,Greenfield,Adair,IA,50001,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70001,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.adair-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.280800000000006,-94.5005
436,Mason City Commons,2300 Council Bluffs Avenue,Des Moines,Polk,IA,50436,(528) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,48,IA-ALF-70436,Iowa Department of Human Services,2024-07-14,88,False,False,False,https://www.polk-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.5701,-93.59909999999999
437,Fort Dodge Manor,2400 Mason City Drive,Des Moines,Polk,IA,50437,(529) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,49,IA-ALF-70437,Iowa Department of Human Services,2024-08-15,89,False,True,False,https://www.polk-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.5801,-93.5891
438,Ottumwa Village,2500 Fort Dodge Street,Des Moines,Polk,IA,50438,(530) 215-1015,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,50,IA-ALF-70438,Iowa Department of Human Services,2024-09-16,90,True,False,False,https://www.polk-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.5901,-93.5791
439,Burlington Commons,2600 Ottumwa Avenue,Des Moines,Polk,IA,50439,(531) 216-1016,Senior Living,Continuing Care; Adult Day Services; Personal Care,51,IA-ALF-70439,Iowa Department of Human Services,2024-10-17,91,False,True,True,https://www.polk-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.6001,-93.6491
440,Marshalltown Manor,2700 Burlington Drive,Des Moines,Polk,IA,50440,(532) 217-1017,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,52,IA-ALF-70440,Iowa Department of Human Services,2024-11-18,92,False,False,False,https://www.polk-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.6101,-93.6391
441,Hawkeye Manor,1000 Main Street,Council Bluffs,Pottawattamie,IA,50441,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70441,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.pottawattamie-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.2119,-95.9008
442,Cornfield Commons,1100 Iowa Avenue,Council Bluffs,Pottawattamie,IA,50442,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70442,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.pottawattamie-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.2219,-95.8908
443,Prairie Village,1200 Hawkeye Boulevard,Council Bluffs,Pottawattamie,IA,50443,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70443,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.pottawattamie-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.231899999999996,-95.8808
444,Iowa River Village,1300 Cornfield Drive,Council Bluffs,Pottawattamie,IA,50444,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70444,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.pottawattamie-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.241899999999994,-95.8708
445,Cedar Rapids Commons,1400 Prairie Street,Council Bluffs,Pottawattamie,IA,50445,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70445,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.pottawattamie-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.2519,-95.8608
446,Des Moines Manor,1500 Cedar Avenue,Council Bluffs,Pottawattamie,IA,50446,(520) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,IA-ALF-70446,Iowa Department of Human Services,2024-08-06,80,False,False,False,https://www.pottawattamie-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.2619,-95.85079999999999
447,Dubuque Village,1600 Des Moines Boulevard,Council Bluffs,Pottawattamie,IA,50447,(521) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,IA-ALF-70447,Iowa Department of Human Services,2024-09-07,81,True,True,False,https://www.pottawattamie-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.271899999999995,-95.8408
448,Sioux City Commons,1700 Dubuque Drive,Council Bluffs,Pottawattamie,IA,50448,(522) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,IA-ALF-70448,Iowa Department of Human Services,2024-10-08,82,False,False,False,https://www.pottawattamie-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.2819,-95.8308
449,Hawkeye Manor,1000 Main Street,Montezuma,Poweshiek,IA,50449,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70449,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.poweshiek-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.6764,-92.47540000000001
450,Cornfield Commons,1100 Iowa Avenue,Montezuma,Poweshiek,IA,50450,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70450,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.poweshiek-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.6864,-92.4654
451,Prairie Village,1200 Hawkeye Boulevard,Montezuma,Poweshiek,IA,50451,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70451,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.poweshiek-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.6964,-92.4554
452,Iowa River Village,1300 Cornfield Drive,Montezuma,Poweshiek,IA,50452,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70452,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.poweshiek-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.706399999999995,-92.4454
453,Cedar Rapids Commons,1400 Prairie Street,Montezuma,Poweshiek,IA,50453,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70453,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.poweshiek-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.7164,-92.4354
454,Hawkeye Manor,1000 Main Street,Mount Ayr,Ringgold,IA,50454,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70454,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.ringgold-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.6764,-94.2754
455,Cornfield Commons,1100 Iowa Avenue,Mount Ayr,Ringgold,IA,50455,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70455,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.ringgold-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.6864,-94.2654
456,Prairie Village,1200 Hawkeye Boulevard,Mount Ayr,Ringgold,IA,50456,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70456,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.ringgold-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.6964,-94.2554
457,Iowa River Village,1300 Cornfield Drive,Mount Ayr,Ringgold,IA,50457,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70457,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.ringgold-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.706399999999995,-94.2454
458,Cedar Rapids Commons,1400 Prairie Street,Mount Ayr,Ringgold,IA,50458,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70458,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.ringgold-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.7164,-94.2354
459,Hawkeye Manor,1000 Main Street,Sac City,Sac,IA,50459,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70459,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.sac-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.3264,-95.0754
460,Cornfield Commons,1100 Iowa Avenue,Sac City,Sac,IA,50460,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70460,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.sac-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.3364,-95.0654
461,Prairie Village,1200 Hawkeye Boulevard,Sac City,Sac,IA,50461,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70461,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.sac-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.346399999999996,-95.05539999999999
462,Iowa River Village,1300 Cornfield Drive,Sac City,Sac,IA,50462,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70462,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.sac-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.356399999999994,-95.0454
463,Cedar Rapids Commons,1400 Prairie Street,Sac City,Sac,IA,50463,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70463,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.sac-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.3664,-95.0354
464,Hawkeye Manor,1000 Main Street,Davenport,Scott,IA,50464,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70464,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.scott-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.473600000000005,-90.61760000000001
465,Cornfield Commons,1100 Iowa Avenue,Davenport,Scott,IA,50465,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70465,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.scott-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.4836,-90.6076
466,Prairie Village,1200 Hawkeye Boulevard,Davenport,Scott,IA,50466,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70466,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.scott-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.4936,-90.5976
467,Iowa River Village,1300 Cornfield Drive,Davenport,Scott,IA,50467,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70467,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.scott-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.5036,-90.58760000000001
468,Cedar Rapids Commons,1400 Prairie Street,Davenport,Scott,IA,50468,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70468,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.scott-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.513600000000004,-90.5776
469,Des Moines Manor,1500 Cedar Avenue,Davenport,Scott,IA,50469,(520) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,IA-ALF-70469,Iowa Department of Human Services,2024-08-06,80,False,False,False,https://www.scott-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.5236,-90.5676
470,Dubuque Village,1600 Des Moines Boulevard,Davenport,Scott,IA,50470,(521) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,IA-ALF-70470,Iowa Department of Human Services,2024-09-07,81,True,True,False,https://www.scott-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.5336,-90.55760000000001
471,Sioux City Commons,1700 Dubuque Drive,Davenport,Scott,IA,50471,(522) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,IA-ALF-70471,Iowa Department of Human Services,2024-10-08,82,False,False,False,https://www.scott-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.543600000000005,-90.5476
472,Waterloo Manor,1800 Sioux City Street,Davenport,Scott,IA,50472,(523) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,IA-ALF-70472,Iowa Department of Human Services,2024-11-09,83,False,True,True,https://www.scott-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.5536,-90.61760000000001
473,Davenport Village,1900 Waterloo Avenue,Davenport,Scott,IA,50473,(524) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,IA-ALF-70473,Iowa Department of Human Services,2024-03-10,84,True,False,False,https://www.scott-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.5636,-90.6076
474,Ames Commons,2000 Davenport Boulevard,Davenport,Scott,IA,50474,(525) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,45,IA-ALF-70474,Iowa Department of Human Services,2024-04-11,85,False,True,False,https://www.scott-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.473600000000005,-90.5976
475,Iowa City Manor,2100 Ames Drive,Davenport,Scott,IA,50475,(526) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,46,IA-ALF-70475,Iowa Department of Human Services,2024-05-12,86,False,False,False,https://www.scott-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.4836,-90.58760000000001
476,Hawkeye Manor,1000 Main Street,Harlan,Shelby,IA,50476,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70476,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.shelby-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.626400000000004,-95.37540000000001
477,Cornfield Commons,1100 Iowa Avenue,Harlan,Shelby,IA,50477,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70477,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.shelby-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.6364,-95.36540000000001
478,Prairie Village,1200 Hawkeye Boulevard,Harlan,Shelby,IA,50478,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70478,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.shelby-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.6464,-95.3554
479,Iowa River Village,1300 Cornfield Drive,Harlan,Shelby,IA,50479,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70479,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.shelby-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.6564,-95.34540000000001
480,Cedar Rapids Commons,1400 Prairie Street,Harlan,Shelby,IA,50480,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70480,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.shelby-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.6664,-95.3354
481,Hawkeye Manor,1000 Main Street,Orange City,Sioux,IA,50481,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70481,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.sioux-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.0264,-96.22540000000001
482,Cornfield Commons,1100 Iowa Avenue,Orange City,Sioux,IA,50482,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70482,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.sioux-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.0364,-96.2154
483,Prairie Village,1200 Hawkeye Boulevard,Orange City,Sioux,IA,50483,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70483,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.sioux-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.0464,-96.2054
484,Iowa River Village,1300 Cornfield Drive,Orange City,Sioux,IA,50484,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70484,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.sioux-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.0564,-96.1954
485,Cedar Rapids Commons,1400 Prairie Street,Orange City,Sioux,IA,50485,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70485,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.sioux-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.0664,-96.1854
486,Hawkeye Manor,1000 Main Street,Ames,Story,IA,50486,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70486,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.story-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.9808,-93.67190000000001
487,Cornfield Commons,1100 Iowa Avenue,Ames,Story,IA,50487,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70487,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.story-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.9908,-93.6619
488,Prairie Village,1200 Hawkeye Boulevard,Ames,Story,IA,50488,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70488,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.story-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.0008,-93.6519
489,Iowa River Village,1300 Cornfield Drive,Ames,Story,IA,50489,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70489,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.story-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.010799999999996,-93.6419
490,Cedar Rapids Commons,1400 Prairie Street,Ames,Story,IA,50490,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70490,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.story-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.0208,-93.6319
491,Des Moines Manor,1500 Cedar Avenue,Ames,Story,IA,50491,(520) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,IA-ALF-70491,Iowa Department of Human Services,2024-08-06,80,False,False,False,https://www.story-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.0308,-93.6219
492,Dubuque Village,1600 Des Moines Boulevard,Ames,Story,IA,50492,(521) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,IA-ALF-70492,Iowa Department of Human Services,2024-09-07,81,True,True,False,https://www.story-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.0408,-93.6119
493,Sioux City Commons,1700 Dubuque Drive,Ames,Story,IA,50493,(522) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,IA-ALF-70493,Iowa Department of Human Services,2024-10-08,82,False,False,False,https://www.story-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.0508,-93.6019
494,Waterloo Manor,1800 Sioux City Street,Ames,Story,IA,50494,(523) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,IA-ALF-70494,Iowa Department of Human Services,2024-11-09,83,False,True,True,https://www.story-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.0608,-93.67190000000001
495,Davenport Village,1900 Waterloo Avenue,Ames,Story,IA,50495,(524) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,IA-ALF-70495,Iowa Department of Human Services,2024-03-10,84,True,False,False,https://www.story-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.0708,-93.6619
496,Hawkeye Manor,1000 Main Street,Toledo,Tama,IA,50496,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70496,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.tama-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.0264,-92.62540000000001
497,Cornfield Commons,1100 Iowa Avenue,Toledo,Tama,IA,50497,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70497,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.tama-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.0364,-92.61540000000001
498,Prairie Village,1200 Hawkeye Boulevard,Toledo,Tama,IA,50498,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70498,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.tama-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.0464,-92.6054
499,Iowa River Village,1300 Cornfield Drive,Toledo,Tama,IA,50499,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70499,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.tama-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.0564,-92.59540000000001
500,Cedar Rapids Commons,1400 Prairie Street,Toledo,Tama,IA,50500,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70500,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.tama-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.0664,-92.5854
501,Hawkeye Manor,1000 Main Street,Bedford,Taylor,IA,50501,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70501,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.taylor-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.6764,-94.47540000000001
502,Cornfield Commons,1100 Iowa Avenue,Bedford,Taylor,IA,50502,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70502,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.taylor-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.6864,-94.4654
503,Prairie Village,1200 Hawkeye Boulevard,Bedford,Taylor,IA,50503,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70503,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.taylor-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.6964,-94.4554
504,Iowa River Village,1300 Cornfield Drive,Bedford,Taylor,IA,50504,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70504,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.taylor-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.706399999999995,-94.4454
505,Cedar Rapids Commons,1400 Prairie Street,Bedford,Taylor,IA,50505,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70505,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.taylor-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.7164,-94.4354
506,Hawkeye Manor,1000 Main Street,Creston,Union,IA,50506,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70506,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.union-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.976400000000005,-94.37540000000001
507,Cornfield Commons,1100 Iowa Avenue,Creston,Union,IA,50507,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70507,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.union-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.9864,-94.36540000000001
508,Prairie Village,1200 Hawkeye Boulevard,Creston,Union,IA,50508,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70508,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.union-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.9964,-94.3554
509,Iowa River Village,1300 Cornfield Drive,Creston,Union,IA,50509,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70509,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.union-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.0064,-94.34540000000001
510,Cedar Rapids Commons,1400 Prairie Street,Creston,Union,IA,50510,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70510,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.union-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.016400000000004,-94.3354
511,Hawkeye Manor,1000 Main Street,Keosauqua,Van Buren,IA,50511,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70511,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.vanburen-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.6764,-91.97540000000001
512,Cornfield Commons,1100 Iowa Avenue,Keosauqua,Van Buren,IA,50512,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70512,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.vanburen-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.6864,-91.9654
513,Prairie Village,1200 Hawkeye Boulevard,Keosauqua,Van Buren,IA,50513,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70513,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.vanburen-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.6964,-91.9554
514,Iowa River Village,1300 Cornfield Drive,Keosauqua,Van Buren,IA,50514,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70514,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.vanburen-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.706399999999995,-91.9454
515,Cedar Rapids Commons,1400 Prairie Street,Keosauqua,Van Buren,IA,50515,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70515,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.vanburen-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.7164,-91.9354
516,Hawkeye Manor,1000 Main Street,Ottumwa,Wapello,IA,50516,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70516,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.wapello-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.976400000000005,-92.47540000000001
517,Cornfield Commons,1100 Iowa Avenue,Ottumwa,Wapello,IA,50517,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70517,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.wapello-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.9864,-92.4654
518,Prairie Village,1200 Hawkeye Boulevard,Ottumwa,Wapello,IA,50518,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70518,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.wapello-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.9964,-92.4554
