id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Mountain View Manor,1000 Main Street,Philippi,Barbour,WV,25001,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25001,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.barbour-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.1064,-80.0854
233,Coal Country Commons,1200 Appalachian Boulevard,Hancock,Morgan,WV,25233,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25233,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.morgan-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.596399999999996,-78.24539999999999
234,Mountaineer Village,1300 Coal Street,Great Cacapon,Morgan,WV,25234,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25234,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.morgan-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.606399999999994,-78.2354
235,Charleston Manor,1400 Mountaineer Drive,Bath,Morgan,WV,25235,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25235,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.morgan-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.6164,-78.2254
236,Mountain View Manor,1000 Main Street,Summersville,Nicholas,WV,25236,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25236,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.nicholas-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.1764,-80.9054
237,Appalachian Village,1100 Mountain Avenue,Richwood,Nicholas,WV,25237,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25237,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.nicholas-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.1864,-80.8954
238,Coal Country Commons,1200 Appalachian Boulevard,Craigsville,Nicholas,WV,25238,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25238,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.nicholas-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.1964,-80.88539999999999
239,Mountaineer Village,1300 Coal Street,Nettie,Nicholas,WV,25239,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25239,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.nicholas-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.206399999999995,-80.8754
240,Charleston Manor,1400 Mountaineer Drive,Birch River,Nicholas,WV,25240,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25240,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.nicholas-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.2164,-80.8654
241,Mountain View Manor,1000 Main Street,Wheeling,Ohio,WV,25241,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25241,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.ohio-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,40.0264,-80.75540000000001
242,Appalachian Village,1100 Mountain Avenue,Bethlehem,Ohio,WV,25242,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25242,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.ohio-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,40.0364,-80.7454
243,Coal Country Commons,1200 Appalachian Boulevard,Triadelphia,Ohio,WV,25243,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25243,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.ohio-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,40.0464,-80.7354
244,Mountaineer Village,1300 Coal Street,Valley Grove,Ohio,WV,25244,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25244,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.ohio-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,40.0564,-80.72540000000001
245,Charleston Manor,1400 Mountaineer Drive,Clearview,Ohio,WV,25245,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25245,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.ohio-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,40.0664,-80.7154
246,Huntington Commons,1500 Charleston Avenue,Wheeling,Ohio,WV,25246,(304) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,25,WV-ALF-25246,West Virginia Department of Health and Human Resources,2024-08-06,85,False,False,False,https://www.ohio-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,40.0764,-80.7054
247,Morgantown Village,1600 Huntington Boulevard,Bethlehem,Ohio,WV,25247,(304) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,26,WV-ALF-25247,West Virginia Department of Health and Human Resources,2024-09-07,86,True,True,False,https://www.ohio-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,40.0864,-80.6954
248,Martinsburg Manor,1700 Morgantown Street,Triadelphia,Ohio,WV,25248,(304) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,27,WV-ALF-25248,West Virginia Department of Health and Human Resources,2024-10-08,87,False,False,False,https://www.ohio-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,40.0964,-80.6854
249,Parkersburg Commons,1800 Martinsburg Drive,Valley Grove,Ohio,WV,25249,(304) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,28,WV-ALF-25249,West Virginia Department of Health and Human Resources,2024-11-09,88,False,True,True,https://www.ohio-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,40.1064,-80.75540000000001
250,Wheeling Village,1900 Parkersburg Avenue,Clearview,Ohio,WV,25250,(304) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,29,WV-ALF-25250,West Virginia Department of Health and Human Resources,2024-03-10,89,True,False,False,https://www.ohio-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,40.1164,-80.7454
251,Bridgeport Manor,2000 Wheeling Boulevard,Wheeling,Ohio,WV,25251,(304) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,30,WV-ALF-25251,West Virginia Department of Health and Human Resources,2024-04-11,90,False,True,False,https://www.ohio-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,40.0264,-80.7354
252,Clarksburg Commons,2100 Bridgeport Street,Bethlehem,Ohio,WV,25252,(304) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,31,WV-ALF-25252,West Virginia Department of Health and Human Resources,2024-05-12,91,False,False,False,https://www.ohio-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,40.0364,-80.72540000000001
253,Mountain View Manor,1000 Main Street,Franklin,Pendleton,WV,25253,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25253,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.pendleton-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.6764,-79.36540000000001
254,Appalachian Village,1100 Mountain Avenue,Brandywine,Pendleton,WV,25254,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25254,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.pendleton-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.6864,-79.3554
255,Coal Country Commons,1200 Appalachian Boulevard,Circleville,Pendleton,WV,25255,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25255,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.pendleton-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.6964,-79.3454
256,Mountaineer Village,1300 Coal Street,Sugar Grove,Pendleton,WV,25256,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25256,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.pendleton-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.706399999999995,-79.3354
257,Charleston Manor,1400 Mountaineer Drive,Ruddle,Pendleton,WV,25257,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25257,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.pendleton-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.7164,-79.3254
258,Mountain View Manor,1000 Main Street,St. Marys,Pleasants,WV,25258,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25258,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.pleasants-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.3264,-81.3054
259,Appalachian Village,1100 Mountain Avenue,Belmont,Pleasants,WV,25259,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25259,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.pleasants-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.3364,-81.2954
260,Coal Country Commons,1200 Appalachian Boulevard,New Martinsville,Pleasants,WV,25260,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25260,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.pleasants-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.346399999999996,-81.2854
261,Mountaineer Village,1300 Coal Street,Bens Run,Pleasants,WV,25261,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25261,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.pleasants-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.356399999999994,-81.2754
262,Charleston Manor,1400 Mountaineer Drive,Willow Island,Pleasants,WV,25262,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25262,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.pleasants-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.3664,-81.2654
263,Mountain View Manor,1000 Main Street,Marlinton,Pocahontas,WV,25263,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25263,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.pocahontas-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.1764,-80.1054
264,Appalachian Village,1100 Mountain Avenue,Snowshoe,Pocahontas,WV,25264,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25264,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.pocahontas-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.1864,-80.0954
265,Coal Country Commons,1200 Appalachian Boulevard,Hillsboro,Pocahontas,WV,25265,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25265,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.pocahontas-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.1964,-80.08539999999999
266,Mountaineer Village,1300 Coal Street,Buckeye,Pocahontas,WV,25266,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25266,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.pocahontas-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.206399999999995,-80.0754
267,Charleston Manor,1400 Mountaineer Drive,Dunmore,Pocahontas,WV,25267,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25267,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.pocahontas-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.2164,-80.0654
268,Mountain View Manor,1000 Main Street,Kingwood,Preston,WV,25268,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25268,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.preston-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.4264,-79.72540000000001
269,Appalachian Village,1100 Mountain Avenue,Terra Alta,Preston,WV,25269,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25269,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.preston-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.4364,-79.7154
270,Coal Country Commons,1200 Appalachian Boulevard,Rowlesburg,Preston,WV,25270,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25270,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.preston-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.4464,-79.7054
271,Mountaineer Village,1300 Coal Street,Tunnelton,Preston,WV,25271,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25271,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.preston-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.456399999999995,-79.6954
272,Charleston Manor,1400 Mountaineer Drive,Newburg,Preston,WV,25272,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25272,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.preston-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.4664,-79.6854
273,Huntington Commons,1500 Charleston Avenue,Kingwood,Preston,WV,25273,(304) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,25,WV-ALF-25273,West Virginia Department of Health and Human Resources,2024-08-06,85,False,False,False,https://www.preston-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.4764,-79.6754
274,Morgantown Village,1600 Huntington Boulevard,Terra Alta,Preston,WV,25274,(304) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,26,WV-ALF-25274,West Virginia Department of Health and Human Resources,2024-09-07,86,True,True,False,https://www.preston-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.486399999999996,-79.6654
275,Martinsburg Manor,1700 Morgantown Street,Rowlesburg,Preston,WV,25275,(304) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,27,WV-ALF-25275,West Virginia Department of Health and Human Resources,2024-10-08,87,False,False,False,https://www.preston-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.4964,-79.6554
276,Mountain View Manor,1000 Main Street,Hurricane,Putnam,WV,25276,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25276,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.putnam-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.376400000000004,-81.9454
277,Appalachian Village,1100 Mountain Avenue,Winfield,Putnam,WV,25277,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25277,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.putnam-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.3864,-81.9354
278,Coal Country Commons,1200 Appalachian Boulevard,Teays,Putnam,WV,25278,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25278,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.putnam-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.3964,-81.9254
279,Mountaineer Village,1300 Coal Street,Eleanor,Putnam,WV,25279,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25279,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.putnam-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.4064,-81.9154
280,Charleston Manor,1400 Mountaineer Drive,Poca,Putnam,WV,25280,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25280,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.putnam-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.4164,-81.9054
281,Huntington Commons,1500 Charleston Avenue,Hurricane,Putnam,WV,25281,(304) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,25,WV-ALF-25281,West Virginia Department of Health and Human Resources,2024-08-06,85,False,False,False,https://www.putnam-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.4264,-81.8954
282,Morgantown Village,1600 Huntington Boulevard,Winfield,Putnam,WV,25282,(304) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,26,WV-ALF-25282,West Virginia Department of Health and Human Resources,2024-09-07,86,True,True,False,https://www.putnam-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.4364,-81.8854
283,Martinsburg Manor,1700 Morgantown Street,Teays,Putnam,WV,25283,(304) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,27,WV-ALF-25283,West Virginia Department of Health and Human Resources,2024-10-08,87,False,False,False,https://www.putnam-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.446400000000004,-81.8754
284,Mountain View Manor,1000 Main Street,Beckley,Raleigh,WV,25284,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25284,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.raleigh-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.726400000000005,-81.22540000000001
285,Appalachian Village,1100 Mountain Avenue,Oak Hill,Raleigh,WV,25285,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25285,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.raleigh-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.7364,-81.2154
286,Coal Country Commons,1200 Appalachian Boulevard,Daniels,Raleigh,WV,25286,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25286,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.raleigh-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.7464,-81.2054
287,Mountaineer Village,1300 Coal Street,Sophia,Raleigh,WV,25287,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25287,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.raleigh-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.7564,-81.1954
288,Charleston Manor,1400 Mountaineer Drive,Lester,Raleigh,WV,25288,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25288,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.raleigh-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.766400000000004,-81.1854
289,Huntington Commons,1500 Charleston Avenue,Beckley,Raleigh,WV,25289,(304) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,25,WV-ALF-25289,West Virginia Department of Health and Human Resources,2024-08-06,85,False,False,False,https://www.raleigh-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.7764,-81.1754
290,Morgantown Village,1600 Huntington Boulevard,Oak Hill,Raleigh,WV,25290,(304) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,26,WV-ALF-25290,West Virginia Department of Health and Human Resources,2024-09-07,86,True,True,False,https://www.raleigh-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.7864,-81.1654
291,Martinsburg Manor,1700 Morgantown Street,Daniels,Raleigh,WV,25291,(304) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,27,WV-ALF-25291,West Virginia Department of Health and Human Resources,2024-10-08,87,False,False,False,https://www.raleigh-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.796400000000006,-81.1554
292,Parkersburg Commons,1800 Martinsburg Drive,Sophia,Raleigh,WV,25292,(304) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,28,WV-ALF-25292,West Virginia Department of Health and Human Resources,2024-11-09,88,False,True,True,https://www.raleigh-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.806400000000004,-81.22540000000001
293,Wheeling Village,1900 Parkersburg Avenue,Lester,Raleigh,WV,25293,(304) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,29,WV-ALF-25293,West Virginia Department of Health and Human Resources,2024-03-10,89,True,False,False,https://www.raleigh-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.8164,-81.2154
294,Bridgeport Manor,2000 Wheeling Boulevard,Beckley,Raleigh,WV,25294,(304) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,30,WV-ALF-25294,West Virginia Department of Health and Human Resources,2024-04-11,90,False,True,False,https://www.raleigh-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.726400000000005,-81.2054
295,Clarksburg Commons,2100 Bridgeport Street,Oak Hill,Raleigh,WV,25295,(304) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,31,WV-ALF-25295,West Virginia Department of Health and Human Resources,2024-05-12,91,False,False,False,https://www.raleigh-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,37.7364,-81.1954
296,Mountain View Manor,1000 Main Street,Elkins,Randolph,WV,25296,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25296,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.randolph-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.8264,-79.89540000000001
297,Appalachian Village,1100 Mountain Avenue,Parsons,Randolph,WV,25297,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25297,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.randolph-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.8364,-79.8854
298,Coal Country Commons,1200 Appalachian Boulevard,Davis,Randolph,WV,25298,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25298,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.randolph-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.846399999999996,-79.8754
299,Mountaineer Village,1300 Coal Street,Thomas,Randolph,WV,25299,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25299,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.randolph-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.856399999999994,-79.86540000000001
300,Charleston Manor,1400 Mountaineer Drive,Harman,Randolph,WV,25300,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25300,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.randolph-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.8664,-79.8554
301,Mountain View Manor,1000 Main Street,Harrisville,Ritchie,WV,25301,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25301,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.ritchie-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.226400000000005,-81.0454
302,Appalachian Village,1100 Mountain Avenue,Ellenboro,Ritchie,WV,25302,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25302,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.ritchie-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.2364,-81.0354
303,Coal Country Commons,1200 Appalachian Boulevard,Cairo,Ritchie,WV,25303,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25303,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.ritchie-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.2464,-81.02539999999999
304,Mountaineer Village,1300 Coal Street,Petroleum,Ritchie,WV,25304,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25304,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.ritchie-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.2564,-81.0154
305,Charleston Manor,1400 Mountaineer Drive,Auburn,Ritchie,WV,25305,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25305,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.ritchie-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,39.266400000000004,-81.0054
306,Mountain View Manor,1000 Main Street,Spencer,Roane,WV,25306,(304) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,20,WV-ALF-25306,West Virginia Department of Health and Human Resources,2024-03-01,80,True,True,True,https://www.roane-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.5764,-81.1654
307,Appalachian Village,1100 Mountain Avenue,Walton,Roane,WV,25307,(304) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,21,WV-ALF-25307,West Virginia Department of Health and Human Resources,2024-04-02,81,False,False,False,https://www.roane-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.5864,-81.1554
308,Coal Country Commons,1200 Appalachian Boulevard,Glenville,Roane,WV,25308,(304) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,22,WV-ALF-25308,West Virginia Department of Health and Human Resources,2024-05-03,82,False,True,False,https://www.roane-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.596399999999996,-81.1454
309,Mountaineer Village,1300 Coal Street,Clay,Roane,WV,25309,(304) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,23,WV-ALF-25309,West Virginia Department of Health and Human Resources,2024-06-04,83,True,False,False,https://www.roane-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.606399999999994,-81.1354
310,Charleston Manor,1400 Mountaineer Drive,Reedy,Roane,WV,25310,(304) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,24,WV-ALF-25310,West Virginia Department of Health and Human Resources,2024-07-05,84,False,True,True,https://www.roane-senior-living.com,Active,West Virginia Department of Health and Human Resources,2025-07-17,38.6164,-81.1254
