id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Sunflower Manor,1000 Main Street,Iola,Allen,KS,66001,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70001,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.allen-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.876400000000004,-95.47540000000001
538,Wichita Commons,1400 Wheat Street,Wichita,Sedgwick,KS,66538,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70538,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.sedgwick-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.681000000000004,-97.3372
539,Topeka Manor,1500 Jayhawk Avenue,Wichita,Sedgwick,KS,66539,(321) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,KS-ACH-70539,Kansas Department for Aging and Disability Services,2024-08-06,80,False,False,False,https://www.sedgwick-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.691,-97.32719999999999
540,Overland Park Village,1600 Wichita Boulevard,Wichita,Sedgwick,KS,66540,(322) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,31,KS-ACH-70540,Kansas Department for Aging and Disability Services,2024-09-07,81,True,True,False,https://www.sedgwick-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.701,-97.3172
541,Kansas City Commons,1700 Topeka Drive,Wichita,Sedgwick,KS,66541,(323) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,32,KS-ACH-70541,Kansas Department for Aging and Disability Services,2024-10-08,82,False,False,False,https://www.sedgwick-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.711000000000006,-97.3072
542,Lawrence Manor,1800 Overland Park Street,Wichita,Sedgwick,KS,66542,(324) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,33,KS-ACH-70542,Kansas Department for Aging and Disability Services,2024-11-09,83,False,True,True,https://www.sedgwick-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.721000000000004,-97.3772
543,Manhattan Village,1900 Kansas City Avenue,Wichita,Sedgwick,KS,66543,(325) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,34,KS-ACH-70543,Kansas Department for Aging and Disability Services,2024-03-10,84,True,False,False,https://www.sedgwick-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.731,-97.3672
544,Salina Commons,2000 Lawrence Boulevard,Wichita,Sedgwick,KS,66544,(326) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,35,KS-ACH-70544,Kansas Department for Aging and Disability Services,2024-04-11,85,False,True,False,https://www.sedgwick-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.641000000000005,-97.35719999999999
545,Hutchinson Manor,2100 Manhattan Drive,Wichita,Sedgwick,KS,66545,(327) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,36,KS-ACH-70545,Kansas Department for Aging and Disability Services,2024-05-12,86,False,False,False,https://www.sedgwick-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.651,-97.3472
546,Lenexa Village,2200 Salina Street,Wichita,Sedgwick,KS,66546,(328) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,37,KS-ACH-70546,Kansas Department for Aging and Disability Services,2024-06-13,87,True,True,True,https://www.sedgwick-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.661,-97.3372
547,Shawnee Commons,2300 Hutchinson Avenue,Wichita,Sedgwick,KS,66547,(329) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,38,KS-ACH-70547,Kansas Department for Aging and Disability Services,2024-07-14,88,False,False,False,https://www.sedgwick-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.671,-97.32719999999999
548,Olathe Manor,2400 Lenexa Boulevard,Wichita,Sedgwick,KS,66548,(330) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,39,KS-ACH-70548,Kansas Department for Aging and Disability Services,2024-08-15,89,False,True,False,https://www.sedgwick-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.681000000000004,-97.3172
549,Garden City Village,2500 Shawnee Drive,Wichita,Sedgwick,KS,66549,(331) 215-1015,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,40,KS-ACH-70549,Kansas Department for Aging and Disability Services,2024-09-16,90,True,False,False,https://www.sedgwick-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.691,-97.3072
550,Dodge City Commons,2600 Olathe Street,Wichita,Sedgwick,KS,66550,(332) 216-1016,Senior Living,Continuing Care; Adult Day Services; Personal Care,41,KS-ACH-70550,Kansas Department for Aging and Disability Services,2024-10-17,91,False,True,True,https://www.sedgwick-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.701,-97.3772
551,Emporia Manor,2700 Garden City Avenue,Wichita,Sedgwick,KS,66551,(333) 217-1017,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,42,KS-ACH-70551,Kansas Department for Aging and Disability Services,2024-11-18,92,False,False,False,https://www.sedgwick-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.711000000000006,-97.3672
552,Hays Village,2800 Dodge City Boulevard,Wichita,Sedgwick,KS,66552,(334) 218-1018,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,43,KS-ACH-70552,Kansas Department for Aging and Disability Services,2024-03-19,93,True,True,False,https://www.sedgwick-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.721000000000004,-97.35719999999999
553,Liberal Commons,2900 Emporia Drive,Wichita,Sedgwick,KS,66553,(335) 219-1019,Senior Living,Assisted Living; Personal Care; Hospice Care,44,KS-ACH-70553,Kansas Department for Aging and Disability Services,2024-04-20,94,False,False,False,https://www.sedgwick-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.731,-97.3472
554,Sunflower State Manor,3000 Hays Street,Wichita,Sedgwick,KS,66554,(336) 220-1020,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,45,KS-ACH-70554,Kansas Department for Aging and Disability Services,2024-05-21,95,False,True,True,https://www.sedgwick-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.641000000000005,-97.3372
555,Tornado Alley Village,3100 Liberal Avenue,Wichita,Sedgwick,KS,66555,(337) 221-1021,Senior Living,Assisted Living; Memory Care; Independent Living,46,KS-ACH-70555,Kansas Department for Aging and Disability Services,2024-06-22,96,True,False,False,https://www.sedgwick-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.651,-97.32719999999999
556,Great Plains Commons,3200 Sunflower State Boulevard,Wichita,Sedgwick,KS,66556,(338) 222-1022,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,47,KS-ACH-70556,Kansas Department for Aging and Disability Services,2024-07-23,97,False,True,False,https://www.sedgwick-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.661,-97.3172
557,Flint Hills Manor,3300 Tornado Alley Drive,Wichita,Sedgwick,KS,66557,(339) 223-1023,Senior Living,Continuing Care; Adult Day Services; Personal Care,48,KS-ACH-70557,Kansas Department for Aging and Disability Services,2024-08-24,98,False,False,False,https://www.sedgwick-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.671,-97.3072
558,Tallgrass Prairie Village,3400 Great Plains Street,Wichita,Sedgwick,KS,66558,(340) 224-1024,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,49,KS-ACH-70558,Kansas Department for Aging and Disability Services,2024-09-25,99,True,True,True,https://www.sedgwick-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.681000000000004,-97.3772
559,Sunflower Manor,1000 Main Street,Liberal,Seward,KS,66559,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70559,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.seward-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,36.976400000000005,-100.97540000000001
560,Prairie Village,1100 Kansas Avenue,Liberal,Seward,KS,66560,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70560,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.seward-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,36.9864,-100.9654
561,Wheat Country Commons,1200 Sunflower Boulevard,Liberal,Seward,KS,66561,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70561,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.seward-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,36.9964,-100.9554
562,Jayhawk Village,1300 Prairie Drive,Liberal,Seward,KS,66562,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70562,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.seward-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.0064,-100.9454
563,Wichita Commons,1400 Wheat Street,Liberal,Seward,KS,66563,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70563,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.seward-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.016400000000004,-100.9354
564,Sunflower Manor,1000 Main Street,Topeka,Shawnee,KS,66564,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70564,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.shawnee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.9973,-95.729
565,Prairie Village,1100 Kansas Avenue,Topeka,Shawnee,KS,66565,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70565,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.shawnee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.0073,-95.719
566,Wheat Country Commons,1200 Sunflower Boulevard,Topeka,Shawnee,KS,66566,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70566,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.shawnee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.0173,-95.70899999999999
567,Jayhawk Village,1300 Prairie Drive,Topeka,Shawnee,KS,66567,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70567,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.shawnee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.0273,-95.699
568,Wichita Commons,1400 Wheat Street,Topeka,Shawnee,KS,66568,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70568,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.shawnee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.0373,-95.689
569,Topeka Manor,1500 Jayhawk Avenue,Topeka,Shawnee,KS,66569,(321) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,KS-ACH-70569,Kansas Department for Aging and Disability Services,2024-08-06,80,False,False,False,https://www.shawnee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.0473,-95.67899999999999
570,Overland Park Village,1600 Wichita Boulevard,Topeka,Shawnee,KS,66570,(322) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,31,KS-ACH-70570,Kansas Department for Aging and Disability Services,2024-09-07,81,True,True,False,https://www.shawnee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.0573,-95.669
571,Kansas City Commons,1700 Topeka Drive,Topeka,Shawnee,KS,66571,(323) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,32,KS-ACH-70571,Kansas Department for Aging and Disability Services,2024-10-08,82,False,False,False,https://www.shawnee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.0673,-95.65899999999999
572,Lawrence Manor,1800 Overland Park Street,Topeka,Shawnee,KS,66572,(324) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,33,KS-ACH-70572,Kansas Department for Aging and Disability Services,2024-11-09,83,False,True,True,https://www.shawnee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.0773,-95.729
573,Manhattan Village,1900 Kansas City Avenue,Topeka,Shawnee,KS,66573,(325) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,34,KS-ACH-70573,Kansas Department for Aging and Disability Services,2024-03-10,84,True,False,False,https://www.shawnee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.0873,-95.719
574,Salina Commons,2000 Lawrence Boulevard,Topeka,Shawnee,KS,66574,(326) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,35,KS-ACH-70574,Kansas Department for Aging and Disability Services,2024-04-11,85,False,True,False,https://www.shawnee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.9973,-95.70899999999999
575,Hutchinson Manor,2100 Manhattan Drive,Topeka,Shawnee,KS,66575,(327) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,36,KS-ACH-70575,Kansas Department for Aging and Disability Services,2024-05-12,86,False,False,False,https://www.shawnee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.0073,-95.699
576,Lenexa Village,2200 Salina Street,Topeka,Shawnee,KS,66576,(328) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,37,KS-ACH-70576,Kansas Department for Aging and Disability Services,2024-06-13,87,True,True,True,https://www.shawnee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.0173,-95.689
577,Shawnee Commons,2300 Hutchinson Avenue,Topeka,Shawnee,KS,66577,(329) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,38,KS-ACH-70577,Kansas Department for Aging and Disability Services,2024-07-14,88,False,False,False,https://www.shawnee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.0273,-95.67899999999999
578,Olathe Manor,2400 Lenexa Boulevard,Topeka,Shawnee,KS,66578,(330) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,39,KS-ACH-70578,Kansas Department for Aging and Disability Services,2024-08-15,89,False,True,False,https://www.shawnee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.0373,-95.669
579,Garden City Village,2500 Shawnee Drive,Topeka,Shawnee,KS,66579,(331) 215-1015,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,40,KS-ACH-70579,Kansas Department for Aging and Disability Services,2024-09-16,90,True,False,False,https://www.shawnee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.0473,-95.65899999999999
580,Dodge City Commons,2600 Olathe Street,Topeka,Shawnee,KS,66580,(332) 216-1016,Senior Living,Continuing Care; Adult Day Services; Personal Care,41,KS-ACH-70580,Kansas Department for Aging and Disability Services,2024-10-17,91,False,True,True,https://www.shawnee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.0573,-95.729
581,Emporia Manor,2700 Garden City Avenue,Topeka,Shawnee,KS,66581,(333) 217-1017,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,42,KS-ACH-70581,Kansas Department for Aging and Disability Services,2024-11-18,92,False,False,False,https://www.shawnee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.0673,-95.719
582,Hays Village,2800 Dodge City Boulevard,Topeka,Shawnee,KS,66582,(334) 218-1018,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,43,KS-ACH-70582,Kansas Department for Aging and Disability Services,2024-03-19,93,True,True,False,https://www.shawnee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.0773,-95.70899999999999
583,Liberal Commons,2900 Emporia Drive,Topeka,Shawnee,KS,66583,(335) 219-1019,Senior Living,Assisted Living; Personal Care; Hospice Care,44,KS-ACH-70583,Kansas Department for Aging and Disability Services,2024-04-20,94,False,False,False,https://www.shawnee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.0873,-95.699
584,Sunflower Manor,1000 Main Street,Hoxie,Sheridan,KS,66584,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70584,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.sheridan-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.3264,-100.47540000000001
585,Prairie Village,1100 Kansas Avenue,Hoxie,Sheridan,KS,66585,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70585,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.sheridan-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.3364,-100.4654
586,Wheat Country Commons,1200 Sunflower Boulevard,Hoxie,Sheridan,KS,66586,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70586,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.sheridan-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.346399999999996,-100.4554
587,Jayhawk Village,1300 Prairie Drive,Hoxie,Sheridan,KS,66587,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70587,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.sheridan-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.356399999999994,-100.4454
588,Wichita Commons,1400 Wheat Street,Hoxie,Sheridan,KS,66588,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70588,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.sheridan-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.3664,-100.4354
589,Sunflower Manor,1000 Main Street,Goodland,Sherman,KS,66589,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70589,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.sherman-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.3264,-101.7754
590,Prairie Village,1100 Kansas Avenue,Goodland,Sherman,KS,66590,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70590,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.sherman-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.3364,-101.7654
591,Wheat Country Commons,1200 Sunflower Boulevard,Goodland,Sherman,KS,66591,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70591,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.sherman-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.346399999999996,-101.7554
592,Jayhawk Village,1300 Prairie Drive,Goodland,Sherman,KS,66592,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70592,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.sherman-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.356399999999994,-101.7454
593,Wichita Commons,1400 Wheat Street,Goodland,Sherman,KS,66593,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70593,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.sherman-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.3664,-101.7354
594,Sunflower Manor,1000 Main Street,Smith Center,Smith,KS,66594,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70594,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.smith-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.726400000000005,-98.7754
595,Prairie Village,1100 Kansas Avenue,Smith Center,Smith,KS,66595,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70595,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.smith-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.7364,-98.7654
596,Wheat Country Commons,1200 Sunflower Boulevard,Smith Center,Smith,KS,66596,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70596,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.smith-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.7464,-98.7554
597,Jayhawk Village,1300 Prairie Drive,Smith Center,Smith,KS,66597,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70597,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.smith-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.7564,-98.7454
598,Wichita Commons,1400 Wheat Street,Smith Center,Smith,KS,66598,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70598,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.smith-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.766400000000004,-98.7354
599,Sunflower Manor,1000 Main Street,Stafford,Stafford,KS,66599,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70599,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.stafford-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.876400000000004,-98.67540000000001
600,Prairie Village,1100 Kansas Avenue,Stafford,Stafford,KS,66600,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70600,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.stafford-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.8864,-98.6654
601,Wheat Country Commons,1200 Sunflower Boulevard,Stafford,Stafford,KS,66601,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70601,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.stafford-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.8964,-98.6554
602,Jayhawk Village,1300 Prairie Drive,Stafford,Stafford,KS,66602,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70602,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.stafford-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.9064,-98.64540000000001
603,Wichita Commons,1400 Wheat Street,Stafford,Stafford,KS,66603,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70603,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.stafford-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.9164,-98.6354
604,Sunflower Manor,1000 Main Street,Johnson City,Stanton,KS,66604,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70604,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.stanton-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.5264,-101.5754
605,Prairie Village,1100 Kansas Avenue,Johnson City,Stanton,KS,66605,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70605,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.stanton-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.5364,-101.5654
606,Wheat Country Commons,1200 Sunflower Boulevard,Johnson City,Stanton,KS,66606,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70606,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.stanton-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.5464,-101.55539999999999
607,Jayhawk Village,1300 Prairie Drive,Johnson City,Stanton,KS,66607,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70607,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.stanton-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.5564,-101.5454
608,Wichita Commons,1400 Wheat Street,Johnson City,Stanton,KS,66608,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70608,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.stanton-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.5664,-101.5354
609,Sunflower Manor,1000 Main Street,Hugoton,Stevens,KS,66609,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70609,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.stevens-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.226400000000005,-101.0754
610,Prairie Village,1100 Kansas Avenue,Hugoton,Stevens,KS,66610,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70610,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.stevens-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.2364,-101.0654
611,Wheat Country Commons,1200 Sunflower Boulevard,Hugoton,Stevens,KS,66611,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70611,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.stevens-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.2464,-101.05539999999999
612,Jayhawk Village,1300 Prairie Drive,Hugoton,Stevens,KS,66612,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70612,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.stevens-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.2564,-101.0454
613,Wichita Commons,1400 Wheat Street,Hugoton,Stevens,KS,66613,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70613,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.stevens-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.266400000000004,-101.0354
614,Sunflower Manor,1000 Main Street,Wellington,Sumner,KS,66614,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70614,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.sumner-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.226400000000005,-97.47540000000001
615,Prairie Village,1100 Kansas Avenue,Wellington,Sumner,KS,66615,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70615,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.sumner-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.2364,-97.4654
