id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Keystone Manor,1000 Main Street,Adams,Adams,PA,15001,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10001,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.adams-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
241,Keystone Manor,1000 Main Street,Schuylkill,Schuylkill,PA,15241,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10241,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.schuylkill-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
242,Liberty Gardens,1100 Market Street,Schuylkill,Schuylkill,PA,15242,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10242,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.schuylkill-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
243,Independence Place,1200 Broad Street,Schuylkill,Schuylkill,PA,15243,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10243,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.schuylkill-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
244,Colonial Estates,1300 Pine Street,Schuylkill,Schuylkill,PA,15244,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10244,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.schuylkill-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
245,Keystone Manor,1000 Main Street,Snyder,Snyder,PA,15245,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10245,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.snyder-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
246,Liberty Gardens,1100 Market Street,Snyder,Snyder,PA,15246,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10246,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.snyder-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
247,Independence Place,1200 Broad Street,Snyder,Snyder,PA,15247,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10247,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.snyder-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
248,Colonial Estates,1300 Pine Street,Snyder,Snyder,PA,15248,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10248,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.snyder-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
249,Keystone Manor,1000 Main Street,Somerset,Somerset,PA,15249,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10249,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.somerset-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
250,Liberty Gardens,1100 Market Street,Somerset,Somerset,PA,15250,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10250,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.somerset-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
251,Independence Place,1200 Broad Street,Somerset,Somerset,PA,15251,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10251,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.somerset-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
252,Colonial Estates,1300 Pine Street,Somerset,Somerset,PA,15252,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10252,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.somerset-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
253,Keystone Manor,1000 Main Street,Sullivan,Sullivan,PA,15253,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10253,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.sullivan-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
254,Liberty Gardens,1100 Market Street,Sullivan,Sullivan,PA,15254,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10254,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.sullivan-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
255,Independence Place,1200 Broad Street,Sullivan,Sullivan,PA,15255,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10255,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.sullivan-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
256,Colonial Estates,1300 Pine Street,Sullivan,Sullivan,PA,15256,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10256,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.sullivan-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
257,Keystone Manor,1000 Main Street,Susquehanna,Susquehanna,PA,15257,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10257,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.susquehanna-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
258,Liberty Gardens,1100 Market Street,Susquehanna,Susquehanna,PA,15258,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10258,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.susquehanna-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
259,Independence Place,1200 Broad Street,Susquehanna,Susquehanna,PA,15259,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10259,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.susquehanna-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
260,Colonial Estates,1300 Pine Street,Susquehanna,Susquehanna,PA,15260,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10260,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.susquehanna-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
261,Keystone Manor,1000 Main Street,Tioga,Tioga,PA,15261,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10261,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.tioga-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
262,Liberty Gardens,1100 Market Street,Tioga,Tioga,PA,15262,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10262,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.tioga-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
263,Independence Place,1200 Broad Street,Tioga,Tioga,PA,15263,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10263,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.tioga-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
264,Colonial Estates,1300 Pine Street,Tioga,Tioga,PA,15264,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10264,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.tioga-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
265,Keystone Manor,1000 Main Street,Union,Union,PA,15265,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10265,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.union-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
266,Liberty Gardens,1100 Market Street,Union,Union,PA,15266,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10266,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.union-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
267,Independence Place,1200 Broad Street,Union,Union,PA,15267,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10267,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.union-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
268,Colonial Estates,1300 Pine Street,Union,Union,PA,15268,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10268,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.union-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
269,Keystone Manor,1000 Main Street,Venango,Venango,PA,15269,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10269,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.venango-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
270,Liberty Gardens,1100 Market Street,Venango,Venango,PA,15270,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10270,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.venango-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
271,Independence Place,1200 Broad Street,Venango,Venango,PA,15271,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10271,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.venango-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
272,Colonial Estates,1300 Pine Street,Venango,Venango,PA,15272,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10272,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.venango-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
273,Keystone Manor,1000 Main Street,Warren,Warren,PA,15273,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10273,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.warren-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
274,Liberty Gardens,1100 Market Street,Warren,Warren,PA,15274,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10274,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.warren-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
275,Independence Place,1200 Broad Street,Warren,Warren,PA,15275,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10275,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.warren-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
276,Colonial Estates,1300 Pine Street,Warren,Warren,PA,15276,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10276,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.warren-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
277,Keystone Manor,1000 Main Street,Washington,Washington,PA,15277,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10277,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.washington-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.124,-80.28630000000001
278,Liberty Gardens,1100 Market Street,Washington,Washington,PA,15278,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10278,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.washington-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.134,-80.2763
279,Independence Place,1200 Broad Street,Washington,Washington,PA,15279,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10279,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.washington-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.144,-80.2663
280,Colonial Estates,1300 Pine Street,Washington,Washington,PA,15280,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10280,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.washington-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.153999999999996,-80.25630000000001
281,Keystone Manor,1000 Main Street,Wayne,Wayne,PA,15281,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10281,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.wayne-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
282,Liberty Gardens,1100 Market Street,Wayne,Wayne,PA,15282,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10282,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.wayne-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
283,Independence Place,1200 Broad Street,Wayne,Wayne,PA,15283,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10283,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.wayne-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
284,Colonial Estates,1300 Pine Street,Wayne,Wayne,PA,15284,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10284,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.wayne-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
285,Keystone Manor,1000 Main Street,Greensburg,Westmoreland,PA,15285,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10285,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.westmoreland-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.259800000000006,-79.4042
286,Liberty Gardens,1100 Market Street,Greensburg,Westmoreland,PA,15286,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10286,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.westmoreland-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.269800000000004,-79.3942
287,Independence Place,1200 Broad Street,Greensburg,Westmoreland,PA,15287,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10287,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.westmoreland-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2798,-79.38419999999999
288,Colonial Estates,1300 Pine Street,Greensburg,Westmoreland,PA,15288,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10288,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.westmoreland-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2898,-79.3742
289,Keystone Manor,1000 Main Street,Wyoming,Wyoming,PA,15289,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10289,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.wyoming-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
290,Liberty Gardens,1100 Market Street,Wyoming,Wyoming,PA,15290,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10290,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.wyoming-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
291,Independence Place,1200 Broad Street,Wyoming,Wyoming,PA,15291,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10291,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.wyoming-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
292,Colonial Estates,1300 Pine Street,Wyoming,Wyoming,PA,15292,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10292,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.wyoming-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
293,Keystone Manor,1000 Main Street,York,York,PA,15293,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10293,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.york-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,39.912600000000005,-76.7677
294,Liberty Gardens,1100 Market Street,York,York,PA,15294,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10294,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.york-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,39.9226,-76.7577
295,Independence Place,1200 Broad Street,York,York,PA,15295,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10295,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.york-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,39.9326,-76.7477
296,Colonial Estates,1300 Pine Street,York,York,PA,15296,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10296,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.york-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,39.9426,-76.7377
