id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Palmetto Manor,1000 Main Street,Abbeville,Abbeville,SC,29001,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50001,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.abbeville-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.1282,-82.41900000000001
233,Lowcountry Village,1300 Azalea Street,Lancaster,Lancaster,SC,29233,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50233,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.lancaster-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.700399999999995,-80.7809
234,Upstate Manor,1400 Carolina Avenue,Lancaster,Lancaster,SC,29234,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50234,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.lancaster-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.7104,-80.7709
235,Midlands Commons,1500 Gamecock Boulevard,Lancaster,Lancaster,SC,29235,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50235,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.lancaster-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.7204,-80.76089999999999
236,Palmetto Manor,1000 Main Street,Laurens,Laurens,SC,29236,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50236,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.laurens-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.449000000000005,-82.054
237,Magnolia Village,1100 Palmetto Avenue,Laurens,Laurens,SC,29237,(804) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,SC-ALF-50237,South Carolina Department of Health and Environmental Control,2024-04-02,76,False,False,False,https://www.laurens-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.459,-82.044
238,Azalea Commons,1200 Magnolia Drive,Laurens,Laurens,SC,29238,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50238,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.laurens-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.469,-82.03399999999999
239,Lowcountry Village,1300 Azalea Street,Laurens,Laurens,SC,29239,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50239,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.laurens-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.479,-82.024
240,Upstate Manor,1400 Carolina Avenue,Laurens,Laurens,SC,29240,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50240,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.laurens-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.489000000000004,-82.014
241,Midlands Commons,1500 Gamecock Boulevard,Laurens,Laurens,SC,29241,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50241,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.laurens-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.499,-82.00399999999999
242,Palmetto Manor,1000 Main Street,Bishopville,Lee,SC,29242,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50242,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.lee-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.1726,-80.22510000000001
243,Magnolia Village,1100 Palmetto Avenue,Bishopville,Lee,SC,29243,(804) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,SC-ALF-50243,South Carolina Department of Health and Environmental Control,2024-04-02,76,False,False,False,https://www.lee-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.1826,-80.2151
244,Azalea Commons,1200 Magnolia Drive,Bishopville,Lee,SC,29244,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50244,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.lee-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.1926,-80.2051
245,Lowcountry Village,1300 Azalea Street,Bishopville,Lee,SC,29245,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50245,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.lee-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.2026,-80.19510000000001
246,Upstate Manor,1400 Carolina Avenue,Bishopville,Lee,SC,29246,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50246,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.lee-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.2126,-80.1851
247,Midlands Commons,1500 Gamecock Boulevard,Bishopville,Lee,SC,29247,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50247,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.lee-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.2226,-80.1751
248,Palmetto Manor,1000 Main Street,Lexington,Lexington,SC,29248,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50248,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.lexington-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.9316,-81.2762
249,Magnolia Village,1100 Palmetto Avenue,Lexington,Lexington,SC,29249,(804) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,SC-ALF-50249,South Carolina Department of Health and Environmental Control,2024-04-02,76,False,False,False,https://www.lexington-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.9416,-81.2662
250,Azalea Commons,1200 Magnolia Drive,Lexington,Lexington,SC,29250,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50250,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.lexington-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.9516,-81.25619999999999
251,Lowcountry Village,1300 Azalea Street,Lexington,Lexington,SC,29251,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50251,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.lexington-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.9616,-81.2462
252,Upstate Manor,1400 Carolina Avenue,Lexington,Lexington,SC,29252,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50252,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.lexington-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.9716,-81.2362
253,Midlands Commons,1500 Gamecock Boulevard,Lexington,Lexington,SC,29253,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50253,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.lexington-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.9816,-81.22619999999999
254,Pee Dee Village,1600 Tiger Drive,Lexington,Lexington,SC,29254,(809) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,SC-ALF-50254,South Carolina Department of Health and Environmental Control,2024-09-07,81,True,True,False,https://www.lexington-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.9916,-81.2162
255,Coastal Manor,1700 Clemson Street,Lexington,Lexington,SC,29255,(810) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,SC-ALF-50255,South Carolina Department of Health and Environmental Control,2024-10-08,82,False,False,False,https://www.lexington-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.0016,-81.2062
256,Carolina Commons,1800 USC Avenue,Lexington,Lexington,SC,29256,(811) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,SC-ALF-50256,South Carolina Department of Health and Environmental Control,2024-11-09,83,False,True,True,https://www.lexington-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.0116,-81.2762
257,Gamecock Village,1900 Citadel Drive,Lexington,Lexington,SC,29257,(812) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,SC-ALF-50257,South Carolina Department of Health and Environmental Control,2024-03-10,84,True,False,False,https://www.lexington-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.0216,-81.2662
258,Tiger Manor,2000 Ashley Street,Lexington,Lexington,SC,29258,(813) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,45,SC-ALF-50258,South Carolina Department of Health and Environmental Control,2024-04-11,85,False,True,False,https://www.lexington-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.9316,-81.25619999999999
259,Clemson Commons,2100 Cooper Avenue,Lexington,Lexington,SC,29259,(814) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,46,SC-ALF-50259,South Carolina Department of Health and Environmental Control,2024-05-12,86,False,False,False,https://www.lexington-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.9416,-81.2462
260,Palmetto Manor,1000 Main Street,Marion,Marion,SC,29260,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50260,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.marion-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.1282,-79.4406
261,Magnolia Village,1100 Palmetto Avenue,Marion,Marion,SC,29261,(804) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,SC-ALF-50261,South Carolina Department of Health and Environmental Control,2024-04-02,76,False,False,False,https://www.marion-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.1382,-79.4306
262,Azalea Commons,1200 Magnolia Drive,Marion,Marion,SC,29262,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50262,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.marion-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.148199999999996,-79.4206
263,Lowcountry Village,1300 Azalea Street,Marion,Marion,SC,29263,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50263,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.marion-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.158199999999994,-79.4106
264,Upstate Manor,1400 Carolina Avenue,Marion,Marion,SC,29264,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50264,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.marion-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.1682,-79.4006
265,Midlands Commons,1500 Gamecock Boulevard,Marion,Marion,SC,29265,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50265,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.marion-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.1782,-79.39059999999999
266,Palmetto Manor,1000 Main Street,Bennettsville,Marlboro,SC,29266,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50266,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.marlboro-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.5726,-79.7098
267,Magnolia Village,1100 Palmetto Avenue,Bennettsville,Marlboro,SC,29267,(804) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,SC-ALF-50267,South Carolina Department of Health and Environmental Control,2024-04-02,76,False,False,False,https://www.marlboro-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.5826,-79.6998
268,Azalea Commons,1200 Magnolia Drive,Bennettsville,Marlboro,SC,29268,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50268,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.marlboro-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.5926,-79.68979999999999
269,Lowcountry Village,1300 Azalea Street,Bennettsville,Marlboro,SC,29269,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50269,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.marlboro-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.602599999999995,-79.6798
270,Upstate Manor,1400 Carolina Avenue,Bennettsville,Marlboro,SC,29270,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50270,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.marlboro-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.6126,-79.6698
271,Midlands Commons,1500 Gamecock Boulevard,Bennettsville,Marlboro,SC,29271,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50271,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.marlboro-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.6226,-79.65979999999999
272,Palmetto Manor,1000 Main Street,McCormick,McCormick,SC,29272,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50272,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.mccormick-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.8654,-82.32950000000001
273,Magnolia Village,1100 Palmetto Avenue,McCormick,McCormick,SC,29273,(804) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,SC-ALF-50273,South Carolina Department of Health and Environmental Control,2024-04-02,76,False,False,False,https://www.mccormick-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.8754,-82.3195
274,Azalea Commons,1200 Magnolia Drive,McCormick,McCormick,SC,29274,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50274,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.mccormick-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.8854,-82.3095
275,Lowcountry Village,1300 Azalea Street,McCormick,McCormick,SC,29275,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50275,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.mccormick-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.895399999999995,-82.29950000000001
276,Upstate Manor,1400 Carolina Avenue,McCormick,McCormick,SC,29276,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50276,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.mccormick-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.9054,-82.2895
277,Midlands Commons,1500 Gamecock Boulevard,McCormick,McCormick,SC,29277,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50277,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.mccormick-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.9154,-82.2795
278,Palmetto Manor,1000 Main Street,Newberry,Newberry,SC,29278,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50278,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.newberry-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.2248,-81.659
279,Magnolia Village,1100 Palmetto Avenue,Newberry,Newberry,SC,29279,(804) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,SC-ALF-50279,South Carolina Department of Health and Environmental Control,2024-04-02,76,False,False,False,https://www.newberry-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.2348,-81.649
280,Azalea Commons,1200 Magnolia Drive,Newberry,Newberry,SC,29280,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50280,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.newberry-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.2448,-81.639
281,Lowcountry Village,1300 Azalea Street,Newberry,Newberry,SC,29281,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50281,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.newberry-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.254799999999996,-81.629
282,Upstate Manor,1400 Carolina Avenue,Newberry,Newberry,SC,29282,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50282,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.newberry-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.2648,-81.619
283,Midlands Commons,1500 Gamecock Boulevard,Newberry,Newberry,SC,29283,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50283,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.newberry-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.2748,-81.609
284,Palmetto Manor,1000 Main Street,Walhalla,Oconee,SC,29284,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50284,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.oconee-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.731500000000004,-83.04400000000001
285,Magnolia Village,1100 Palmetto Avenue,Walhalla,Oconee,SC,29285,(804) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,SC-ALF-50285,South Carolina Department of Health and Environmental Control,2024-04-02,76,False,False,False,https://www.oconee-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.7415,-83.034
286,Azalea Commons,1200 Magnolia Drive,Walhalla,Oconee,SC,29286,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50286,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.oconee-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.7515,-83.024
287,Lowcountry Village,1300 Azalea Street,Walhalla,Oconee,SC,29287,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50287,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.oconee-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.7615,-83.01400000000001
288,Upstate Manor,1400 Carolina Avenue,Walhalla,Oconee,SC,29288,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50288,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.oconee-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.7715,-83.004
289,Midlands Commons,1500 Gamecock Boulevard,Walhalla,Oconee,SC,29289,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50289,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.oconee-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.7815,-82.994
290,Palmetto Manor,1000 Main Street,Orangeburg,Orangeburg,SC,29290,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50290,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.orangeburg-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.4418,-80.8965
291,Magnolia Village,1100 Palmetto Avenue,Orangeburg,Orangeburg,SC,29291,(804) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,SC-ALF-50291,South Carolina Department of Health and Environmental Control,2024-04-02,76,False,False,False,https://www.orangeburg-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.4518,-80.8865
292,Azalea Commons,1200 Magnolia Drive,Orangeburg,Orangeburg,SC,29292,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50292,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.orangeburg-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.4618,-80.8765
293,Lowcountry Village,1300 Azalea Street,Orangeburg,Orangeburg,SC,29293,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50293,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.orangeburg-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.471799999999995,-80.8665
294,Upstate Manor,1400 Carolina Avenue,Orangeburg,Orangeburg,SC,29294,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50294,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.orangeburg-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.4818,-80.8565
295,Midlands Commons,1500 Gamecock Boulevard,Orangeburg,Orangeburg,SC,29295,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50295,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.orangeburg-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.4918,-80.84649999999999
296,Palmetto Manor,1000 Main Street,Pickens,Pickens,SC,29296,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50296,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.pickens-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.833400000000005,-82.7484
297,Magnolia Village,1100 Palmetto Avenue,Pickens,Pickens,SC,29297,(804) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,SC-ALF-50297,South Carolina Department of Health and Environmental Control,2024-04-02,76,False,False,False,https://www.pickens-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.8434,-82.7384
298,Azalea Commons,1200 Magnolia Drive,Pickens,Pickens,SC,29298,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50298,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.pickens-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.8534,-82.7284
299,Lowcountry Village,1300 Azalea Street,Pickens,Pickens,SC,29299,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50299,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.pickens-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.8634,-82.7184
300,Upstate Manor,1400 Carolina Avenue,Pickens,Pickens,SC,29300,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50300,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.pickens-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.873400000000004,-82.7084
301,Midlands Commons,1500 Gamecock Boulevard,Pickens,Pickens,SC,29301,(808) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,SC-ALF-50301,South Carolina Department of Health and Environmental Control,2024-08-06,80,False,False,False,https://www.pickens-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.8834,-82.69839999999999
302,Pee Dee Village,1600 Tiger Drive,Pickens,Pickens,SC,29302,(809) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,SC-ALF-50302,South Carolina Department of Health and Environmental Control,2024-09-07,81,True,True,False,https://www.pickens-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.8934,-82.6884
303,Coastal Manor,1700 Clemson Street,Pickens,Pickens,SC,29303,(810) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,SC-ALF-50303,South Carolina Department of Health and Environmental Control,2024-10-08,82,False,False,False,https://www.pickens-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.903400000000005,-82.6784
304,Carolina Commons,1800 USC Avenue,Pickens,Pickens,SC,29304,(811) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,SC-ALF-50304,South Carolina Department of Health and Environmental Control,2024-11-09,83,False,True,True,https://www.pickens-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.9134,-82.7484
305,Gamecock Village,1900 Citadel Drive,Pickens,Pickens,SC,29305,(812) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,SC-ALF-50305,South Carolina Department of Health and Environmental Control,2024-03-10,84,True,False,False,https://www.pickens-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,34.9234,-82.7384
306,Palmetto Manor,1000 Main Street,Columbia,Richland,SC,29306,(803) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,SC-ALF-50306,South Carolina Department of Health and Environmental Control,2024-03-01,75,True,True,True,https://www.richland-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.95,-80.94000000000001
307,Magnolia Village,1100 Palmetto Avenue,Columbia,Richland,SC,29307,(804) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,SC-ALF-50307,South Carolina Department of Health and Environmental Control,2024-04-02,76,False,False,False,https://www.richland-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.96,-80.93
308,Azalea Commons,1200 Magnolia Drive,Columbia,Richland,SC,29308,(805) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,SC-ALF-50308,South Carolina Department of Health and Environmental Control,2024-05-03,77,False,True,False,https://www.richland-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.97,-80.92
309,Lowcountry Village,1300 Azalea Street,Columbia,Richland,SC,29309,(806) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,SC-ALF-50309,South Carolina Department of Health and Environmental Control,2024-06-04,78,True,False,False,https://www.richland-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.98,-80.91000000000001
310,Upstate Manor,1400 Carolina Avenue,Columbia,Richland,SC,29310,(807) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,SC-ALF-50310,South Carolina Department of Health and Environmental Control,2024-07-05,79,False,True,True,https://www.richland-senior-living.com,Active,South Carolina Department of Health and Environmental Control,2025-07-17,33.99,-80.9
