id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Buckeye Manor,1000 Main Street,West Union,Adams,OH,43001,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40001,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.adams-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
615,Lakeside Living,1700 Cedar Avenue,Chillicothe,Ross,OH,43615,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40615,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.ross-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
616,Buckeye Manor,1000 Main Street,Fremont,Sandusky,OH,43616,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40616,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.sandusky-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
617,Heartland Commons,1100 State Street,Fremont,Sandusky,OH,43617,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40617,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.sandusky-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
618,Ohio Valley Care,1200 High Street,Fremont,Sandusky,OH,43618,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40618,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.sandusky-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
619,River View Manor,1300 Broad Street,Fremont,Sandusky,OH,43619,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40619,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.sandusky-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
620,Prairie Village,1400 Oak Street,Fremont,Sandusky,OH,43620,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40620,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.sandusky-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
621,Heritage House,1500 Maple Avenue,Fremont,Sandusky,OH,43621,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40621,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.sandusky-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
622,Sunrise Manor,1600 Pine Street,Fremont,Sandusky,OH,43622,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40622,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.sandusky-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
623,Lakeside Living,1700 Cedar Avenue,Fremont,Sandusky,OH,43623,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40623,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.sandusky-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
624,Buckeye Manor,1000 Main Street,Portsmouth,Scioto,OH,43624,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40624,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.scioto-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
625,Heartland Commons,1100 State Street,Portsmouth,Scioto,OH,43625,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40625,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.scioto-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
626,Ohio Valley Care,1200 High Street,Portsmouth,Scioto,OH,43626,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40626,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.scioto-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
627,River View Manor,1300 Broad Street,Portsmouth,Scioto,OH,43627,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40627,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.scioto-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
628,Prairie Village,1400 Oak Street,Portsmouth,Scioto,OH,43628,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40628,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.scioto-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
629,Heritage House,1500 Maple Avenue,Portsmouth,Scioto,OH,43629,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40629,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.scioto-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
630,Sunrise Manor,1600 Pine Street,Portsmouth,Scioto,OH,43630,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40630,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.scioto-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
631,Lakeside Living,1700 Cedar Avenue,Portsmouth,Scioto,OH,43631,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40631,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.scioto-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
632,Buckeye Manor,1000 Main Street,Tiffin,Seneca,OH,43632,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40632,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.seneca-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
633,Heartland Commons,1100 State Street,Tiffin,Seneca,OH,43633,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40633,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.seneca-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
634,Ohio Valley Care,1200 High Street,Tiffin,Seneca,OH,43634,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40634,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.seneca-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
635,River View Manor,1300 Broad Street,Tiffin,Seneca,OH,43635,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40635,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.seneca-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
636,Prairie Village,1400 Oak Street,Tiffin,Seneca,OH,43636,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40636,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.seneca-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
637,Heritage House,1500 Maple Avenue,Tiffin,Seneca,OH,43637,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40637,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.seneca-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
638,Sunrise Manor,1600 Pine Street,Tiffin,Seneca,OH,43638,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40638,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.seneca-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
639,Lakeside Living,1700 Cedar Avenue,Tiffin,Seneca,OH,43639,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40639,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.seneca-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
640,Buckeye Manor,1000 Main Street,Sidney,Shelby,OH,43640,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40640,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.shelby-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
641,Heartland Commons,1100 State Street,Sidney,Shelby,OH,43641,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40641,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.shelby-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
642,Ohio Valley Care,1200 High Street,Sidney,Shelby,OH,43642,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40642,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.shelby-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
643,River View Manor,1300 Broad Street,Sidney,Shelby,OH,43643,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40643,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.shelby-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
644,Prairie Village,1400 Oak Street,Sidney,Shelby,OH,43644,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40644,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.shelby-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
645,Heritage House,1500 Maple Avenue,Sidney,Shelby,OH,43645,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40645,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.shelby-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
646,Sunrise Manor,1600 Pine Street,Sidney,Shelby,OH,43646,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40646,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.shelby-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
647,Lakeside Living,1700 Cedar Avenue,Sidney,Shelby,OH,43647,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40647,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.shelby-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
648,Buckeye Manor,1000 Main Street,Canton,Stark,OH,43648,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40648,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.stark-senior-living.com,Active,Ohio Department of Health,2025-07-17,40.748900000000006,-81.41810000000001
649,Heartland Commons,1100 State Street,Canton,Stark,OH,43649,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40649,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.stark-senior-living.com,Active,Ohio Department of Health,2025-07-17,40.758900000000004,-81.4081
650,Ohio Valley Care,1200 High Street,Canton,Stark,OH,43650,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40650,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.stark-senior-living.com,Active,Ohio Department of Health,2025-07-17,40.7689,-81.3981
651,River View Manor,1300 Broad Street,Canton,Stark,OH,43651,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40651,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.stark-senior-living.com,Active,Ohio Department of Health,2025-07-17,40.7789,-81.38810000000001
652,Prairie Village,1400 Oak Street,Canton,Stark,OH,43652,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40652,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.stark-senior-living.com,Active,Ohio Department of Health,2025-07-17,40.788900000000005,-81.3781
653,Heritage House,1500 Maple Avenue,Canton,Stark,OH,43653,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40653,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.stark-senior-living.com,Active,Ohio Department of Health,2025-07-17,40.7989,-81.3681
654,Sunrise Manor,1600 Pine Street,Canton,Stark,OH,43654,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40654,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.stark-senior-living.com,Active,Ohio Department of Health,2025-07-17,40.8089,-81.35810000000001
655,Lakeside Living,1700 Cedar Avenue,Canton,Stark,OH,43655,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40655,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.stark-senior-living.com,Active,Ohio Department of Health,2025-07-17,40.818900000000006,-81.3481
656,Meadowbrook,1800 First Street,Canton,Stark,OH,43656,(224) 408-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,38,OH-ALF-40656,Ohio Department of Health,2024-11-09,83,False,True,True,https://www.stark-senior-living.com,Active,Ohio Department of Health,2025-07-17,40.828900000000004,-81.41810000000001
657,Maple Ridge,1900 Second Street,Canton,Stark,OH,43657,(225) 409-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,39,OH-ALF-40657,Ohio Department of Health,2024-03-10,84,True,False,False,https://www.stark-senior-living.com,Active,Ohio Department of Health,2025-07-17,40.8389,-81.4081
658,Cedar Grove,2000 Third Street,Canton,Stark,OH,43658,(226) 410-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,40,OH-ALF-40658,Ohio Department of Health,2024-04-11,85,False,True,False,https://www.stark-senior-living.com,Active,Ohio Department of Health,2025-07-17,40.748900000000006,-81.3981
659,Woodland Manor,2100 Fourth Street,Canton,Stark,OH,43659,(227) 411-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,41,OH-ALF-40659,Ohio Department of Health,2024-05-12,86,False,False,False,https://www.stark-senior-living.com,Active,Ohio Department of Health,2025-07-17,40.758900000000004,-81.38810000000001
660,Buckeye Manor,1000 Main Street,Akron,Summit,OH,43660,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40660,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.summit-senior-living.com,Active,Ohio Department of Health,2025-07-17,41.058400000000006,-81.55900000000001
661,Heartland Commons,1100 State Street,Akron,Summit,OH,43661,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40661,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.summit-senior-living.com,Active,Ohio Department of Health,2025-07-17,41.068400000000004,-81.549
662,Ohio Valley Care,1200 High Street,Akron,Summit,OH,43662,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40662,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.summit-senior-living.com,Active,Ohio Department of Health,2025-07-17,41.0784,-81.539
663,River View Manor,1300 Broad Street,Akron,Summit,OH,43663,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40663,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.summit-senior-living.com,Active,Ohio Department of Health,2025-07-17,41.0884,-81.52900000000001
664,Prairie Village,1400 Oak Street,Akron,Summit,OH,43664,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40664,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.summit-senior-living.com,Active,Ohio Department of Health,2025-07-17,41.098400000000005,-81.519
665,Heritage House,1500 Maple Avenue,Akron,Summit,OH,43665,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40665,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.summit-senior-living.com,Active,Ohio Department of Health,2025-07-17,41.1084,-81.509
666,Sunrise Manor,1600 Pine Street,Akron,Summit,OH,43666,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40666,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.summit-senior-living.com,Active,Ohio Department of Health,2025-07-17,41.1184,-81.49900000000001
667,Lakeside Living,1700 Cedar Avenue,Akron,Summit,OH,43667,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40667,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.summit-senior-living.com,Active,Ohio Department of Health,2025-07-17,41.128400000000006,-81.489
668,Meadowbrook,1800 First Street,Akron,Summit,OH,43668,(224) 408-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,38,OH-ALF-40668,Ohio Department of Health,2024-11-09,83,False,True,True,https://www.summit-senior-living.com,Active,Ohio Department of Health,2025-07-17,41.138400000000004,-81.55900000000001
669,Maple Ridge,1900 Second Street,Akron,Summit,OH,43669,(225) 409-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,39,OH-ALF-40669,Ohio Department of Health,2024-03-10,84,True,False,False,https://www.summit-senior-living.com,Active,Ohio Department of Health,2025-07-17,41.1484,-81.549
670,Cedar Grove,2000 Third Street,Akron,Summit,OH,43670,(226) 410-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,40,OH-ALF-40670,Ohio Department of Health,2024-04-11,85,False,True,False,https://www.summit-senior-living.com,Active,Ohio Department of Health,2025-07-17,41.058400000000006,-81.539
671,Woodland Manor,2100 Fourth Street,Akron,Summit,OH,43671,(227) 411-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,41,OH-ALF-40671,Ohio Department of Health,2024-05-12,86,False,False,False,https://www.summit-senior-living.com,Active,Ohio Department of Health,2025-07-17,41.068400000000004,-81.52900000000001
672,Buckeye Manor,1000 Main Street,Warren,Trumbull,OH,43672,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40672,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.trumbull-senior-living.com,Active,Ohio Department of Health,2025-07-17,41.246500000000005,-80.80980000000001
673,Heartland Commons,1100 State Street,Warren,Trumbull,OH,43673,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40673,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.trumbull-senior-living.com,Active,Ohio Department of Health,2025-07-17,41.2565,-80.7998
674,Ohio Valley Care,1200 High Street,Warren,Trumbull,OH,43674,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40674,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.trumbull-senior-living.com,Active,Ohio Department of Health,2025-07-17,41.2665,-80.7898
675,River View Manor,1300 Broad Street,Warren,Trumbull,OH,43675,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40675,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.trumbull-senior-living.com,Active,Ohio Department of Health,2025-07-17,41.2765,-80.77980000000001
676,Prairie Village,1400 Oak Street,Warren,Trumbull,OH,43676,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40676,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.trumbull-senior-living.com,Active,Ohio Department of Health,2025-07-17,41.286500000000004,-80.7698
677,Heritage House,1500 Maple Avenue,Warren,Trumbull,OH,43677,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40677,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.trumbull-senior-living.com,Active,Ohio Department of Health,2025-07-17,41.2965,-80.7598
678,Sunrise Manor,1600 Pine Street,Warren,Trumbull,OH,43678,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40678,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.trumbull-senior-living.com,Active,Ohio Department of Health,2025-07-17,41.3065,-80.74980000000001
679,Lakeside Living,1700 Cedar Avenue,Warren,Trumbull,OH,43679,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40679,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.trumbull-senior-living.com,Active,Ohio Department of Health,2025-07-17,41.316500000000005,-80.7398
680,Buckeye Manor,1000 Main Street,New Philadelphia,Tuscarawas,OH,43680,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40680,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.tuscarawas-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
681,Heartland Commons,1100 State Street,New Philadelphia,Tuscarawas,OH,43681,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40681,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.tuscarawas-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
682,Ohio Valley Care,1200 High Street,New Philadelphia,Tuscarawas,OH,43682,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40682,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.tuscarawas-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
683,River View Manor,1300 Broad Street,New Philadelphia,Tuscarawas,OH,43683,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40683,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.tuscarawas-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
684,Prairie Village,1400 Oak Street,New Philadelphia,Tuscarawas,OH,43684,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40684,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.tuscarawas-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
685,Heritage House,1500 Maple Avenue,New Philadelphia,Tuscarawas,OH,43685,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40685,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.tuscarawas-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
686,Sunrise Manor,1600 Pine Street,New Philadelphia,Tuscarawas,OH,43686,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40686,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.tuscarawas-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
687,Lakeside Living,1700 Cedar Avenue,New Philadelphia,Tuscarawas,OH,43687,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40687,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.tuscarawas-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
688,Buckeye Manor,1000 Main Street,Marysville,Union,OH,43688,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40688,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.union-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
689,Heartland Commons,1100 State Street,Marysville,Union,OH,43689,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40689,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.union-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
690,Ohio Valley Care,1200 High Street,Marysville,Union,OH,43690,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40690,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.union-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
691,River View Manor,1300 Broad Street,Marysville,Union,OH,43691,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40691,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.union-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
692,Prairie Village,1400 Oak Street,Marysville,Union,OH,43692,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40692,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.union-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
693,Heritage House,1500 Maple Avenue,Marysville,Union,OH,43693,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40693,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.union-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
694,Sunrise Manor,1600 Pine Street,Marysville,Union,OH,43694,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40694,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.union-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
695,Lakeside Living,1700 Cedar Avenue,Marysville,Union,OH,43695,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40695,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.union-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
696,Buckeye Manor,1000 Main Street,Van Wert,Van Wert,OH,43696,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40696,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.vanwert-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
697,Heartland Commons,1100 State Street,Van Wert,Van Wert,OH,43697,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40697,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.vanwert-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
698,Ohio Valley Care,1200 High Street,Van Wert,Van Wert,OH,43698,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40698,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.vanwert-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
699,River View Manor,1300 Broad Street,Van Wert,Van Wert,OH,43699,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40699,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.vanwert-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
700,Prairie Village,1400 Oak Street,Van Wert,Van Wert,OH,43700,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40700,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.vanwert-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
701,Heritage House,1500 Maple Avenue,Van Wert,Van Wert,OH,43701,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40701,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.vanwert-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
